RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,Year
22,Blake GriffinLAC/DET,PF,58,34.0,21.4,7.5,17.2,43.8,1.9,5.6,34.5,4.5,5.7,78.5,7.4,5.8,0.7,0.3,2.8,16,3,2018
23,CJ McCollumPOR,SG,81,36.1,21.4,8.2,18.6,44.3,2.3,5.9,39.7,2.6,3.1,83.6,4.0,3.4,1.0,0.4,1.9,1,0,2018
24,Karl-Anthony TownsMIN,C,82,35.6,21.3,7.8,14.3,54.5,1.5,3.5,42.1,4.2,4.9,85.8,12.3,2.4,0.8,1.4,1.9,68,0,2018
25,Donovan MitchellUTAH,SG,79,33.4,20.5,7.5,17.2,43.7,2.4,7.0,34.0,3.0,3.8,80.5,3.7,3.7,1.5,0.3,2.7,0,0,2018
26,Khris MiddletonMIL,SF,82,36.4,20.1,7.2,15.5,46.6,1.8,5.0,35.9,3.9,4.4,88.4,5.2,4.0,1.5,0.3,2.3,5,1,2018
27,MarShon BrooksMEM,G,7,27.6,20.1,7.3,14.6,50.0,2.7,4.6,59.4,2.9,3.3,87.0,3.1,3.6,1.6,0.4,2.3,0,0,2018
28,Klay ThompsonGS,SG,73,34.3,20.0,7.9,16.1,48.8,3.1,7.1,44.0,1.1,1.3,83.7,3.8,2.5,0.8,0.5,1.8,2,0,2018
29,T.J. WarrenPHX,SF,65,33.0,19.6,8.1,16.4,49.8,0.3,1.4,22.2,3.0,3.9,75.7,5.1,1.3,1.0,0.6,1.3,6,0,2018
30,John WallWSH,PG,41,34.4,19.4,6.8,16.3,42.0,1.5,4.1,37.1,4.3,5.9,72.6,3.7,9.6,1.4,1.1,3.9,19,0,2018
31,Tyreke EvansMEM,G,52,30.9,19.4,7.0,15.6,45.2,2.2,5.5,39.9,3.2,4.0,78.5,5.1,5.2,1.1,0.3,2.3,7,0,2018
32,Dennis SchroderATL,PG,67,31.0,19.4,7.5,17.1,43.6,1.1,3.9,29.0,3.4,4.0,84.9,3.1,6.2,1.1,0.1,2.7,5,0,2018
33,Jrue HolidayNO,PG,81,36.1,19.0,7.6,15.4,49.4,1.5,4.4,33.7,2.3,2.9,78.6,4.5,6.0,1.5,0.8,2.6,8,1,2018
34,Harrison BarnesDAL,SF,77,34.2,18.9,7.0,15.7,44.5,1.5,4.3,35.7,3.4,4.1,82.7,6.1,2.0,0.6,0.2,1.5,8,0,2018
35,Chris PaulHOU,PG,58,31.8,18.6,6.3,13.8,46.0,2.5,6.5,38.0,3.5,3.8,91.9,5.4,7.9,1.7,0.2,2.2,14,1,2018
36,Tobias HarrisLAC/DET,PF,80,33.4,18.6,7.0,15.3,46.0,2.3,5.6,41.1,2.2,2.7,82.9,5.5,2.4,0.9,0.4,1.3,3,0,2018
37,Nikola JokicDEN,C,75,32.5,18.5,6.7,13.5,49.9,1.5,3.7,39.6,3.5,4.2,85.0,10.7,6.1,1.2,0.8,2.8,38,10,2018
38,Eric GordonHOU,SG,69,31.2,18.0,6.0,14.1,42.8,3.2,8.8,35.9,2.8,3.5,80.9,2.5,2.2,0.6,0.4,1.9,0,0,2018
39,Jeremy LinBKN,G,1,25.0,18.0,5.0,12.0,41.7,1.0,2.0,50.0,7.0,7.0,100.0,0.0,4.0,0.0,0.0,3.0,0,0,2018
40,Evan FournierORL,SG,57,32.2,17.8,6.5,14.1,45.9,2.2,5.9,37.9,2.6,3.0,86.7,3.2,2.9,0.8,0.3,1.7,0,0,2018
41,Eric BledsoeMIL/PHX,SG,74,31.4,17.7,6.3,13.4,47.3,1.7,4.9,34.7,3.4,4.3,79.5,3.8,5.0,2.0,0.6,2.9,3,1,2018
42,Andrew WigginsMIN,SF,82,36.3,17.7,6.9,15.9,43.8,1.4,4.1,33.1,2.5,3.8,64.3,4.4,2.0,1.1,0.6,1.7,1,0,2018
43,Aaron GordonORL,PF,58,32.9,17.6,6.5,14.9,43.4,2.0,5.9,33.6,2.7,3.9,69.8,7.9,2.3,1.0,0.8,1.8,17,0,2018
44,Kevin LoveCLE,PF,59,28.0,17.6,5.7,12.4,45.8,2.3,5.6,41.5,4.0,4.5,88.0,9.3,1.7,0.7,0.4,1.5,31,0,2018
45,Tim Hardaway Jr.NY,SF,57,33.1,17.5,6.3,15.0,42.1,2.3,7.2,31.7,2.6,3.1,81.6,3.9,2.7,1.1,0.2,1.6,2,0,2018
46,Gary HarrisDEN,SG,67,34.4,17.5,6.6,13.6,48.5,2.3,5.9,39.6,2.0,2.4,82.7,2.6,2.9,1.8,0.2,1.8,0,0,2018
47,Goran DragicMIA,PG,75,31.7,17.3,6.5,14.3,45.0,1.5,4.0,37.0,2.9,3.6,80.1,4.1,4.8,0.8,0.2,2.2,3,0,2018
48,Marc GasolMEM,C,73,33.0,17.2,5.9,14.2,42.0,1.5,4.4,34.1,3.8,4.6,83.4,8.1,4.2,0.7,1.4,2.7,25,1,2018
49,JJ RedickPHI,SG,70,30.2,17.1,5.8,12.6,46.0,2.8,6.6,42.0,2.8,3.1,90.4,2.5,3.0,0.5,0.1,1.5,0,0,2018
50,Mike ConleyMEM,PG,12,31.1,17.1,5.3,14.0,38.1,2.0,6.4,31.2,4.4,5.5,80.3,2.3,4.1,1.0,0.3,1.5,0,0,2018
1,James HardenHOU,SG,78,36.8,36.1,10.8,24.5,44.2,4.8,13.2,36.8,9.7,11.0,87.9,6.6,7.5,2.0,0.7,5.0,34,7,2019
2,Paul GeorgeOKC,SG,77,36.9,28.0,9.2,21.0,43.8,3.8,9.8,38.6,5.9,7.0,83.9,8.2,4.1,2.2,0.4,2.7,24,1,2019
3,Giannis AntetokounmpoMIL,PF,72,32.8,27.7,10.0,17.3,57.8,0.7,2.8,25.6,6.9,9.5,72.9,12.5,5.9,1.3,1.5,3.7,54,5,2019
4,Joel EmbiidPHI,C,64,33.7,27.5,9.1,18.7,48.4,1.2,4.1,30.0,8.2,10.1,80.4,13.6,3.7,0.7,1.9,3.5,58,2,2019
5,LeBron JamesLAL,SF,55,35.2,27.4,10.1,19.9,51.0,2.0,5.9,33.9,5.1,7.6,66.5,8.5,8.3,1.3,0.6,3.6,32,8,2019
6,Stephen CurryGS,PG,69,33.8,27.3,9.2,19.4,47.2,5.1,11.7,43.7,3.8,4.2,91.6,5.3,5.2,1.3,0.4,2.8,3,0,2019
7,Kawhi LeonardTOR,SF,60,34.0,26.6,9.3,18.8,49.6,1.9,5.0,37.1,6.1,7.1,85.4,7.3,3.3,1.8,0.4,2.0,14,0,2019
8,Devin BookerPHX,SG,64,35.0,26.6,9.2,19.6,46.7,2.1,6.5,32.6,6.1,7.1,86.6,4.1,6.8,0.9,0.2,4.1,12,0,2019
9,Kevin DurantGS,PF,78,34.6,26.0,9.2,17.7,52.1,1.8,5.0,35.3,5.7,6.5,88.5,6.4,5.9,0.7,1.1,2.9,16,2,2019
10,Anthony DavisNO,PF,56,33.0,25.9,9.5,18.3,51.7,0.9,2.6,33.1,6.1,7.7,79.4,12.0,3.9,1.6,2.4,2.0,37,0,2019
11,Damian LillardPOR,PG,80,35.5,25.8,8.5,19.2,44.4,3.0,8.0,36.9,5.9,6.4,91.2,4.6,6.9,1.1,0.4,2.7,13,0,2019
12,Kemba WalkerCHA,PG,82,34.9,25.6,8.9,20.5,43.4,3.2,8.9,35.6,4.6,5.5,84.4,4.4,5.9,1.2,0.4,2.6,10,0,2019
13,Bradley BealWSH,SG,82,36.9,25.6,9.3,19.6,47.5,2.5,7.3,35.1,4.4,5.5,80.8,5.0,5.5,1.5,0.7,2.7,11,2,2019
14,Blake GriffinDET,PF,75,35.0,24.5,8.3,17.9,46.2,2.5,7.0,36.2,5.5,7.3,75.3,7.5,5.4,0.7,0.4,3.4,21,2,2019
15,Karl-Anthony TownsMIN,C,77,33.1,24.4,8.8,17.1,51.8,1.8,4.6,40.0,4.9,5.8,83.6,12.4,3.4,0.9,1.6,3.1,54,0,2019
16,Kyrie IrvingBOS,PG,67,33.0,23.8,9.0,18.5,48.7,2.6,6.5,40.1,3.2,3.7,87.3,5.0,6.9,1.5,0.5,2.6,21,1,2019
17,Donovan MitchellUTAH,SG,77,33.7,23.8,8.6,19.9,43.2,2.4,6.7,36.2,4.1,5.1,80.6,4.1,4.2,1.4,0.4,2.8,1,0,2019
18,Zach LaVineCHI,SG,63,34.5,23.7,8.4,18.0,46.7,1.9,5.1,37.4,5.0,6.0,83.2,4.7,4.5,1.0,0.4,3.4,2,0,2019
19,Russell WestbrookOKC,PG,73,36.0,22.9,8.6,20.2,42.8,1.6,5.6,29.0,4.1,6.2,65.6,11.1,10.7,1.9,0.5,4.5,57,34,2019
20,Klay ThompsonGS,SG,78,34.0,21.5,8.4,18.0,46.7,3.1,7.7,40.2,1.7,2.0,81.6,3.8,2.4,1.1,0.6,1.5,0,0,2019
21,Julius RandleNO,PF,73,30.6,21.4,7.8,14.9,52.4,0.9,2.7,34.4,4.9,6.7,73.1,8.7,3.1,0.7,0.6,2.8,31,1,2019
22,LaMarcus AldridgeSA,C,81,33.2,21.3,8.4,16.3,51.9,0.1,0.5,23.8,4.3,5.1,84.7,9.2,2.4,0.5,1.3,1.8,32,0,2019
23,DeMar DeRozanSA,SF,77,34.9,21.2,8.2,17.1,48.1,0.1,0.6,15.6,4.8,5.7,83.0,6.0,6.2,1.1,0.5,2.6,12,1,2019
24,Luka DoncicDAL,PG,72,32.2,21.2,7.0,16.5,42.7,2.3,7.1,32.7,4.8,6.7,71.3,7.8,6.0,1.1,0.3,3.4,24,8,2019
25,Jrue HolidayNO,PG,67,35.9,21.2,8.2,17.3,47.2,1.8,5.4,32.5,3.1,4.0,76.8,5.0,7.7,1.6,0.8,3.1,18,0,2019
26,D'Angelo RussellBKN,PG,81,30.2,21.1,8.1,18.7,43.4,2.9,7.8,36.9,2.0,2.5,78.0,3.9,7.0,1.2,0.2,3.1,14,0,2019
27,Mike ConleyMEM,PG,70,33.5,21.1,7.0,16.0,43.8,2.2,6.1,36.4,4.9,5.8,84.5,3.4,6.4,1.3,0.3,1.9,10,0,2019
28,CJ McCollumPOR,SG,70,33.9,21.0,8.2,17.8,45.9,2.4,6.4,37.5,2.3,2.7,82.8,4.0,3.0,0.8,0.4,1.5,1,1,2019
29,Nikola VucevicORL,C,80,31.4,20.8,8.8,16.9,51.8,1.1,2.9,36.4,2.2,2.8,78.9,12.0,3.8,1.0,1.1,2.0,60,1,2019
30,John WallWSH,PG,32,34.5,20.7,7.7,17.3,44.4,1.6,5.3,30.2,3.8,5.5,69.7,3.6,8.7,1.5,0.9,3.8,10,0,2019
31,Buddy HieldSAC,SG,82,31.9,20.7,7.6,16.6,45.8,3.4,7.9,42.7,2.1,2.4,88.6,5.0,2.5,0.7,0.4,1.8,3,0,2019
32,Nikola JokicDEN,C,80,31.3,20.1,7.7,15.1,51.1,1.0,3.4,30.7,3.6,4.4,82.1,10.8,7.3,1.4,0.7,3.1,56,12,2019
33,Tobias HarrisLAC/PHI,PF,82,34.7,20.0,7.5,15.3,48.7,1.9,4.8,39.7,3.2,3.7,86.6,7.9,2.8,0.6,0.5,1.8,15,0,2019
34,JaKarr SampsonCHI,SF,4,31.8,20.0,7.3,13.5,53.7,1.3,3.5,35.7,4.3,5.3,81.0,8.0,1.0,1.0,0.8,1.0,0,0,2019
35,Lou WilliamsLAC,SG,75,26.6,20.0,6.5,15.2,42.5,1.4,3.9,36.1,5.7,6.5,87.6,3.0,5.4,0.8,0.1,2.4,7,1,2019
36,Danilo GallinariLAC,PF,68,30.3,19.8,6.0,13.0,46.3,2.4,5.5,43.3,5.4,6.0,90.4,6.1,2.6,0.7,0.3,1.5,7,0,2019
37,John CollinsATL,PF,61,30.0,19.5,7.6,13.6,56.0,0.9,2.6,34.8,3.3,4.4,76.3,9.8,2.0,0.4,0.6,2.0,32,0,2019
38,Trae YoungATL,PG,81,30.9,19.1,6.5,15.5,41.8,1.9,6.0,32.4,4.2,5.1,82.8,3.7,8.1,0.9,0.2,3.8,30,1,2019
39,Victor OladipoIND,SG,36,31.9,18.8,6.9,16.3,42.3,2.1,6.0,34.3,2.9,3.9,73.1,5.6,5.2,1.7,0.3,2.3,5,0,2019
40,Lauri MarkkanenCHI,PF,52,32.3,18.7,6.6,15.3,43.0,2.3,6.4,36.1,3.3,3.8,87.2,9.0,1.4,0.7,0.6,1.6,20,0,2019
41,Jimmy ButlerMIN/PHI,SF,65,33.6,18.7,6.4,13.9,46.2,1.0,3.0,34.7,4.8,5.6,85.5,5.3,4.0,1.9,0.6,1.5,3,0,2019
42,Kyle KuzmaLAL,SF,70,33.1,18.7,7.1,15.5,45.6,1.8,6.0,30.3,2.7,3.6,75.2,5.5,2.5,0.6,0.4,1.9,4,0,2019
43,Khris MiddletonMIL,SF,77,31.1,18.3,6.6,14.9,44.1,2.3,6.2,37.8,2.8,3.4,83.7,6.0,4.3,1.0,0.1,2.3,7,0,2019
44,Brandon IngramLAL,SF,52,33.8,18.3,7.0,14.0,49.7,0.6,1.8,33.0,3.8,5.6,67.5,5.1,3.0,0.5,0.6,2.5,2,0,2019
45,Jamal MurrayDEN,PG,75,32.6,18.2,6.8,15.6,43.7,2.0,5.5,36.7,2.5,3.0,84.8,4.2,4.8,0.9,0.4,2.1,4,0,2019
46,Andrew WigginsMIN,SF,73,34.8,18.1,6.8,16.6,41.2,1.6,4.8,33.9,2.8,4.1,69.9,4.8,2.5,1.0,0.7,1.9,3,0,2019
47,Tim Hardaway Jr.DAL/NY,SF,65,31.6,18.1,6.0,15.3,39.3,2.5,7.3,34.0,3.6,4.2,84.1,3.4,2.4,0.8,0.1,1.6,2,0,2019
48,JJ RedickPHI,SG,76,31.3,18.1,5.9,13.5,44.0,3.2,8.0,39.7,3.0,3.4,89.4,2.4,2.7,0.4,0.2,1.3,1,0,2019
49,Derrick RoseMIN,PG,51,27.3,18.0,7.1,14.8,48.2,1.1,2.9,37.0,2.7,3.1,85.6,2.7,4.3,0.6,0.2,1.6,1,0,2019
50,T.J. WarrenPHX,SF,43,31.6,18.0,6.9,14.2,48.6,1.8,4.2,42.8,2.3,2.9,81.5,4.0,1.5,1.2,0.7,1.2,0,0,2019
1,James HardenHOU,SG,68,36.5,34.3,9.9,22.3,44.4,4.4,12.4,35.5,10.2,11.8,86.5,6.6,7.5,1.8,0.9,4.5,22,4,2020
2,Bradley BealWSH,SG,57,36.0,30.5,10.4,22.9,45.5,3.0,8.4,35.3,6.8,8.0,84.2,4.2,6.1,1.2,0.4,3.4,8,0,2020
3,Damian LillardPOR,PG,66,37.5,30.0,9.5,20.4,46.3,4.1,10.2,40.1,7.0,7.8,88.8,4.3,8.0,1.1,0.3,2.9,19,1,2020
4,Trae YoungATL,PG,60,35.3,29.6,9.1,20.8,43.7,3.4,9.5,36.1,8.0,9.3,86.0,4.3,9.3,1.1,0.1,4.8,28,2,2020
5,Giannis AntetokounmpoMIL,PF,63,30.4,29.5,10.9,19.7,55.3,1.4,4.7,30.4,6.3,10.0,63.3,13.6,5.6,1.0,1.0,3.7,56,4,2020
6,Luka DoncicDAL,PG,61,33.6,28.8,9.5,20.6,46.3,2.8,8.9,31.6,7.0,9.2,75.8,9.4,8.8,1.0,0.2,4.3,39,17,2020
7,Kyrie IrvingBKN,PG,20,32.9,27.4,10.0,20.8,47.8,2.8,7.1,39.4,4.7,5.1,92.2,5.2,6.4,1.4,0.5,2.6,3,1,2020
8,Russell WestbrookHOU,PG,57,35.9,27.2,10.6,22.5,47.2,1.0,3.7,25.8,5.1,6.7,76.3,7.9,7.0,1.6,0.4,4.5,22,8,2020
9,Kawhi LeonardLAC,SF,57,32.4,27.1,9.3,19.9,47.0,2.2,5.7,37.8,6.2,7.1,88.6,7.1,4.9,1.8,0.6,2.6,13,1,2020
10,Devin BookerPHX,SG,70,35.9,26.6,9.0,18.3,48.9,2.0,5.7,35.4,6.7,7.3,91.9,4.2,6.5,0.7,0.3,3.8,11,0,2020
11,Anthony DavisLAL,PF,62,34.4,26.1,8.9,17.7,50.3,1.2,3.5,33.0,7.2,8.5,84.6,9.3,3.2,1.5,2.3,2.5,29,0,2020
12,Zach LaVineCHI,SG,60,34.8,25.5,9.0,20.0,45.0,3.1,8.1,38.0,4.5,5.6,80.2,4.8,4.2,1.5,0.5,3.4,2,0,2020
13,LeBron JamesLAL,SF,67,34.6,25.3,9.6,19.4,49.3,2.2,6.3,34.8,3.9,5.7,69.3,7.8,10.2,1.2,0.5,3.9,46,13,2020
14,Donovan MitchellUTAH,SG,69,34.3,24.0,8.7,19.4,44.9,2.5,6.9,36.6,4.0,4.7,86.3,4.4,4.3,1.0,0.2,2.7,1,0,2020
15,Brandon IngramNO,SF,62,33.9,23.8,8.2,17.7,46.3,2.4,6.2,39.1,5.0,5.9,85.1,6.1,4.2,1.0,0.6,3.0,9,0,2020
16,Jayson TatumBOS,SF,66,34.3,23.4,8.4,18.6,45.0,2.9,7.1,40.3,3.8,4.7,81.2,7.0,3.0,1.4,0.9,2.3,10,0,2020
17,Joel EmbiidPHI,C,51,29.5,23.0,7.5,15.7,47.7,1.1,3.4,33.1,6.9,8.5,80.7,11.6,3.0,0.9,1.3,3.1,37,0,2020
18,Pascal SiakamTOR,PF,60,35.2,22.9,8.3,18.4,45.3,2.2,6.1,35.9,4.0,5.1,79.2,7.3,3.5,1.0,0.9,2.5,12,0,2020
19,Zion WilliamsonNO,PF,24,27.8,22.5,8.8,15.0,58.3,0.3,0.6,42.9,4.8,7.4,64.0,6.3,2.1,0.7,0.4,2.5,2,0,2020
20,CJ McCollumPOR,SG,70,36.5,22.2,8.7,19.4,45.1,2.8,7.3,37.9,2.0,2.6,75.7,4.2,4.4,0.8,0.6,1.8,4,0,2020
21,DeMar DeRozanSA,SF,68,34.1,22.1,8.2,15.4,53.1,0.1,0.5,25.7,5.6,6.6,84.5,5.5,5.6,1.0,0.3,2.4,7,0,2020
22,Andrew WigginsMIN/GS,SF,54,34.4,21.8,8.1,18.1,44.7,2.1,6.2,33.2,3.5,5.0,70.9,5.1,3.7,0.8,1.0,2.4,4,1,2020
23,Paul GeorgeLAC,SG,48,29.6,21.5,7.1,16.3,43.9,3.3,7.9,41.2,4.0,4.5,87.6,5.7,3.9,1.4,0.4,2.6,5,0,2020
24,De'Aaron FoxSAC,PG,51,32.0,21.1,7.7,16.0,48.0,1.1,3.6,29.2,4.7,6.7,70.5,3.8,6.8,1.5,0.5,3.1,9,0,2020
25,Khris MiddletonMIL,SF,62,29.9,20.9,7.6,15.3,49.7,2.4,5.7,41.5,3.4,3.7,91.6,6.2,4.3,0.9,0.1,2.2,7,0,2020
26,Collin SextonCLE,PG,65,33.0,20.8,7.9,16.7,47.2,1.5,3.9,38.0,3.5,4.1,84.6,3.1,3.0,1.0,0.1,2.4,0,0,2020
27,Spencer DinwiddieBKN,PG,64,31.2,20.6,6.6,16.0,41.5,1.9,6.3,30.8,5.4,7.0,77.8,3.5,6.8,0.6,0.3,2.7,9,0,2020
28,Kemba WalkerBOS,PG,56,31.1,20.4,6.8,15.9,42.5,3.2,8.4,38.1,3.7,4.3,86.4,3.9,4.8,0.9,0.5,2.1,2,0,2020
29,Kristaps PorzingisDAL,C,57,31.8,20.4,7.0,16.4,42.7,2.5,7.1,35.2,4.0,5.0,79.9,9.5,1.8,0.7,2.0,1.6,25,0,2020
30,Jaylen BrownBOS,SG,57,33.9,20.3,7.5,15.6,48.1,2.3,5.9,38.2,3.1,4.3,72.4,6.4,2.1,1.1,0.4,2.2,8,0,2020
31,Bojan BogdanovicUTAH,SF,63,33.1,20.2,6.6,14.8,44.7,3.0,7.3,41.4,4.0,4.4,90.3,4.1,2.1,0.5,0.1,2.5,0,0,2020
32,Jimmy ButlerMIA,SF,58,33.8,19.9,5.9,13.1,45.5,0.5,2.1,24.4,7.6,9.1,83.4,6.7,6.0,1.8,0.6,2.2,11,3,2020
33,Nikola JokicDEN,C,73,32.0,19.9,7.7,14.7,52.8,1.1,3.5,31.4,3.4,4.1,81.7,9.7,7.0,1.2,0.6,3.1,43,13,2020
34,T.J. WarrenIND,SF,67,32.9,19.8,8.0,14.9,53.6,1.4,3.4,40.3,2.5,3.0,81.9,4.2,1.5,1.2,0.5,1.3,2,0,2020
35,Tobias HarrisPHI,PF,72,34.3,19.6,7.7,16.3,47.1,1.8,5.0,36.7,2.4,3.0,80.6,6.9,3.2,0.7,0.6,1.4,11,0,2020
36,Nikola VucevicORL,C,62,32.2,19.6,8.0,16.7,47.7,1.6,4.7,33.9,2.1,2.7,78.4,10.9,3.6,0.9,0.8,1.4,41,0,2020
37,Julius RandleNY,PF,64,32.5,19.5,7.2,15.7,46.0,1.0,3.6,27.7,4.0,5.5,73.3,9.7,3.1,0.8,0.3,3.0,30,0,2020
38,Kyle LowryTOR,PG,58,36.2,19.4,5.8,13.8,41.6,2.8,8.0,35.2,5.1,5.9,85.7,5.0,7.5,1.4,0.4,3.1,15,2,2020
39,Buddy HieldSAC,SG,72,30.8,19.2,6.9,16.1,42.9,3.8,9.6,39.4,1.6,1.9,84.6,4.6,3.0,0.9,0.2,2.3,2,0,2020
40,Jrue HolidayNO,PG,61,34.7,19.1,7.5,16.5,45.5,2.0,5.7,35.3,2.1,3.0,70.9,4.8,6.7,1.6,0.8,3.0,10,1,2020
41,Shai Gilgeous-AlexanderOKC,PG,70,34.7,19.0,6.8,14.5,47.1,1.2,3.6,34.7,4.1,5.1,80.7,5.9,3.3,1.1,0.7,1.9,9,1,2020
42,Dennis SchroderOKC,PG,65,30.8,18.9,7.0,14.8,46.9,1.9,5.0,38.5,3.0,3.6,83.9,3.6,4.0,0.7,0.2,2.6,0,0,2020
43,LaMarcus AldridgeSA,C,53,33.1,18.9,7.4,15.0,49.3,1.2,3.0,38.9,3.0,3.6,82.7,7.4,2.4,0.7,1.6,1.4,14,0,2020
44,Caris LeVertBKN,SG,45,29.6,18.7,6.9,16.3,42.5,1.8,4.9,36.4,3.1,4.4,71.1,4.2,4.4,1.2,0.2,2.6,2,1,2020
45,Danilo GallinariOKC,PF,62,29.6,18.7,5.8,13.2,43.8,2.9,7.1,40.5,4.3,4.8,89.3,5.2,1.9,0.7,0.1,1.2,3,0,2020
46,Kelly Oubre Jr.PHX,SG,56,34.5,18.7,6.7,14.8,45.2,1.9,5.5,35.2,3.4,4.4,78.0,6.4,1.5,1.3,0.7,1.5,9,0,2020
47,Montrezl HarrellLAC,C,63,27.8,18.6,7.5,12.9,58.0,0.0,0.3,0.0,3.7,5.6,65.8,7.1,1.7,0.6,1.1,1.7,12,0,2020
48,Evan FournierORL,SG,66,31.5,18.5,6.6,14.1,46.7,2.6,6.6,39.9,2.7,3.3,81.8,2.6,3.2,1.1,0.2,1.9,0,0,2020
48,Domantas SabonisIND,PF,62,34.8,18.5,7.4,13.7,54.0,0.3,1.1,25.4,3.5,4.8,72.3,12.4,5.0,0.8,0.5,2.7,50,4,2020
50,Jamal MurrayDEN,PG,59,32.3,18.5,6.9,15.2,45.6,1.9,5.5,34.6,2.8,3.1,88.1,4.0,4.8,1.1,0.3,2.2,3,0,2020
1,Stephen CurryGS,PG,63,34.2,32.0,10.4,21.7,48.2,5.3,12.7,42.1,5.7,6.3,91.6,5.5,5.8,1.2,0.1,3.4,8,0,2021
2,Bradley BealWSH,SG,60,35.8,31.3,11.2,23.0,48.5,2.2,6.2,34.9,6.8,7.7,88.9,4.7,4.4,1.2,0.4,3.1,4,0,2021
3,Damian LillardPOR,PG,67,35.8,28.8,9.0,19.9,45.1,4.1,10.5,39.1,6.7,7.2,92.8,4.2,7.5,0.9,0.3,3.0,16,0,2021
4,Joel EmbiidPHI,C,51,31.1,28.5,9.0,17.6,51.3,1.1,3.0,37.7,9.2,10.7,85.9,10.6,2.8,1.0,1.4,3.1,31,0,2021
5,Giannis AntetokounmpoMIL,PF,61,33.0,28.1,10.3,18.0,56.9,1.1,3.6,30.3,6.5,9.5,68.5,11.0,5.9,1.2,1.2,3.4,41,7,2021
6,Luka DoncicDAL,PG,66,34.3,27.7,9.8,20.5,47.9,2.9,8.3,35.0,5.2,7.1,73.0,8.0,8.6,1.0,0.5,4.3,26,11,2021
7,Zach LaVineCHI,SG,58,35.1,27.4,9.8,19.4,50.7,3.4,8.2,41.9,4.4,5.1,84.9,5.0,4.9,0.8,0.5,3.5,3,0,2021
8,Zion WilliamsonNO,PF,61,33.2,27.0,10.4,17.0,61.1,0.2,0.6,29.4,6.0,8.7,69.8,7.2,3.7,0.9,0.6,2.7,14,0,2021
9,Kevin DurantBKN,PF,35,33.1,26.9,9.3,17.2,53.7,2.4,5.4,45.0,6.0,6.8,88.2,7.1,5.6,0.7,1.3,3.4,12,0,2021
10,Kyrie IrvingBKN,PG,54,34.9,26.9,10.2,20.1,50.6,2.8,7.0,40.2,3.7,4.0,92.2,4.8,6.0,1.4,0.7,2.4,8,0,2021
11,Jayson TatumBOS,SF,64,35.8,26.4,9.5,20.6,45.9,2.9,7.6,38.6,4.6,5.3,86.8,7.4,4.3,1.2,0.5,2.7,15,1,2021
12,Donovan MitchellUTAH,SG,53,33.4,26.4,9.0,20.6,43.8,3.4,8.7,38.6,5.0,6.0,84.5,4.4,5.2,1.0,0.3,2.8,2,0,2021
13,Nikola JokicDEN,C,72,34.6,26.4,10.2,18.0,56.6,1.3,3.3,38.8,4.8,5.5,86.8,10.8,8.3,1.3,0.7,3.1,60,16,2021
14,Devin BookerPHX,SG,67,33.9,25.6,9.3,19.2,48.4,1.9,5.5,34.0,5.1,5.9,86.7,4.2,4.3,0.8,0.2,3.1,1,0,2021
15,Trae YoungATL,PG,63,33.7,25.3,7.7,17.7,43.8,2.2,6.3,34.3,7.7,8.7,88.6,3.9,9.4,0.8,0.2,4.1,28,0,2021
16,De'Aaron FoxSAC,PG,58,35.1,25.2,9.1,19.1,47.7,1.8,5.5,32.2,5.2,7.2,71.9,3.5,7.2,1.5,0.5,3.0,11,0,2021
17,LeBron JamesLAL,SF,45,33.4,25.0,9.4,18.3,51.3,2.3,6.3,36.5,4.0,5.7,69.8,7.7,7.8,1.1,0.6,3.7,18,5,2021
18,Kawhi LeonardLAC,SF,52,34.1,24.8,8.9,17.5,51.2,1.9,4.9,39.8,5.0,5.7,88.5,6.5,5.2,1.6,0.4,2.0,9,0,2021
19,Karl-Anthony TownsMIN,C,50,33.8,24.8,8.5,17.5,48.6,2.4,6.3,38.7,5.3,6.2,85.9,10.6,4.5,0.8,1.1,3.2,33,0,2021
20,Jaylen BrownBOS,SG,58,34.5,24.7,9.3,19.2,48.4,2.8,7.1,39.7,3.3,4.3,76.4,6.0,3.4,1.2,0.6,2.7,10,0,2021
21,James HardenBKN/HOU,SG,44,36.6,24.6,7.8,16.7,46.6,2.8,7.6,36.2,6.3,7.3,86.1,7.9,10.8,1.2,0.8,4.0,32,12,2021
22,Collin SextonCLE,PG,60,35.3,24.3,8.8,18.4,47.5,1.6,4.4,37.1,5.2,6.4,81.5,3.1,4.4,1.0,0.2,2.8,1,0,2021
23,Julius RandleNY,PF,71,37.6,24.1,8.5,18.6,45.6,2.3,5.5,41.1,4.9,6.0,81.1,10.2,6.0,0.9,0.3,3.4,41,6,2021
24,Brandon IngramNO,SF,61,34.3,23.8,8.4,18.0,46.6,2.3,6.1,38.1,4.6,5.2,87.8,4.9,4.9,0.7,0.6,2.5,4,0,2021
25,Shai Gilgeous-AlexanderOKC,PG,35,33.7,23.7,8.2,16.1,50.8,2.0,4.9,41.8,5.3,6.5,80.8,4.7,5.9,0.8,0.7,3.0,3,0,2021
26,Nikola VucevicCHI/ORL,C,70,33.5,23.4,9.5,19.9,47.7,2.5,6.3,40.0,1.9,2.2,84.0,11.7,3.8,0.9,0.7,1.8,48,2,2021
