RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,Year
27,Paul GeorgeLAC,SG,54,33.7,23.3,8.2,17.6,46.7,3.2,7.7,41.1,3.7,4.2,86.8,6.6,5.2,1.1,0.4,3.3,9,0,2021
28,CJ McCollumPOR,SG,47,34.0,23.1,8.6,18.8,45.8,3.6,8.9,40.2,2.3,2.8,81.2,3.9,4.7,0.9,0.4,1.4,2,0,2021
29,Jerami GrantDET,SF,54,33.9,22.3,7.4,17.3,42.9,2.1,6.1,35.0,5.4,6.4,84.5,4.6,2.8,0.6,1.1,2.0,3,0,2021
30,Russell WestbrookWSH,PG,65,36.4,22.2,8.4,19.0,43.9,1.3,4.2,31.5,4.2,6.4,65.6,11.5,11.7,1.4,0.4,4.8,59,38,2021
31,Anthony DavisLAL,PF,36,32.3,21.8,8.4,17.0,49.1,0.7,2.8,26.0,4.4,5.9,73.8,7.9,3.1,1.3,1.6,2.1,12,0,2021
32,DeMar DeRozanSA,SF,61,33.7,21.6,7.5,15.1,49.5,0.3,1.2,25.7,6.3,7.2,88.0,4.2,6.9,0.9,0.2,2.0,13,0,2021
33,Jimmy ButlerMIA,SF,52,33.6,21.5,7.0,14.2,49.7,0.5,2.0,24.5,6.9,8.0,86.3,6.9,7.1,2.1,0.3,2.1,17,4,2021
34,Pascal SiakamTOR,PF,56,35.8,21.4,7.8,17.2,45.5,1.3,4.4,29.7,4.4,5.4,82.7,7.2,4.5,1.1,0.7,2.3,13,1,2021
35,Jamal MurrayDEN,PG,48,35.5,21.2,7.9,16.5,47.7,2.7,6.6,40.8,2.8,3.2,86.9,4.0,4.8,1.3,0.3,2.3,1,0,2021
36,Malcolm BrogdonIND,PG,56,34.5,21.2,7.9,17.5,45.3,2.6,6.7,38.8,2.7,3.2,86.4,5.3,5.9,0.9,0.3,2.1,6,0,2021
37,Christian WoodHOU,F,41,32.3,21.0,8.0,15.6,51.4,1.9,5.0,37.4,3.0,4.8,63.1,9.6,1.7,0.8,1.2,2.0,19,0,2021
38,John WallHOU,PG,40,32.2,20.6,7.3,18.2,40.4,2.0,6.2,31.7,4.0,5.3,74.9,3.2,6.9,1.1,0.8,3.5,7,1,2021
39,Terry RozierCHA,SG,69,34.5,20.4,7.4,16.4,45.0,3.2,8.3,38.9,2.4,2.9,81.7,4.4,4.2,1.3,0.4,1.9,5,0,2021
40,Khris MiddletonMIL,SF,68,33.4,20.4,7.5,15.8,47.6,2.2,5.4,41.4,3.1,3.5,89.8,6.0,5.4,1.1,0.1,2.6,10,0,2021
41,Domantas SabonisIND,PF,62,36.0,20.3,7.8,14.6,53.5,0.8,2.6,32.1,3.9,5.3,73.2,12.0,6.7,1.2,0.5,3.4,48,9,2021
42,Caris LeVertIND/BKN/HOU,SG,47,31.6,20.2,7.6,17.3,44.1,1.8,5.5,32.6,3.1,3.8,81.1,4.6,5.2,1.4,0.6,2.2,6,0,2021
43,Kristaps PorzingisDAL,C,43,30.9,20.1,7.6,15.9,47.6,2.3,6.0,37.6,2.7,3.2,85.5,8.9,1.6,0.5,1.3,1.2,16,0,2021
44,Victor OladipoIND/MIA/HOU,SG,33,32.7,19.8,7.1,17.5,40.8,2.4,7.2,32.6,3.2,4.2,75.4,4.8,4.6,1.4,0.4,2.5,0,0,2021
45,Gordon HaywardCHA,SF,44,34.0,19.6,7.1,15.0,47.3,1.9,4.7,41.5,3.5,4.2,84.3,5.9,4.1,1.2,0.3,2.1,2,0,2021
46,Fred VanVleetTOR,SG,52,36.5,19.6,6.5,16.7,38.9,3.3,9.2,36.6,3.3,3.7,88.5,4.2,6.3,1.7,0.7,1.8,5,0,2021
47,Malik BeasleyMIN,SG,37,32.8,19.6,7.1,16.2,44.0,3.5,8.7,39.9,1.8,2.2,85.0,4.4,2.4,0.8,0.2,1.6,0,0,2021
48,Tobias HarrisPHI,PF,62,32.5,19.5,7.6,14.9,51.2,1.3,3.4,39.4,2.9,3.3,89.2,6.8,3.5,0.9,0.8,1.7,11,0,2021
49,Anthony EdwardsMIN,SG,72,32.1,19.3,7.0,16.8,41.7,2.4,7.2,32.9,2.9,3.8,77.6,4.7,2.9,1.1,0.5,2.2,3,0,2021
50,Kemba WalkerBOS,PG,43,31.8,19.3,6.6,15.7,42.0,3.0,8.2,36.0,3.1,3.5,89.9,4.0,4.9,1.1,0.3,2.0,0,0,2021
1,Joel EmbiidPHI,C,68,33.8,30.6,9.8,19.6,49.9,1.4,3.7,37.1,9.6,11.8,81.4,11.7,4.2,1.1,1.5,3.1,46,2,2022
2,LeBron JamesLAL,SF,56,37.2,30.3,11.4,21.8,52.4,2.9,8.0,35.9,4.5,6.0,75.6,8.2,6.2,1.3,1.1,3.5,21,6,2022
3,Giannis AntetokounmpoMIL,PF,67,32.9,29.9,10.3,18.6,55.3,1.1,3.6,29.3,8.3,11.4,72.2,11.6,5.8,1.1,1.4,3.3,46,4,2022
4,Kevin DurantBKN,PF,55,37.2,29.9,10.5,20.3,51.8,2.1,5.5,38.3,6.8,7.4,91.0,7.4,6.4,0.9,0.9,3.5,18,4,2022
5,Luka DoncicDAL,PG,65,35.4,28.4,9.9,21.6,45.7,3.1,8.8,35.3,5.6,7.5,74.4,9.1,8.7,1.2,0.6,4.5,44,10,2022
6,Trae YoungATL,PG,76,34.9,28.4,9.4,20.3,46.0,3.1,8.0,38.2,6.6,7.3,90.4,3.7,9.7,0.9,0.1,4.0,42,0,2022
7,DeMar DeRozanCHI,SF,76,36.1,27.9,10.2,20.2,50.4,0.7,1.9,35.2,6.8,7.8,87.7,5.2,4.9,0.9,0.3,2.4,6,0,2022
8,Kyrie IrvingBKN,PG,29,37.7,27.4,10.0,21.2,46.9,3.4,8.2,41.8,4.1,4.4,91.5,4.4,5.8,1.4,0.6,2.5,2,0,2022
9,Ja MorantMEM,PG,57,33.1,27.4,10.2,20.6,49.3,1.5,4.5,34.4,5.5,7.3,76.1,5.7,6.7,1.2,0.4,3.4,10,1,2022
10,Nikola JokicDEN,C,74,33.5,27.1,10.3,17.7,58.3,1.3,3.9,33.7,5.1,6.3,81.0,13.8,7.9,1.5,0.9,3.8,66,19,2022
11,Jayson TatumBOS,SF,76,35.9,26.9,9.3,20.6,45.3,3.0,8.6,35.3,5.3,6.2,85.3,8.0,4.4,1.0,0.6,2.9,22,0,2022
12,Devin BookerPHX,SG,68,34.5,26.8,9.7,20.9,46.6,2.7,7.0,38.3,4.6,5.3,86.8,5.0,4.8,1.1,0.4,2.4,5,0,2022
13,Donovan MitchellUTAH,SG,67,33.8,25.9,9.2,20.5,44.8,3.5,9.8,35.5,4.0,4.7,85.3,4.2,5.3,1.5,0.2,3.0,3,0,2022
14,Stephen CurryGS,PG,64,34.5,25.5,8.4,19.1,43.7,4.5,11.7,38.0,4.3,4.7,92.3,5.2,6.3,1.3,0.4,3.2,12,2,2022
15,Karl-Anthony TownsMIN,C,74,33.4,24.6,8.7,16.4,52.9,2.0,4.9,41.0,5.2,6.3,82.2,9.8,3.6,1.0,1.1,3.1,40,1,2022
16,Shai Gilgeous-AlexanderOKC,PG,56,34.7,24.5,8.5,18.8,45.3,1.6,5.3,30.0,5.9,7.2,81.0,5.0,5.9,1.3,0.8,2.8,6,1,2022
17,Zach LaVineCHI,SG,67,34.7,24.4,8.4,17.7,47.6,2.8,7.1,38.9,4.8,5.6,85.3,4.6,4.5,0.6,0.3,2.6,0,0,2022
18,Paul GeorgeLAC,SG,31,34.7,24.3,8.6,20.5,42.1,2.9,8.3,35.4,4.1,4.8,85.8,6.9,5.7,2.2,0.4,4.1,7,0,2022
19,Damian LillardPOR,PG,29,36.4,24.0,7.7,19.0,40.2,3.2,9.8,32.4,5.5,6.2,87.8,4.1,7.3,0.6,0.4,2.9,8,0,2022
20,Jaylen BrownBOS,SG,66,33.6,23.6,8.7,18.4,47.3,2.5,7.0,35.8,3.7,4.8,75.8,6.1,3.5,1.1,0.3,2.7,11,2,2022
21,Bradley BealWSH,SG,40,36.0,23.2,8.7,19.3,45.1,1.6,5.3,30.0,4.2,5.1,83.3,4.7,6.6,0.9,0.4,3.4,4,0,2022
22,Anthony DavisLAL,PF,40,35.1,23.2,9.3,17.4,53.2,0.3,1.8,18.6,4.4,6.1,71.3,9.9,3.1,1.2,2.3,2.1,19,0,2022
23,De'Aaron FoxSAC,PG,59,35.3,23.2,8.7,18.5,47.3,1.3,4.2,29.7,4.4,5.9,75.0,3.9,5.6,1.2,0.4,2.8,5,0,2022
24,Pascal SiakamTOR,PF,68,37.9,22.8,8.8,17.8,49.4,1.1,3.2,34.4,4.2,5.6,74.9,8.5,5.3,1.3,0.6,2.7,30,2,2022
25,Brandon IngramNO,SF,55,34.0,22.7,8.2,17.9,46.1,1.3,4.1,32.7,4.8,5.9,82.6,5.8,5.6,0.6,0.5,2.7,7,0,2022
26,CJ McCollumPOR/NO,SG,62,34.6,22.1,8.6,18.8,46.0,2.9,7.6,38.8,1.9,2.7,68.2,4.3,5.1,1.1,0.4,2.0,3,0,2022
27,James HardenBKN/PHI,SG,65,37.2,22.0,6.3,15.3,41.0,2.3,6.9,33.0,7.2,8.2,87.7,7.7,10.3,1.3,0.6,4.4,42,11,2022
28,Darius GarlandCLE,PG,68,35.7,21.7,8.0,17.3,46.2,2.6,6.7,38.3,3.2,3.5,89.2,3.3,8.6,1.3,0.1,3.6,29,1,2022
29,Jimmy ButlerMIA,SF,57,33.9,21.4,7.0,14.5,48.0,0.5,2.0,23.3,6.9,8.0,87.0,5.9,5.5,1.6,0.5,2.1,12,4,2022
30,Anthony EdwardsMIN,SG,72,34.3,21.3,7.6,17.3,44.1,3.0,8.4,35.7,3.1,3.9,78.6,4.8,3.8,1.5,0.6,2.6,4,0,2022
31,Dejounte MurraySA,SG,68,34.8,21.1,8.4,18.3,46.2,1.4,4.3,32.7,2.9,3.6,79.4,8.3,9.2,2.0,0.3,2.6,39,13,2022
32,Tyler HerroMIA,PG,66,32.6,20.7,7.6,17.0,44.7,2.7,6.7,39.9,2.9,3.3,86.8,5.0,4.0,0.7,0.1,2.6,3,0,2022
33,Klay ThompsonGS,SG,32,29.4,20.4,7.7,17.9,42.9,3.6,9.3,38.5,1.4,1.6,90.2,3.9,2.8,0.5,0.5,1.3,0,0,2022
34,Fred VanVleetTOR,SG,65,37.9,20.3,6.8,16.9,40.3,3.7,9.9,37.7,3.0,3.4,87.4,4.4,6.7,1.7,0.5,2.6,10,1,2022
35,Kristaps PorzingisWSH/DAL,C,51,29.0,20.2,6.9,15.0,45.9,1.5,4.9,31.0,4.9,5.6,86.7,8.1,2.3,0.7,1.6,1.6,15,0,2022
36,Miles BridgesCHA,SF,80,35.5,20.2,7.5,15.2,49.1,1.9,5.8,33.1,3.3,4.2,80.2,7.0,3.8,0.9,0.8,1.9,15,0,2022
37,LaMelo BallCHA,PG,75,32.3,20.1,7.2,16.7,42.9,2.9,7.5,38.9,2.8,3.2,87.2,6.7,7.6,1.6,0.4,3.3,23,5,2022
38,Julius RandleNY,PF,72,35.3,20.1,7.1,17.3,41.1,1.7,5.4,30.8,4.2,5.6,75.6,9.9,5.1,0.7,0.5,3.4,31,1,2022
39,Khris MiddletonMIL,SF,66,32.4,20.1,6.8,15.5,44.3,2.5,6.6,37.3,3.9,4.4,89.0,5.4,5.4,1.2,0.3,2.9,4,0,2022
40,RJ BarrettNY,SG,70,34.5,20.0,7.0,17.1,40.8,2.0,5.8,34.2,4.1,5.8,71.4,5.8,3.0,0.6,0.2,2.2,4,0,2022
41,Terry RozierCHA,SG,73,33.7,19.3,7.1,16.0,44.4,3.0,8.1,37.4,2.1,2.4,85.2,4.3,4.5,1.3,0.3,1.3,3,1,2022
42,Jerami GrantDET,SF,47,31.9,19.2,6.3,14.9,42.6,1.9,5.4,35.8,4.6,5.5,83.8,4.1,2.4,0.9,1.0,1.8,1,0,2022
43,Malcolm BrogdonIND,PG,36,33.5,19.1,6.8,15.1,44.8,1.6,5.2,31.2,4.0,4.6,85.6,5.1,5.9,0.8,0.4,2.1,6,1,2022
44,Bam AdebayoMIA,C,56,32.6,19.1,7.3,13.0,55.7,0.0,0.1,0.0,4.6,6.1,75.3,10.1,3.4,1.4,0.8,2.6,27,0,2022
45,Norman PowellPOR/LAC,SF,45,32.4,19.0,6.2,13.4,46.1,2.4,5.6,41.9,4.2,5.2,81.1,3.2,2.1,0.9,0.5,1.5,0,0,2022
46,Domantas SabonisIND/SAC,PF,62,34.5,18.9,7.1,12.5,57.3,0.6,2.0,31.2,4.0,5.4,74.1,12.1,5.2,1.0,0.4,3.1,46,5,2022
47,Jordan PooleGS,SG,76,30.0,18.5,6.2,13.9,44.8,2.8,7.6,36.4,3.2,3.5,92.5,3.4,4.0,0.8,0.3,2.5,2,0,2022
48,Russell WestbrookLAL,PG,78,34.3,18.5,7.0,15.8,44.4,1.0,3.4,29.8,3.4,5.1,66.7,7.4,7.1,1.0,0.3,3.8,28,10,2022
49,Dillon BrooksMEM,SF,32,27.7,18.4,7.1,16.4,43.2,1.4,4.7,30.9,2.8,3.3,84.9,3.2,2.8,1.1,0.3,1.6,0,0,2022
50,Gary Trent Jr.TOR,SG,70,35.0,18.3,6.4,15.5,41.4,3.0,7.8,38.3,2.5,2.9,85.3,2.7,2.0,1.7,0.3,1.0,0,0,2022
