RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,Year
25,James HardenPHI,SG,12,39.9,18.6,5.3,13.2,40.5,2.3,6.3,36.8,5.6,6.3,89.3,5.7,8.6,0.8,0.7,4.2,3,0,2022
26,Bojan BogdanovicUTAH,SF,6,35.7,18.0,6.5,13.5,48.1,1.8,5.5,33.3,3.2,4.0,79.2,4.2,1.7,0.3,0.0,2.0,0,0,2022
27,Deandre AytonPHX,C,13,30.5,17.9,8.1,12.6,64.0,0.2,0.3,50.0,1.6,2.5,63.6,8.9,1.7,0.4,0.8,1.5,4,0,2022
28,Chris PaulPHX,PG,13,34.5,17.5,6.7,11.9,56.1,1.5,3.8,38.8,2.7,2.8,94.6,4.2,8.3,1.5,0.2,2.4,4,0,2022
29,Jordan ClarksonUTAH,PG,6,28.3,17.5,6.7,12.2,54.8,1.5,4.0,37.5,2.7,3.0,88.9,3.2,1.3,0.5,0.2,1.7,0,0,2022
30,O.G. AnunobyTOR,SF,6,36.2,17.3,6.5,13.7,47.6,2.3,6.8,34.1,2.0,2.7,75.0,4.0,2.5,1.0,0.2,1.7,0,0,2022
31,Jordan PooleGS,SG,22,27.5,17.0,5.9,11.5,50.8,2.3,5.8,39.1,3.0,3.2,91.5,2.8,3.8,0.8,0.4,2.4,0,0,2022
32,Tobias HarrisPHI,PF,12,38.8,16.9,6.8,13.5,50.0,1.8,4.8,38.6,1.6,1.8,86.4,7.6,2.9,1.1,0.8,1.5,4,0,2022
33,Andrew WigginsGS,SF,22,34.9,16.5,6.5,13.9,46.9,1.6,4.8,33.3,1.9,3.0,64.6,7.5,1.8,1.0,1.0,1.4,6,0,2022
34,Marcus SmartBOS,PG,21,36.2,15.4,5.4,13.3,40.5,2.3,6.5,35.0,2.4,3.0,80.6,4.5,5.9,1.2,0.2,2.5,3,0,2022
35,Jaren Jackson Jr.MEM,PF,12,27.7,15.4,4.9,13.0,37.8,2.3,6.0,37.5,3.3,4.4,75.5,6.8,0.9,0.8,2.5,1.4,2,0,2022
-,Trae YoungATL,PG,5,37.2,15.4,4.4,13.8,31.9,1.4,7.6,18.4,5.2,6.6,78.8,5.0,6.0,0.6,0.0,6.2,0,0,2022
-,Gary Trent Jr.TOR,SG,6,33.2,15.3,5.2,13.7,37.8,2.2,6.5,33.3,2.8,3.2,89.5,1.7,1.3,1.0,0.5,0.5,0,0,2022
36,Bam AdebayoMIA,C,18,34.1,14.8,5.8,9.7,59.4,0.0,0.1,0.0,3.2,4.2,76.3,8.0,2.7,1.0,0.7,2.1,6,0,2022
37,Dillon BrooksMEM,SF,11,30.5,14.6,5.5,15.6,34.9,2.3,6.5,34.7,1.5,2.3,64.0,2.7,2.7,1.0,0.3,2.0,0,0,2022
-,Jonas ValanciunasNO,C,6,29.2,14.5,5.5,11.3,48.5,0.2,1.0,16.7,3.3,4.3,76.9,14.3,3.0,0.7,0.2,2.0,4,0,2022
-,Khris MiddletonMIL,SF,2,35.5,14.5,5.0,12.0,41.7,3.0,7.0,42.9,1.5,1.5,100.0,5.0,7.0,1.5,0.0,5.5,0,0,2022
-,Seth CurryBKN,SG,4,33.0,14.5,5.5,9.8,56.4,3.0,5.8,52.2,0.5,0.8,66.7,2.5,3.0,0.3,0.8,0.8,0,0,2022
-,Bogdan BogdanovicATL,SG,4,26.8,14.3,5.0,12.3,40.8,2.3,6.5,34.6,2.0,2.5,80.0,4.8,3.0,0.3,0.3,1.0,0,0,2022
38,Spencer DinwiddieDAL,PG,18,27.8,14.2,4.4,10.7,41.7,2.2,5.3,41.7,3.1,3.7,82.1,2.4,3.6,0.8,0.3,1.6,0,0,2022
-,Monte MorrisDEN,PG,5,31.2,14.0,5.0,10.2,49.0,2.2,5.2,42.3,1.8,2.4,75.0,2.2,5.4,1.2,0.0,1.6,0,0,2022
-,Bruce BrownBKN,SF,4,34.8,14.0,5.3,9.3,56.8,1.5,3.5,42.9,2.0,2.5,80.0,4.8,2.8,1.3,0.8,2.3,0,0,2022
-,Will BartonDEN,SF,5,34.4,13.8,5.4,13.2,40.9,2.2,5.6,39.3,0.8,1.2,66.7,5.6,2.8,0.8,0.2,2.0,1,0,2022
