RK,Name,POS,GP,AB,R,H,AVG,2B,3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR,Year
36,Nick SwisherNYY,LF,150,566,91,163,0.288,33,3,29,89,289,58,139,1,0.359,0.511,0.87,3.4,2010
37,Jeff KeppingerHOU,2B,137,514,62,148,0.288,34,1,6,59,202,51,36,4,0.351,0.393,0.744,0.6,2010
38,Dan UgglaFLA,2B,159,589,100,169,0.287,31,0,33,105,299,78,149,4,0.369,0.508,0.877,4.1,2010
39,Andrew McCutchenPIT,DH,154,570,94,163,0.286,35,5,16,56,256,70,89,33,0.365,0.449,0.814,3.6,2010
40,Casey McGeheeMIL,3B,157,610,70,174,0.285,38,1,23,104,283,50,102,1,0.337,0.464,0.801,1.4,2010
41,Scott RolenCIN,3B,133,471,66,134,0.285,34,3,20,83,234,50,82,1,0.358,0.497,0.854,3.9,2010
42,Luke ScottBAL,DH,131,447,70,127,0.284,29,1,27,72,239,59,98,2,0.368,0.535,0.902,3.5,2010
43,Adam JonesBAL,RF,149,581,76,165,0.284,25,5,19,69,257,23,119,7,0.325,0.442,0.767,2.1,2010
44,Alex RiosCHW,RF,147,567,89,161,0.284,29,3,21,88,259,38,93,34,0.334,0.457,0.791,3.0,2010
45,Rajai DavisOAK,CF,143,525,66,149,0.284,28,3,5,52,198,26,78,50,0.32,0.377,0.697,1.2,2010
46,Kelly JohnsonARI,2B,154,585,93,166,0.284,36,5,26,71,290,79,148,13,0.37,0.496,0.865,4.1,2010
47,Michael YoungTEX,3B,157,656,99,186,0.284,36,3,21,91,291,50,115,4,0.33,0.444,0.774,1.6,2010
48,Corey HartMIL,1B,145,558,91,158,0.283,34,4,31,102,293,45,140,7,0.34,0.525,0.865,3.7,2010
49,David WrightNYM,3B,157,587,87,166,0.283,36,3,29,103,295,69,161,19,0.354,0.503,0.856,2.5,2010
50,Jose ReyesNYM,SS,133,563,83,159,0.282,29,10,11,54,241,31,63,30,0.321,0.428,0.749,2.2,2010
1,Miguel CabreraDET,DH,161,572,111,197,0.344,48,0,30,105,335,108,89,2,0.448,0.586,1.033,7.3,2011
2,Adrian GonzalezBOS,1B,159,630,108,213,0.338,45,3,27,117,345,74,119,1,0.41,0.548,0.957,6.7,2011
3,Michael YoungTEX,3B,159,631,88,213,0.338,41,6,11,106,299,47,78,6,0.38,0.474,0.854,2.1,2011
4,Jose ReyesNYM,SS,126,537,101,181,0.337,31,16,7,44,265,43,41,39,0.384,0.493,0.877,4.7,2011
5,Ryan BraunMIL,RF,150,563,109,187,0.332,38,6,33,111,336,58,93,33,0.397,0.597,0.994,7.7,2011
6,Victor MartinezDET,DH,145,540,76,178,0.33,40,0,12,103,254,46,51,1,0.38,0.47,0.85,2.9,2011
7,Matt KempLAD,LF,161,602,115,195,0.324,33,4,39,126,353,74,159,40,0.399,0.586,0.986,7.8,2011
8,Jacoby EllsburyBOS,CF,158,660,119,212,0.321,46,5,32,105,364,52,98,39,0.376,0.552,0.928,8.0,2011
9,Hunter PencePHI/HOU,RF,154,606,84,190,0.314,38,5,22,97,304,56,124,8,0.37,0.502,0.871,5.4,2011
10,Joey VottoCIN,1B,161,599,101,185,0.309,40,3,29,103,318,110,129,8,0.416,0.531,0.947,6.2,2011
11,David OrtizBOS,DH,146,525,84,162,0.309,40,1,29,96,291,78,83,1,0.398,0.554,0.953,3.7,2011
12,Starlin CastroCHC,3B,158,674,91,207,0.307,36,9,10,66,291,35,96,22,0.341,0.432,0.773,3.0,2011
13,Dustin PedroiaBOS,2B,159,635,102,195,0.307,37,3,21,91,301,86,85,26,0.387,0.474,0.861,7.8,2011
14,Aramis RamirezCHC,3B,149,565,80,173,0.306,35,1,26,93,288,43,69,1,0.361,0.51,0.871,2.5,2011
15,Casey KotchmanTB,1B,146,500,44,153,0.306,24,2,10,48,211,48,66,2,0.378,0.422,0.8,3.4,2011
16,Melky CabreraKC,RF,155,658,102,201,0.305,44,5,18,87,309,35,94,20,0.339,0.47,0.809,4.1,2011
17,Yadier MolinaSTL,C,139,475,55,145,0.305,32,1,14,65,221,33,44,4,0.349,0.465,0.814,2.6,2011
18,Alex GordonKC,LF,151,611,101,185,0.303,45,4,23,87,307,67,139,17,0.376,0.502,0.879,7.1,2011
19,Michael MorseWSH,1B,146,522,73,158,0.303,36,0,31,95,287,36,126,2,0.36,0.55,0.91,3.1,2011
20,Jose BautistaTOR,RF,149,513,105,155,0.302,24,2,43,103,312,132,111,9,0.447,0.608,1.056,7.7,2011
21,Robinson CanoNYY,2B,159,623,104,188,0.302,46,7,28,118,332,38,96,8,0.349,0.533,0.882,5.2,2011
22,Troy TulowitzkiCOL,SS,143,537,81,162,0.302,36,2,30,105,292,59,79,9,0.372,0.544,0.916,5.9,2011
23,Lance BerkmanSTL,DH,145,488,90,147,0.301,23,2,31,94,267,92,93,2,0.412,0.547,0.959,3.3,2011
24,Paul KonerkoCHW,DH,149,543,69,163,0.3,25,0,31,105,281,77,89,1,0.388,0.517,0.906,2.7,2011
25,Carlos Ivan BeltranSF/NYM,OF,142,520,78,156,0.3,39,6,22,84,273,71,88,4,0.385,0.525,0.91,4.5,2011
25,Brandon PhillipsCIN,2B,150,610,94,183,0.3,38,2,18,82,279,44,85,14,0.353,0.457,0.81,4.7,2011
27,Jhonny PeraltaDET,3B,146,525,68,157,0.299,25,3,21,86,251,40,95,0,0.345,0.478,0.824,3.5,2011
28,Albert PujolsSTL,DH,147,579,105,173,0.299,29,0,37,99,313,61,58,9,0.366,0.541,0.906,5.1,2011
29,Prince FielderMIL,DH,162,569,95,170,0.299,36,1,38,120,322,107,106,1,0.415,0.566,0.981,4.3,2011
30,Josh HamiltonTEX,LF,121,487,80,145,0.298,31,5,25,94,261,39,93,8,0.346,0.536,0.882,3.5,2011
31,Derek JeterNYY,SS,131,546,84,162,0.297,24,4,6,61,212,46,81,16,0.355,0.388,0.743,0.9,2011
31,Jon JaySTL,RF,159,455,56,135,0.297,24,2,10,37,193,28,81,6,0.344,0.424,0.768,2.6,2011
33,Matt HollidaySTL,OF,124,446,83,132,0.296,36,0,22,75,234,60,93,2,0.388,0.525,0.912,3.7,2011
34,Adrian BeltreTEX,3B,124,487,82,144,0.296,33,0,32,105,273,25,53,1,0.331,0.561,0.892,5.6,2011
35,Emilio BonifacioFLA,2B,152,565,78,167,0.296,26,7,5,36,222,59,129,40,0.36,0.393,0.753,2.4,2011
36,Alex AvilaDET,C,141,464,63,137,0.295,33,4,19,82,235,73,131,3,0.389,0.506,0.895,4.9,2011
37,Carlos GonzalezCOL,RF,127,481,92,142,0.295,27,3,26,92,253,48,105,20,0.363,0.526,0.889,4.2,2011
38,Michael BournATL/HOU,CF,158,656,94,193,0.294,34,10,2,50,253,53,140,61,0.349,0.386,0.734,3.0,2011
39,Eric HosmerKC,1B,128,523,66,153,0.293,27,3,19,78,243,34,82,11,0.334,0.465,0.799,1.3,2011
40,Andre EthierLAD,RF,135,487,67,142,0.292,30,0,11,62,205,58,103,0,0.368,0.421,0.789,2.1,2011
41,Billy ButlerKC,DH,159,597,74,174,0.291,44,0,19,95,275,66,95,2,0.361,0.461,0.822,1.8,2011
42,Yunel EscobarTOR,3B,133,513,77,149,0.29,24,3,11,48,212,61,70,3,0.369,0.413,0.782,4.4,2011
43,Vladimir GuerreroBAL,RF,145,562,60,163,0.29,30,1,13,63,234,17,56,2,0.317,0.416,0.733,0.0,2011
44,Jamey CarrollLAD,3B,146,452,52,131,0.29,14,6,0,17,157,47,58,10,0.359,0.347,0.706,0.7,2011
45,Justin UptonARI,DH,159,592,105,171,0.289,39,5,31,88,313,59,126,21,0.369,0.529,0.898,5.7,2011
46,Alberto CallaspoLAA,2B,141,475,54,137,0.288,23,0,6,46,178,58,48,8,0.366,0.375,0.74,3.0,2011
47,James LoneyLAD,1B,158,531,56,153,0.288,30,1,12,65,221,42,67,4,0.339,0.416,0.755,2.4,2011
48,Howie KendrickLAA,DH,140,537,86,153,0.285,30,6,18,63,249,33,119,14,0.338,0.464,0.802,4.2,2011
49,Corey HartMIL,1B,130,492,80,140,0.285,25,4,26,63,251,51,114,7,0.356,0.51,0.866,3.2,2011
50,Jeff FrancoeurKC,LF,153,601,77,171,0.285,47,4,20,87,286,37,123,22,0.329,0.476,0.805,2.7,2011
1,Buster PoseySF,C,148,530,78,178,0.336,39,1,24,103,291,69,96,1,0.408,0.549,0.957,7.2,2012
2,Miguel CabreraDET,DH,161,622,109,205,0.33,40,0,44,139,377,66,98,4,0.393,0.606,0.999,6.9,2012
3,Andrew McCutchenPIT,DH,157,593,107,194,0.327,29,6,31,96,328,70,132,20,0.4,0.553,0.953,7.0,2012
4,Mike TroutLAA,CF,139,559,129,182,0.326,27,8,30,83,315,67,139,49,0.399,0.564,0.963,10.7,2012
5,Adrian BeltreTEX,3B,156,604,95,194,0.321,33,2,36,102,339,36,82,1,0.359,0.561,0.921,6.6,2012
6,Ryan BraunMIL,RF,154,598,108,191,0.319,36,3,41,112,356,63,128,30,0.391,0.595,0.987,6.8,2012
7,Joe MauerMIN,1B,147,545,81,174,0.319,31,4,10,85,243,90,88,8,0.416,0.446,0.861,4.1,2012
8,Derek JeterNYY,SS,159,683,99,216,0.316,32,0,15,58,293,45,90,9,0.362,0.429,0.791,2.1,2012
9,Yadier MolinaSTL,C,138,505,65,159,0.315,28,0,22,76,253,45,55,12,0.373,0.501,0.874,6.7,2012
10,Prince FielderDET,DH,162,581,83,182,0.313,33,1,30,108,307,85,84,1,0.412,0.528,0.94,4.5,2012
11,Torii HunterLAA,RF,140,534,81,167,0.313,24,1,16,92,241,38,133,9,0.365,0.451,0.817,5.5,2012
12,Billy ButlerKC,DH,161,614,72,192,0.313,32,1,29,107,313,54,111,2,0.373,0.51,0.882,2.9,2012
13,Robinson CanoNYY,2B,161,627,105,196,0.313,48,1,33,94,345,61,96,3,0.379,0.55,0.929,8.2,2012
14,Jordan Patrick PachecoCOL,C,132,475,51,147,0.309,32,3,5,54,200,22,61,7,0.341,0.421,0.762,-0.6,2012
15,Allen CraigSTL,1B,119,469,76,144,0.307,35,0,22,92,245,37,89,2,0.354,0.522,0.876,2.2,2012
16,Marco ScutaroSF/COL,2B,156,620,87,190,0.306,32,4,7,74,251,40,49,9,0.348,0.405,0.753,2.0,2012
17,David WrightNYM,3B,156,581,91,178,0.306,41,2,21,93,286,81,112,15,0.391,0.492,0.883,6.7,2012
18,David MurphyTEX,RF,147,457,65,139,0.304,29,3,15,61,219,54,74,10,0.38,0.479,0.859,3.2,2012
19,Alex RiosCHW,RF,157,605,93,184,0.304,37,8,25,91,312,26,92,23,0.334,0.516,0.85,4.2,2012
20,Carlos GonzalezCOL,RF,135,518,89,157,0.303,31,5,22,85,264,56,115,20,0.371,0.51,0.881,1.3,2012
21,Aaron HillARI,2B,156,609,93,184,0.302,44,6,26,85,318,52,86,14,0.36,0.522,0.882,4.6,2012
22,Martin PradoATL,1B,156,617,81,186,0.301,42,6,10,70,270,58,69,17,0.359,0.438,0.796,5.4,2012
23,Austin JacksonDET,CF,137,543,103,163,0.3,29,10,16,66,260,67,134,12,0.377,0.479,0.856,5.3,2012
24,Aramis RamirezMIL,3B,149,570,92,171,0.3,50,3,27,105,308,44,82,9,0.36,0.54,0.901,5.4,2012
25,Dexter FowlerCOL,RF,143,454,72,136,0.3,18,11,13,53,215,68,128,12,0.389,0.474,0.863,2.6,2012
26,Adrian GonzalezBOS/LAD,1B,159,629,75,188,0.299,47,1,18,108,291,42,110,2,0.344,0.463,0.806,3.3,2012
27,Paul KonerkoCHW,DH,144,533,66,159,0.298,22,0,26,75,259,56,83,0,0.371,0.486,0.857,1.4,2012
28,Matt HollidaySTL,OF,157,599,95,177,0.295,36,2,27,102,298,75,132,4,0.379,0.497,0.877,3.8,2012
29,Alex GordonKC,LF,161,642,93,189,0.294,51,5,14,72,292,73,140,10,0.368,0.455,0.822,6.2,2012
30,Ben RevereMIN,LF,124,511,70,150,0.294,13,6,0,32,175,29,54,40,0.333,0.342,0.675,2.4,2012
31,David FreeseSTL,1B,144,501,70,147,0.293,25,1,20,79,234,57,122,3,0.372,0.467,0.839,3.6,2012
32,Alcides EscobarKC,SS,155,605,68,177,0.293,30,7,5,52,236,27,100,35,0.331,0.39,0.721,3.2,2012
33,Ian DesmondWSH,CF,130,513,72,150,0.292,33,2,25,73,262,30,113,21,0.335,0.511,0.845,3.2,2012
34,Yoenis CespedesOAK,LF,129,487,70,142,0.292,25,5,23,82,246,43,102,16,0.356,0.505,0.861,3.4,2012
35,Daniel MurphyNYM,1B,156,571,62,166,0.291,40,3,6,65,230,36,82,10,0.332,0.403,0.735,1.2,2012
36,Erick AybarLAA,SS,141,517,67,150,0.29,31,5,8,45,215,22,61,20,0.324,0.416,0.74,4.0,2012
37,Jose AltuveHOU,2B,147,576,80,167,0.29,34,4,7,37,230,40,74,33,0.34,0.399,0.74,1.3,2012
38,Dustin PedroiaBOS,2B,141,563,81,163,0.29,39,3,15,65,253,48,60,20,0.347,0.449,0.797,4.6,2012
39,Norichika AokiMIL,RF,151,520,81,150,0.288,37,4,10,50,225,43,55,30,0.355,0.433,0.787,3.3,2012
40,Michael BrantleyCLE,DH,149,552,63,159,0.288,37,4,6,60,222,53,56,12,0.348,0.402,0.75,2.9,2012
41,Angel PaganSF,LF,154,605,95,174,0.288,38,15,8,56,266,48,97,29,0.338,0.44,0.778,4.0,2012
42,Howie KendrickLAA,DH,147,550,57,158,0.287,32,3,8,67,220,29,115,14,0.325,0.4,0.725,2.7,2012
43,Adam JonesBAL,RF,162,648,103,186,0.287,39,3,32,82,327,34,126,16,0.334,0.505,0.839,3.4,2012
44,Jose ReyesMIA,SS,160,642,86,184,0.287,37,12,11,57,278,63,56,40,0.347,0.433,0.78,2.8,2012
45,Chase HeadleySD,3B,161,604,95,173,0.286,31,2,31,115,301,86,157,17,0.376,0.498,0.875,6.0,2012
46,Elvis AndrusTEX,SS,158,629,85,180,0.286,31,9,3,62,238,57,96,21,0.349,0.378,0.727,3.4,2012
47,Miguel MonteroARI,C,141,486,65,139,0.286,25,2,15,88,213,73,130,0,0.391,0.438,0.829,3.7,2012
48,Paul GoldschmidtARI,1B,145,514,82,147,0.286,43,1,20,82,252,60,130,18,0.359,0.49,0.85,3.1,2012
49,Albert PujolsLAA,DH,154,607,85,173,0.285,50,0,30,105,313,52,76,8,0.343,0.516,0.859,4.6,2012
50,Josh HamiltonTEX,LF,148,562,103,160,0.285,31,2,43,128,324,60,162,7,0.354,0.577,0.93,3.3,2012
1,Miguel CabreraDET,DH,148,555,103,193,0.348,26,1,44,137,353,90,94,3,0.442,0.636,1.078,7.2,2013
2,Michael CuddyerCOL,LF,130,489,74,162,0.331,31,3,20,84,259,46,100,10,0.389,0.53,0.919,2.0,2013
3,Joe MauerMIN,1B,113,445,62,144,0.324,35,0,11,47,212,61,89,0,0.404,0.476,0.88,5.4,2013
4,Mike TroutLAA,CF,157,589,109,190,0.323,39,9,27,97,328,110,136,33,0.432,0.557,0.988,9.2,2013
5,Chris JohnsonATL,3B,142,514,54,165,0.321,34,0,12,68,235,29,116,0,0.358,0.457,0.816,2.0,2013
6,Freddie FreemanATL,1B,147,551,89,176,0.319,27,2,23,109,276,66,121,1,0.396,0.501,0.897,5.5,2013
7,Yadier MolinaSTL,C,136,505,68,161,0.319,44,0,12,80,241,30,55,3,0.359,0.477,0.836,5.7,2013
8,Jayson WerthWSH,LF,129,462,84,147,0.318,24,0,25,82,246,60,101,10,0.398,0.532,0.931,4.8,2013
9,Matt CarpenterSTL,3B,157,626,126,199,0.318,55,7,11,78,301,72,98,3,0.392,0.481,0.873,6.6,2013
10,Andrew McCutchenPIT,DH,157,583,97,185,0.317,38,5,21,84,296,78,101,27,0.404,0.508,0.911,8.2,2013
11,Adrian BeltreTEX,3B,161,631,88,199,0.315,32,0,30,92,321,50,78,1,0.371,0.509,0.88,5.5,2013
12,Allen CraigSTL,1B,134,508,71,160,0.315,29,2,13,97,232,40,100,2,0.373,0.457,0.83,2.3,2013
13,Robinson CanoNYY,2B,160,605,81,190,0.314,41,0,27,107,312,65,85,7,0.383,0.516,0.899,7.6,2013
14,Troy TulowitzkiCOL,SS,126,446,72,139,0.312,27,0,25,82,241,57,85,1,0.391,0.54,0.931,5.3,2013
15,David OrtizBOS,DH,137,518,84,160,0.309,38,2,30,103,292,76,88,4,0.395,0.564,0.959,4.4,2013
16,Joey VottoCIN,1B,162,581,101,177,0.305,30,3,24,73,285,135,138,6,0.435,0.491,0.926,6.4,2013
17,Torii HunterDET,RF,144,606,90,184,0.304,37,5,17,84,282,26,113,3,0.334,0.465,0.8,2.1,2013
18,Daniel NavaBOS,RF,134,458,77,139,0.303,29,0,12,66,204,51,93,0,0.385,0.445,0.831,2.9,2013
19,Paul GoldschmidtARI,1B,160,602,103,182,0.302,36,3,36,125,332,99,145,15,0.401,0.551,0.952,7.0,2013
20,Eric HosmerKC,1B,159,623,86,188,0.302,34,3,17,79,279,51,100,11,0.353,0.448,0.801,3.6,2013
21,Dustin PedroiaBOS,2B,160,641,91,193,0.301,42,2,9,84,266,73,75,17,0.372,0.415,0.787,6.5,2013
22,Victor MartinezDET,DH,159,605,68,182,0.301,36,0,14,83,260,54,62,0,0.355,0.43,0.785,1.2,2013
23,Josh DonaldsonOAK,3B,158,579,89,174,0.301,37,3,24,93,289,76,110,5,0.384,0.499,0.883,8.0,2013
24,Matt HollidaySTL,OF,141,520,103,156,0.3,31,1,22,94,255,69,86,6,0.389,0.49,0.879,2.7,2013
25,James LoneyTB,1B,158,549,54,164,0.299,33,0,13,75,236,44,77,3,0.348,0.43,0.778,2.7,2013
26,Jacoby EllsburyBOS,CF,134,577,92,172,0.298,31,8,9,53,246,47,92,52,0.355,0.426,0.781,5.8,2013
27,Marco ScutaroSF,2B,127,488,57,145,0.297,23,3,2,31,180,45,34,2,0.357,0.369,0.726,2.4,2013
28,Howie KendrickLAA,DH,122,478,55,142,0.297,21,4,13,54,210,23,89,6,0.335,0.439,0.775,3.4,2013
29,Carlos Ivan BeltranSTL,OF,145,554,79,164,0.296,30,3,24,84,272,38,90,2,0.339,0.491,0.83,2.4,2013
30,Buster PoseySF,C,148,520,61,153,0.294,34,1,15,72,234,60,70,2,0.371,0.45,0.821,5.2,2013
31,Jean SeguraMIL,2B,146,588,74,173,0.294,20,10,12,49,249,25,84,44,0.329,0.423,0.752,3.9,2013
32,Shane VictorinoBOS,RF,122,477,82,140,0.294,26,2,15,61,215,25,75,21,0.351,0.451,0.801,6.1,2013
33,Adrian GonzalezLAD,1B,157,583,69,171,0.293,32,0,22,100,269,47,98,1,0.342,0.461,0.803,3.9,2013
34,Salvador PerezKC,C,138,496,48,145,0.292,25,3,13,79,215,21,63,0,0.323,0.433,0.757,4.1,2013
35,Marlon ByrdPIT/NYM,RF,147,532,75,155,0.291,35,5,24,88,272,31,144,2,0.336,0.511,0.847,5.0,2013
36,Jed LowrieOAK,DH,154,603,80,175,0.29,45,2,15,75,269,50,91,1,0.344,0.446,0.791,2.3,2013
37,Brandon BeltSF,1B,150,509,76,147,0.289,39,4,17,67,245,52,125,5,0.36,0.481,0.841,4.4,2013
38,Billy ButlerKC,DH,162,582,62,168,0.289,27,0,15,82,240,79,102,0,0.374,0.412,0.787,1.5,2013
39,Adam A LindTOR,LF,143,465,67,134,0.288,26,1,23,67,231,51,103,1,0.357,0.497,0.854,1.9,2013
40,Norichika AokiMIL,RF,155,597,80,171,0.286,20,3,8,37,221,55,40,20,0.356,0.37,0.726,3.0,2013
41,Chris DavisBAL,1B,160,584,103,167,0.286,42,1,53,138,370,72,199,4,0.37,0.634,1.004,6.4,2013
