RK,Name,POS,GP,AB,R,H,AVG,2B,3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR,Year
42,Carlos SantanaCLE,1B,15,52,6,10,0.192,1,0,3,4,20,8,11,0,0.311,0.385,0.696,-,2016
43,Roberto PerezCLE,C,15,43,5,8,0.186,1,0,3,7,18,7,15,0,0.3,0.419,0.719,-,2016
44,Adrian BeltreTEX,3B,3,11,1,2,0.182,1,0,0,0,3,1,2,0,0.25,0.273,0.523,-,2016
44,Carlos Ivan BeltranTEX,OF,3,11,0,2,0.182,0,0,0,1,2,1,1,0,0.25,0.182,0.432,-,2016
44,Jose BautistaTOR,RF,9,33,5,6,0.182,1,0,2,5,13,6,12,0,0.308,0.394,0.702,-,2016
44,Hunter PenceSF,RF,5,22,1,4,0.182,0,0,0,0,4,0,5,0,0.182,0.182,0.364,-,2016
48,Mike Anthony NapoliCLE,1B,15,52,3,9,0.173,3,0,1,3,15,4,21,1,0.232,0.288,0.521,-,2016
49,Dustin PedroiaBOS,2B,3,12,2,2,0.167,1,0,0,0,3,2,5,0,0.286,0.25,0.536,-,2016
50,Carlos GomezTEX,RF,3,13,1,2,0.154,0,0,0,1,2,1,5,1,0.214,0.154,0.368,-,2016
1,Jonathan LucroyCOL,C,1,3,2,2,0.667,2,0,0,1,4,1,0,0,0.75,1.333,2.083,-,2017
2,Hanley RamirezBOS,SS,4,14,2,8,0.571,2,0,0,3,10,1,2,0,0.6,0.714,1.314,-,2017
3,Gerardo ParraCOL,CF,1,4,1,2,0.5,0,0,0,1,2,0,0,0,0.5,0.5,1.0,-,2017
3,Eduardo EscobarMIN,3B,1,4,0,2,0.5,0,0,0,0,2,0,0,0,0.5,0.5,1.0,-,2017
3,Brian DozierMIN,2B,1,4,1,2,0.5,0,0,1,1,5,1,2,0,0.6,1.25,1.85,-,2017
3,Trevor StoryCOL,2B,1,4,2,2,0.5,0,0,1,1,5,0,0,0,0.5,1.25,1.75,-,2017
7,Jake LambARI,LF,4,13,4,6,0.462,0,0,0,0,6,0,2,0,0.462,0.462,0.923,-,2017
8,Ketel MarteARI,2B,4,17,4,7,0.412,0,2,1,2,14,0,5,0,0.412,0.824,1.235,-,2017
9,Carlos GonzalezCOL,RF,1,5,0,2,0.4,0,0,0,1,2,0,1,0,0.4,0.4,0.8,-,2017
10,Mitch MorelandBOS,DH,4,13,4,5,0.385,2,0,0,0,7,2,2,0,0.467,0.538,1.005,-,2017
11,Rafael DeversBOS,3B,4,11,3,4,0.364,0,0,2,5,10,2,4,0,0.429,0.909,1.338,-,2017
12,Daniel DescalsoARI,2B,4,9,3,3,0.333,1,0,2,3,10,4,4,0,0.538,1.111,1.65,-,2017
12,Max KeplerMIN,RF,1,3,0,1,0.333,1,0,0,0,2,1,0,0,0.5,0.667,1.167,-,2017
12,Eddie RosarioMIN,LF,1,3,1,1,0.333,0,0,1,2,4,1,1,0,0.5,1.333,1.833,-,2017
12,Michael A. TaylorWSH,CF,5,15,3,5,0.333,0,0,2,8,11,3,4,0,0.444,0.733,1.178,-,2017
16,Mookie BettsBOS,RF,4,16,2,5,0.313,2,0,0,0,7,1,4,1,0.353,0.438,0.79,-,2017
17,Jose AltuveHOU,2B,18,71,14,22,0.31,2,0,7,14,45,9,14,2,0.388,0.634,1.021,-,2017
18,Yuli GurrielHOU,1B,18,69,5,21,0.304,7,1,2,8,36,4,10,0,0.342,0.522,0.864,-,2017
19,George SpringerHOU,CF,18,72,13,21,0.292,5,0,6,9,44,11,19,0,0.386,0.611,0.997,-,2017
20,Carlos CorreaHOU,SS,18,73,10,21,0.288,5,0,5,14,41,4,13,0,0.325,0.562,0.886,-,2017
21,Justin TurnerLAD,3B,15,56,8,16,0.286,2,0,4,14,30,10,9,1,0.42,0.536,0.956,-,2017
21,Yasiel PuigLAD,RF,15,56,8,16,0.286,2,1,3,10,29,6,8,0,0.365,0.518,0.883,-,2017
23,Jay BruceCLE,LF,5,18,5,5,0.278,1,0,2,4,12,2,8,0,0.333,0.667,1.0,-,2017
24,J.D. MartinezARI,DH,4,15,2,4,0.267,0,0,1,1,7,1,6,0,0.313,0.467,0.779,-,2017
25,Chris TaylorLAD,LF,15,59,12,15,0.254,4,1,3,7,30,11,10,0,0.38,0.508,0.889,-,2017
26,Didi GregoriusNYY,SS,13,48,6,12,0.25,1,1,3,7,24,7,12,0,0.345,0.5,0.845,-,2017
26,Jorge PolancoMIN,2B,1,4,2,1,0.25,0,0,0,0,1,1,2,0,0.4,0.25,0.65,-,2017
26,Andrew BenintendiBOS,LF,4,16,2,4,0.25,0,0,1,2,7,1,3,0,0.294,0.438,0.732,-,2017
29,Greg BirdNYY,1B,13,41,5,10,0.244,2,0,3,6,21,12,17,0,0.426,0.512,0.938,-,2017
30,Brett GardnerNYY,CF,13,52,7,12,0.231,2,0,1,4,17,3,12,1,0.281,0.327,0.608,-,2017
31,David PeraltaARI,LF,4,18,2,4,0.222,0,0,0,0,4,1,1,0,0.263,0.222,0.485,-,2017
32,Starlin CastroNYY,3B,13,50,5,11,0.22,3,0,0,1,14,2,14,0,0.264,0.28,0.544,-,2017
33,Willson ContrerasCHC,C,10,32,5,7,0.219,0,0,2,2,13,6,11,0,0.342,0.406,0.748,-,2017
33,Cody BellingerLAD,CF,15,64,10,14,0.219,4,1,3,9,29,3,29,1,0.254,0.453,0.707,-,2017
35,Austin BarnesLAD,C,15,46,8,10,0.217,2,0,1,5,15,4,10,1,0.288,0.326,0.615,-,2017
36,AJ PollockARI,LF,4,14,3,3,0.214,1,1,1,3,9,2,4,0,0.313,0.643,0.955,-,2017
37,Daniel MurphyWSH,1B,5,19,5,4,0.211,1,0,1,2,8,3,6,0,0.318,0.421,0.739,-,2017
37,Carlos SantanaCLE,1B,5,19,2,4,0.211,0,0,1,4,7,3,4,0,0.318,0.368,0.687,-,2017
37,Bryce HarperWSH,DH,5,19,2,4,0.211,1,0,1,3,8,3,6,1,0.304,0.421,0.725,-,2017
40,Alex BregmanHOU,3B,18,72,11,15,0.208,3,0,4,10,30,5,10,1,0.256,0.417,0.673,-,2017
41,Gary SanchezNYY,C,13,53,5,11,0.208,2,0,3,8,22,1,19,0,0.218,0.415,0.633,-,2017
42,Joe MauerMIN,1B,1,5,0,1,0.2,0,0,0,0,1,0,0,0,0.2,0.2,0.4,-,2017
42,Nolan ArenadoCOL,3B,1,5,2,1,0.2,0,0,1,1,4,0,1,0,0.2,0.8,1.0,-,2017
42,Jackie Bradley Jr.BOS,CF,4,15,1,3,0.2,0,0,1,5,6,0,6,0,0.2,0.4,0.6,-,2017
42,Kris BryantCHC,LF,10,40,4,8,0.2,2,0,1,3,13,1,14,0,0.22,0.325,0.545,-,2017
46,Aaron HicksNYY,CF,13,46,5,9,0.196,2,0,1,5,14,4,14,0,0.26,0.304,0.564,-,2017
47,Paul GoldschmidtARI,1B,4,16,2,3,0.188,0,0,2,5,9,1,4,0,0.235,0.563,0.798,-,2017
47,Aaron JudgeNYY,RF,13,48,9,9,0.188,3,0,4,11,24,9,27,0,0.316,0.5,0.816,-,2017
49,Todd FrazierNYY,3B,13,43,6,8,0.186,2,0,1,5,13,4,10,0,0.255,0.302,0.558,-,2017
50,Jason KipnisCLE,2B,5,22,0,4,0.182,0,1,0,1,6,0,8,0,0.182,0.273,0.455,-,2017
1,Aaron JudgeNYY,RF,5,19,6,8,0.421,1,0,3,4,18,3,3,0,0.5,0.947,1.447,-,2018
2,George SpringerHOU,CF,8,35,6,14,0.4,3,0,4,8,29,3,7,1,0.447,0.829,1.276,-,2018
2,Albert Almora Jr.CHC,RF,1,5,0,2,0.4,0,0,0,0,2,0,2,0,0.4,0.4,0.8,-,2018
4,Francisco LindorCLE,SS,3,11,3,4,0.364,0,0,2,2,10,0,2,0,0.364,0.909,1.273,-,2018
5,Marwin GonzalezHOU,SS,8,33,3,11,0.333,2,0,2,9,19,1,9,0,0.389,0.576,0.965,-,2018
5,Marcus SemienOAK,2B,1,3,0,1,0.333,0,0,0,0,1,1,1,0,0.5,0.333,0.833,-,2018
5,Orlando ArciaMIL,2B,10,33,7,11,0.333,0,0,3,4,20,1,4,0,0.353,0.606,0.959,-,2018
8,J.D. MartinezBOS,DH,14,50,6,15,0.3,2,0,3,14,26,10,11,0,0.403,0.52,0.923,-,2018
8,Yasiel PuigLAD,RF,16,50,4,15,0.3,3,0,2,8,24,6,10,2,0.375,0.48,0.855,-,2018
10,Justin TurnerLAD,3B,16,67,6,20,0.299,3,0,1,4,26,7,13,1,0.373,0.388,0.761,-,2018
11,Alex BregmanHOU,3B,8,24,8,7,0.292,2,0,2,5,15,11,4,0,0.553,0.625,1.178,-,2018
12,Steve PearceBOS,1B,13,38,12,11,0.289,2,0,4,11,25,9,8,0,0.426,0.658,1.083,-,2018
13,Ryan BraunMIL,RF,10,42,2,12,0.286,2,0,0,4,14,2,13,2,0.318,0.333,0.652,-,2018
14,Trevor StoryCOL,2B,4,18,1,5,0.278,2,0,0,0,7,0,7,0,0.278,0.389,0.667,-,2018
15,Josh ReddickHOU,RF,8,26,2,7,0.269,1,0,1,4,11,2,5,0,0.321,0.423,0.745,-,2018
16,Andrew BenintendiBOS,LF,14,56,15,15,0.268,4,0,0,5,19,4,13,2,0.328,0.339,0.667,-,2018
17,Travis ShawMIL,3B,10,30,2,8,0.267,2,1,1,2,15,4,10,1,0.353,0.5,0.853,-,2018
18,Jose AltuveHOU,2B,8,34,8,9,0.265,2,0,1,4,14,3,6,0,0.324,0.412,0.736,-,2018
19,Freddie FreemanATL,1B,4,16,1,4,0.25,0,0,1,1,7,1,3,0,0.294,0.438,0.732,-,2018
19,Jonathan LucroyOAK,C,1,4,0,1,0.25,0,0,0,0,1,0,2,0,0.25,0.25,0.5,-,2018
19,Anthony RizzoCHC,1B,1,4,0,1,0.25,0,0,0,0,1,0,0,0,0.25,0.25,0.5,-,2018
19,Khris DavisOAK,DH,1,4,1,1,0.25,0,0,1,2,4,0,2,0,0.25,1.0,1.25,-,2018
19,Gleyber TorresNYY,2B,5,16,1,4,0.25,0,0,0,0,4,2,3,0,0.333,0.25,0.583,-,2018
19,Nick MartiniOAK,RF,1,4,0,1,0.25,0,0,0,0,1,0,2,0,0.25,0.25,0.5,-,2018
25,Lorenzo CainMIL,CF,10,45,4,11,0.244,4,0,0,1,15,3,12,0,0.292,0.333,0.625,-,2018
26,Carlos CorreaHOU,SS,8,29,3,7,0.241,1,0,1,6,11,6,9,0,0.371,0.379,0.751,-,2018
27,Giancarlo StantonNYY,OF,5,21,4,5,0.238,0,0,1,1,8,1,7,1,0.273,0.381,0.654,-,2018
28,Didi GregoriusNYY,SS,5,17,1,4,0.235,1,0,0,3,5,0,4,0,0.222,0.294,0.516,-,2018
28,Luke VoitNYY,1B,5,17,2,4,0.235,0,1,0,4,6,4,6,0,0.381,0.353,0.734,-,2018
30,Ender InciarteATL,CF,4,13,0,3,0.231,0,0,0,0,3,0,4,0,0.231,0.231,0.462,-,2018
31,Manny MachadoLAD,3B,16,66,9,15,0.227,2,0,3,12,26,4,18,1,0.278,0.394,0.672,-,2018
32,Yuli GurrielHOU,1B,8,31,5,7,0.226,2,0,1,3,12,5,5,0,0.333,0.387,0.72,-,2018
33,Xander BogaertsBOS,SS,14,58,5,13,0.224,2,0,1,7,18,7,8,0,0.303,0.31,0.613,-,2018
34,Jesus AguilarMIL,DH,10,37,5,8,0.216,3,0,2,5,17,3,15,0,0.275,0.459,0.734,-,2018
35,Mookie BettsBOS,RF,14,62,13,13,0.21,4,0,1,4,20,7,12,1,0.3,0.323,0.623,-,2018
36,Mike MoustakasMIL,DH,10,40,3,8,0.2,2,0,0,3,10,4,13,0,0.273,0.25,0.523,-,2018
36,Michael BrantleyCLE,DH,3,10,0,2,0.2,0,0,0,1,2,1,1,0,0.25,0.2,0.45,-,2018
36,DJ LeMahieuCOL,3B,4,15,0,3,0.2,2,0,0,0,5,3,3,0,0.333,0.333,0.667,-,2018
36,Javier BaezCHC,SS,1,5,0,1,0.2,1,0,0,1,2,1,2,1,0.333,0.4,0.733,-,2018
36,Jackie Bradley Jr.BOS,CF,14,40,6,8,0.2,2,0,3,10,19,9,9,1,0.36,0.475,0.835,-,2018
36,Max MuncyLAD,3B,16,50,10,10,0.2,1,0,3,6,20,12,23,1,0.355,0.4,0.755,-,2018
36,Ozzie AlbiesATL,2B,4,15,1,3,0.2,0,0,0,0,3,0,1,0,0.2,0.2,0.4,-,2018
36,Matt ChapmanOAK,3B,1,5,0,1,0.2,0,0,0,0,1,0,0,0,0.2,0.2,0.4,-,2018
44,Christian YelichMIL,LF,10,36,7,7,0.194,1,0,2,3,14,11,7,2,0.383,0.389,0.772,-,2018
45,Nolan ArenadoCOL,3B,4,16,0,3,0.188,0,0,0,2,3,0,6,0,0.167,0.188,0.354,-,2018
45,Ronald Acuna Jr.ATL,RF,4,16,1,3,0.188,1,0,1,4,7,1,5,0,0.235,0.438,0.673,-,2018
47,Ben ZobristCHC,RF,1,6,0,1,0.167,0,0,0,0,1,0,1,0,0.167,0.167,0.333,-,2018
47,Carlos GonzalezCOL,RF,4,12,0,2,0.167,0,1,0,0,4,2,5,0,0.286,0.333,0.619,-,2018
47,Charlie CulbersonATL,3B,4,12,1,2,0.167,0,0,0,0,2,1,4,0,0.231,0.167,0.397,-,2018
47,Gary SanchezNYY,C,5,18,3,3,0.167,1,0,2,5,10,1,5,0,0.2,0.556,0.756,-,2018
1,Eric ThamesMIL,1B,1,4,1,2,0.5,1,0,1,1,6,0,1,0,0.5,1.5,2.0,-,2019
1,Jurickson ProfarOAK,LF,1,4,0,2,0.5,0,0,0,0,2,0,1,0,0.5,0.5,1.0,-,2019
1,Robbie GrossmanOAK,LF,1,4,0,2,0.5,0,0,0,0,2,0,1,0,0.5,0.5,1.0,-,2019
4,Luis ArraezMIN,1B,3,11,1,5,0.455,4,0,0,1,9,0,2,0,0.455,0.818,1.273,-,2019
5,Ronald Acuna Jr.ATL,RF,5,18,1,8,0.444,3,1,1,2,16,4,5,0,0.565,0.889,1.454,-,2019
6,Dansby SwansonATL,SS,5,18,3,7,0.389,3,0,0,2,10,1,6,0,0.421,0.556,0.977,-,2019
7,Tommy PhamTB,LF,6,25,2,9,0.36,0,0,2,3,15,1,4,1,0.385,0.6,0.985,-,2019
8,Yasmani GrandalMIL,C,1,3,1,1,0.333,0,0,1,2,4,1,1,0,0.5,1.333,1.833,-,2019
8,Matt OlsonOAK,1B,1,3,0,1,0.333,0,0,0,0,1,1,1,0,0.5,0.333,0.833,-,2019
8,Matt ChapmanOAK,3B,1,3,0,1,0.333,0,0,0,0,1,1,0,0,0.5,0.333,0.833,-,2019
8,Ramon LaureanoOAK,RF,1,3,0,1,0.333,0,0,0,1,1,0,1,0,0.25,0.333,0.583,-,2019
12,Jose AltuveHOU,2B,18,76,14,25,0.329,6,0,5,9,46,5,7,2,0.366,0.605,0.971,-,2019
13,Anthony RendonWSH,3B,17,61,11,20,0.328,7,0,3,15,36,11,10,0,0.413,0.59,1.003,-,2019
14,DJ LeMahieuNYY,3B,9,40,10,13,0.325,3,0,3,7,25,4,6,0,0.386,0.625,1.011,-,2019
15,Marcell OzunaSTL,DH,9,37,6,12,0.324,4,0,2,5,22,1,13,0,0.359,0.595,0.954,-,2019
15,Gleyber TorresNYY,2B,9,37,8,12,0.324,5,0,3,10,26,3,6,2,0.375,0.703,1.078,-,2019
17,Eddie RosarioMIN,LF,3,13,1,4,0.308,1,0,1,1,8,0,4,0,0.308,0.615,0.923,-,2019
18,Avisail GarciaTB,RF,5,20,4,6,0.3,0,0,1,3,9,0,5,0,0.3,0.45,0.75,-,2019
19,Willy AdamesTB,SS,6,17,3,5,0.294,1,0,2,2,12,3,5,0,0.4,0.706,1.106,-,2019
20,Howie KendrickWSH,DH,17,63,8,18,0.286,4,0,2,12,28,4,11,0,0.328,0.444,0.773,-,2019
20,Justin TurnerLAD,3B,5,21,3,6,0.286,2,0,2,5,14,1,2,1,0.333,0.667,1.0,-,2019
20,Michael BrantleyHOU,DH,18,70,7,20,0.286,0,0,1,4,23,9,12,1,0.367,0.329,0.696,-,2019
23,Juan SotoWSH,RF,17,65,12,18,0.277,3,0,5,14,36,9,21,1,0.373,0.554,0.927,-,2019
24,Marwin GonzalezMIN,SS,3,11,0,3,0.273,1,0,0,0,4,0,4,0,0.273,0.364,0.636,-,2019
24,Didi GregoriusNYY,SS,9,33,4,9,0.273,1,0,1,6,13,2,6,0,0.314,0.394,0.708,-,2019
24,Jorge PolancoMIN,2B,3,11,1,3,0.273,0,0,1,2,6,2,1,1,0.429,0.545,0.974,-,2019
27,Paul GoldschmidtSTL,1B,9,37,5,10,0.27,4,0,2,2,20,2,11,0,0.308,0.541,0.848,-,2019
28,Joc PedersonLAD,LF,5,15,3,4,0.267,2,0,1,1,9,2,5,0,0.353,0.6,0.953,-,2019
29,Aaron JudgeNYY,RF,9,34,6,9,0.265,0,0,1,2,12,7,11,2,0.39,0.353,0.743,-,2019
30,Max MuncyLAD,3B,5,19,4,5,0.263,0,0,3,7,14,4,2,1,0.391,0.737,1.128,-,2019
31,Ryan ZimmermanWSH,1B,16,55,5,14,0.255,3,0,2,7,23,5,17,0,0.317,0.418,0.735,-,2019
32,Ryan BraunMIL,RF,1,4,0,1,0.25,0,0,0,0,1,0,0,0,0.25,0.25,0.5,-,2019
32,Lorenzo CainMIL,CF,1,4,0,1,0.25,0,0,0,0,1,0,1,0,0.25,0.25,0.5,-,2019
32,Orlando ArciaMIL,2B,1,4,0,1,0.25,0,0,0,0,1,0,1,0,0.25,0.25,0.5,-,2019
32,Ozzie AlbiesATL,2B,5,20,3,5,0.25,0,0,1,3,8,2,3,0,0.304,0.4,0.704,-,2019
32,Yuli GurrielHOU,1B,18,72,5,18,0.25,3,0,2,13,27,4,5,1,0.286,0.375,0.661,-,2019
32,Keston HiuraMIL,1B,1,4,0,1,0.25,1,0,0,0,2,0,3,0,0.25,0.5,0.75,-,2019
38,Adam EatonWSH,RF,17,61,11,15,0.246,2,1,2,10,25,10,9,1,0.361,0.41,0.771,-,2019
39,Gio UrshelaNYY,3B,9,33,4,8,0.242,1,0,2,2,15,2,4,0,0.286,0.455,0.74,-,2019
40,Yordan AlvarezHOU,DH,18,58,5,14,0.241,3,0,1,3,20,7,21,0,0.323,0.345,0.668,-,2019
41,Alex BregmanHOU,3B,18,64,13,15,0.234,3,0,4,12,30,12,13,1,0.364,0.469,0.832,-,2019
42,Paul DeJongSTL,SS,9,30,3,7,0.233,1,0,0,2,8,3,14,0,0.303,0.267,0.57,-,2019
43,Trea TurnerWSH,SS,17,73,10,17,0.233,4,0,1,3,24,6,15,1,0.291,0.329,0.62,-,2019
44,Cody BellingerLAD,CF,5,19,2,4,0.211,1,0,0,0,5,2,7,3,0.286,0.263,0.549,-,2019
44,Brandon LoweTB,2B,5,19,1,4,0.211,1,0,1,1,8,1,10,0,0.25,0.421,0.671,-,2019
46,Kolten WongSTL,2B,9,34,4,7,0.206,3,0,0,4,10,4,6,2,0.289,0.294,0.584,-,2019
47,George SpringerHOU,CF,18,73,11,15,0.205,4,0,4,8,31,12,20,3,0.318,0.425,0.742,-,2019
48,Nelson CruzMIN,DH,3,10,2,2,0.2,0,0,1,1,5,4,3,0,0.429,0.5,0.929,-,2019
48,Freddie FreemanATL,1B,5,20,1,4,0.2,1,0,1,1,8,1,6,0,0.273,0.4,0.673,-,2019
48,Marcus SemienOAK,2B,1,5,1,1,0.2,0,0,0,0,1,0,2,0,0.2,0.2,0.4,-,2019
1,Josh NaylorCLE,1B,2,7,3,5,0.714,3,0,1,3,11,0,0,0,0.714,1.571,2.286,-,2020
2,Tim AndersonCHW,SS,3,14,2,9,0.643,2,0,0,0,11,0,0,0,0.643,0.786,1.429,-,2020
3,Avisail GarciaMIL,RF,2,8,0,4,0.5,0,0,0,0,4,0,3,0,0.5,0.5,1.0,-,2020
3,Ian HappCHC,LF,2,8,1,4,0.5,0,0,1,1,7,0,1,0,0.5,0.875,1.375,-,2020
5,Yadier MolinaSTL,C,3,13,2,6,0.462,2,0,0,2,8,1,1,0,0.5,0.615,1.115,-,2020
6,Gleyber TorresNYY,2B,7,23,5,10,0.435,0,0,2,5,16,7,6,2,0.567,0.696,1.262,-,2020
7,Jose RamirezCLE,3B,2,7,1,3,0.429,3,0,0,4,6,2,1,0,0.556,0.857,1.413,-,2020
8,Marcus SemienOAK,2B,7,27,6,11,0.407,1,0,2,4,18,4,1,0,0.484,0.667,1.151,-,2020
9,Jake CronenworthSD,2B,6,18,5,7,0.389,0,1,1,3,12,4,5,1,0.542,0.667,1.208,-,2020
10,Randy ArozarenaTB,LF,20,77,19,29,0.377,3,1,10,14,64,8,19,0,0.442,0.831,1.273,-,2020
11,Cesar HernandezCLE,2B,2,8,2,3,0.375,1,0,0,1,4,1,3,0,0.444,0.5,0.944,-,2020
11,Tommy PhamSD,LF,6,24,2,9,0.375,2,0,0,1,11,1,5,3,0.4,0.458,0.858,-,2020
11,Jose AltuveHOU,2B,13,48,11,18,0.375,2,0,5,11,35,11,8,0,0.5,0.729,1.229,-,2020
14,Brett GardnerNYY,CF,6,19,6,7,0.368,1,0,1,3,11,4,10,0,0.5,0.579,1.079,-,2020
15,Carlos CorreaHOU,SS,13,47,7,17,0.362,1,0,6,17,36,8,11,0,0.455,0.766,1.221,-,2020
16,Michael BrantleyHOU,DH,13,52,10,18,0.346,2,0,3,11,29,6,9,1,0.424,0.558,0.981,-,2020
17,Nelson CruzMIN,DH,2,6,0,2,0.333,2,0,0,2,4,2,1,0,0.5,0.667,1.167,-,2020
17,Roberto PerezCLE,C,2,6,0,2,0.333,0,0,0,1,2,0,2,0,0.429,0.333,0.762,-,2020
17,Dylan CarlsonSTL,CF,3,9,2,3,0.333,1,0,0,0,4,4,3,1,0.571,0.444,1.016,-,2020
20,Corey SeagerLAD,SS,18,67,20,22,0.328,4,0,8,20,50,11,12,2,0.425,0.746,1.171,-,2020
21,Chad PinderOAK,LF,7,22,2,7,0.318,1,0,2,7,14,3,6,0,0.385,0.636,1.021,-,2020
21,Fernando Tatis Jr.SD,SS,6,22,5,7,0.318,2,0,2,5,15,5,7,1,0.444,0.682,1.126,-,2020
23,Giancarlo StantonNYY,OF,7,26,7,8,0.308,1,0,6,13,27,4,10,0,0.387,1.038,1.426,-,2020
23,Aaron HicksNYY,CF,7,26,6,8,0.308,1,1,0,3,11,6,5,0,0.424,0.423,0.847,-,2020
23,Luis RobertCHW,CF,3,13,2,4,0.308,0,0,1,2,7,0,4,0,0.308,0.538,0.846,-,2020
26,Kyle TuckerHOU,RF,13,49,4,15,0.306,0,0,1,6,18,2,8,0,0.327,0.367,0.694,-,2020
27,Nick CastellanosCIN,RF,2,10,0,3,0.3,1,0,0,0,4,0,4,0,0.3,0.4,0.7,-,2020
28,Tommy La StellaOAK,DH,7,27,5,8,0.296,1,0,1,2,12,2,3,0,0.367,0.444,0.811,-,2020
29,Mookie BettsLAD,RF,18,71,15,21,0.296,8,0,2,8,35,10,16,6,0.378,0.493,0.871,-,2020
30,Dexter FowlerSTL,RF,3,14,1,4,0.286,1,0,0,2,5,0,4,0,0.286,0.357,0.643,-,2020
30,Jason HeywardCHC,CF,2,7,0,2,0.286,1,0,0,0,3,0,1,0,0.375,0.429,0.804,-,2020
30,Travis d'ArnaudATL,C,12,42,4,12,0.286,2,0,2,10,20,7,12,0,0.38,0.476,0.856,-,2020
30,Delino DeShieldsCLE,CF,2,7,2,2,0.286,0,0,0,0,2,1,2,0,0.375,0.286,0.661,-,2020
30,Jose AbreuCHW,1B,3,14,1,4,0.286,1,0,1,2,8,0,1,0,0.286,0.571,0.857,-,2020
30,Nick SenzelCIN,CF,2,7,0,2,0.286,0,0,0,0,2,0,2,0,0.286,0.286,0.571,-,2020
36,DJ LeMahieuNYY,3B,7,32,4,9,0.281,0,0,0,4,9,3,4,0,0.333,0.281,0.615,-,2020
37,Freddie FreemanATL,1B,12,43,9,12,0.279,3,0,2,7,21,8,6,0,0.415,0.488,0.903,-,2020
38,Ozzie AlbiesATL,2B,12,47,8,13,0.277,2,0,2,4,21,4,9,2,0.327,0.447,0.774,-,2020
39,Manuel MargotTB,RF,19,58,10,16,0.276,1,0,5,11,32,5,19,2,0.344,0.552,0.895,-,2020
40,Dansby SwansonATL,SS,12,45,6,12,0.267,2,1,3,9,25,5,17,2,0.333,0.556,0.889,-,2020
41,George SpringerHOU,CF,13,57,8,15,0.263,1,0,4,10,28,2,14,0,0.3,0.491,0.791,-,2020
42,Marcell OzunaATL,DH,12,51,8,13,0.255,3,0,3,11,25,2,14,0,0.283,0.49,0.773,-,2020
43,Justin TurnerLAD,3B,18,68,15,17,0.25,6,0,3,6,32,7,15,0,0.333,0.471,0.804,-,2020
43,Khris DavisOAK,DH,6,24,3,6,0.25,0,0,3,4,15,0,10,0,0.28,0.625,0.905,-,2020
43,Willson ContrerasCHC,C,2,4,0,1,0.25,1,0,0,0,2,1,0,0,0.625,0.5,1.125,-,2020
43,Max MuncyLAD,3B,18,60,12,15,0.25,4,0,3,14,28,20,21,0,0.438,0.467,0.904,-,2020
43,Adam EngelCHW,RF,3,12,1,3,0.25,1,0,1,1,7,0,5,0,0.25,0.583,0.833,-,2020
43,Lourdes Gurriel Jr.TOR,LF,2,8,0,2,0.25,1,0,0,0,3,0,1,0,0.25,0.375,0.625,-,2020
43,Nick MadrigalCHW,2B,3,12,1,3,0.25,0,0,0,0,3,0,0,0,0.25,0.25,0.5,-,2020
50,Paul GoldschmidtSTL,1B,3,13,2,3,0.231,1,0,2,3,10,1,2,0,0.286,0.769,1.055,-,2020
1,Giancarlo StantonNYY,OF,1,4,1,3,0.75,0,0,1,1,6,0,1,0,0.75,1.5,2.25,-,2021
2,Tommy EdmanSTL,2B,1,5,1,3,0.6,0,0,0,0,3,0,1,2,0.6,0.6,1.2,-,2021
3,Kris BryantSF,LF,5,17,1,8,0.471,0,0,1,2,11,1,3,0,0.5,0.647,1.147,-,2021
4,Luis RobertCHW,CF,4,15,4,7,0.467,0,0,0,1,7,2,2,0,0.556,0.467,1.022,-,2021
5,Enrique HernandezBOS,CF,11,49,9,20,0.408,4,1,5,9,41,1,6,0,0.423,0.837,1.26,-,2021
6,Eddie RosarioATL,LF,16,60,11,23,0.383,3,1,3,11,37,8,10,1,0.456,0.617,1.073,-,2021
7,Tim AndersonCHW,SS,4,19,4,7,0.368,0,0,0,1,7,0,5,0,0.368,0.368,0.737,-,2021
7,Wander FrancoTB,SS,4,19,5,7,0.368,2,0,2,4,15,0,3,0,0.368,0.789,1.158,-,2021
9,Jose AbreuCHW,1B,4,14,1,5,0.357,0,0,0,3,5,2,3,0,0.5,0.357,0.857,-,2021
10,Cody BellingerLAD,CF,12,34,5,12,0.353,1,0,1,7,16,5,11,5,0.436,0.471,0.906,-,2021
11,Chris TaylorLAD,LF,11,37,9,13,0.351,4,0,4,12,29,5,9,3,0.419,0.784,1.202,-,2021
12,J.D. MartinezBOS,DH,9,32,4,11,0.344,2,0,3,10,22,5,10,0,0.447,0.688,1.135,-,2021
13,Paul GoldschmidtSTL,1B,1,3,0,1,0.333,0,0,0,0,1,2,1,0,0.6,0.333,0.933,-,2021
13,Randy ArozarenaTB,LF,4,15,4,5,0.333,1,0,1,3,9,4,4,2,0.474,0.6,1.074,-,2021
15,Mookie BettsLAD,RF,12,47,6,15,0.319,1,0,1,5,19,5,5,6,0.377,0.404,0.782,-,2021
16,Michael BrantleyHOU,DH,16,69,4,22,0.319,4,0,0,9,26,3,14,1,0.347,0.377,0.724,-,2021
17,Yordan AlvarezHOU,DH,16,54,13,17,0.315,4,2,2,9,31,13,17,0,0.449,0.574,1.023,-,2021
