AAPL,AMZN,GOOG,MSFT
6.515214443206787,6.695000171661377,15.610239028930664,23.683069229125977
6.52647876739502,6.734499931335449,15.541497230529783,23.690717697143555
6.422662734985352,6.612500190734863,15.149715423583984,23.545339584350582
6.410790920257568,6.5,14.797037124633787,23.300472259521484
6.453411102294922,6.676000118255615,14.994297981262209,23.46116065979004
6.396483421325684,6.515500068664551,14.971632957458496,23.16273307800293
6.323723793029785,6.367499828338623,14.70687484741211,23.00969696044922
6.412922382354736,6.45550012588501,14.622441291809082,23.22395133972168
6.375782012939453,6.367499828338623,14.691184043884276,23.690717697143555
6.269229412078857,6.35699987411499,14.445853233337402,23.61420249938965
6.546570301055908,6.380499839782715,14.635642051696776,23.79785346984864
6.445802688598633,6.289000034332275,14.45606517791748,23.407594680786133
6.334376335144043,6.330999851226807,14.520074844360352,22.963769912719727
6.02020263671875,6.071499824523926,13.69890308380127,22.16031646728516
6.182161331176758,6.015500068664551,13.44958782196045,22.43578147888184
6.269533634185791,5.973999977111816,13.509861946105955,22.573522567749023
6.328594207763672,6.137499809265137,13.50189208984375,22.70361328125
6.067084312438965,6.301499843597412,13.307371139526367,22.313356399536133
5.846976280212402,6.270500183105469,13.199027061462402,21.563451766967773
5.928262233734131,5.94350004196167,13.275738716125488,21.739452362060547
5.962662696838379,5.906000137329102,13.22841739654541,21.777706146240234
6.065258502960205,5.954999923706055,13.470010757446287,21.907798767089844
5.846673965454102,5.796999931335449,13.120322227478027,21.303285598754883
5.950484275817871,5.869500160217285,13.232650756835938,21.441022872924805
5.909690856933594,5.84149980545044,13.286947250366213,21.211463928222656
5.972709655761719,5.901500225067139,13.360919952392578,21.433368682861328
5.940134048461914,5.868000030517578,13.311355590820312,21.418067932128903
6.048208713531494,6.004499912261963,13.35992431640625,21.51754379272461
6.100268363952637,5.982999801635742,13.27822971343994,21.37215042114257
6.192206382751465,5.876500129699707,13.481966018676758,21.794984817504883
6.166329383850098,5.815499782562256,13.40500545501709,21.979490280151367
6.177897930145264,5.90399980545044,13.529787063598633,22.271625518798828
6.139540195465088,5.875999927520752,13.468517303466797,22.11787414550781
6.1014838218688965,5.9004998207092285,13.519326210021973,22.08711624145508
5.999195098876953,5.861999988555908,13.32679843902588,21.77960586547852
6.108792304992676,5.986000061035156,13.237133979797363,22.01025009155273
6.1495866775512695,5.909999847412109,13.11160373687744,21.98717498779297
6.229346752166748,5.920000076293945,13.120820045471191,22.040992736816406
6.362386703491211,6.227000236511231,13.2675199508667,22.31006622314453
6.358123779296875,6.276500225067139,13.47598934173584,21.879547119140625
6.372737884521484,6.29449987411499,13.582091331481934,21.879547119140625
6.414749622344971,6.426499843597412,13.812975883483888,22.01025009155273
6.665604114532471,6.445499897003174,14.052577018737791,21.979490280151367
6.66956090927124,6.505499839782715,14.009489059448242,22.01025009155273
6.789506912231445,6.440999984741211,13.952452659606934,22.14093589782715
6.844915390014648,6.5254998207092285,14.35743522644043,22.271625518798828
6.865007400512695,6.678999900817871,14.474246978759766,22.43307304382324
6.898497581481934,6.591000080108643,14.434395790100098,22.50226211547852
6.81447172164917,6.55649995803833,14.02692413330078,22.517637252807617
6.833042621612549,6.589499950408936,14.077235221862791,22.57914352416992
6.822997570037842,6.566999912261963,14.086200714111328,22.779014587402344
6.839131832122803,6.638000011444092,14.107123374938965,22.763647079467773
6.766066551208496,6.517499923706055,13.947720527648926,22.748275756835938
6.842175960540772,6.523499965667725,13.885454177856444,22.755958557128903
6.9520769119262695,6.4629998207092285,13.673747062683104,22.97121810913086
6.982824802398682,6.401999950408936,13.881219863891602,22.79439926147461
