Date,High,Adj Close
1980-12-03,-0.03243875152602444,-0.021983760430878335
1980-12-04,0.032438751526024566,0.032793461674724335
1980-12-05,-0.04348793283179859,-0.05526421871501712
1980-12-08,-0.06898834229456269,-0.058498756176725286
1980-12-09,-0.011981577143251574,-0.024389768539686437
1980-12-10,-0.049389684719918864,-0.06371180336347913
1980-12-11,-0.0653852845597475,-0.05407027439703071
1980-12-12,0.026673412926801223,0.0408191247264165
1980-12-15,0.038711871632946315,0.03922514530204521
1980-12-16,-0.012738135558671508,-0.02597399563143113
1980-12-17,-0.039224919103399765,-0.0402784635032048
1980-12-18,0.026322328525196094,0.02702731383259061
1980-12-19,0.025640726136875187,0.03922514530204521
1980-12-22,0.012578009610243985,0.0
1980-12-23,0.02469103088537628,0.02531639174899332
1980-12-24,0.0359358348681089,0.036811184522741146
1980-12-26,0.01169530396113203,0.011982423888902709
1980-12-29,-0.011695303961131925,-0.011982423888902626
1980-12-30,0.01169530396113203,0.02381535575648771
1980-12-31,0.0,-0.011832931867585
1981-01-02,0.02298801008970769,0.023528276494270136
1981-01-05,0.0335205960489385,0.039891369349204446
1981-01-06,0.0,0.005567443484641174
1981-01-07,-0.0565086061386461,-0.05715415746053065
1981-01-08,-0.02352891746169062,-0.02381535575648766
1981-01-09,0.0,-0.012120432286312285
1981-01-12,0.011833613500558763,0.01212043228631216
1981-01-13,0.023255319780490898,0.02381535575648771
1981-01-14,0.033899409013513106,0.03468340042023775
1981-01-15,-0.011172545277738592,0.0
1981-01-16,0.011172545277738498,0.0
1981-01-19,-0.011172545277738592,0.0
1981-01-20,-0.02272686373577444,-0.034683400420237764
1981-01-21,-0.011560015819358956,-0.011832931867585
1981-01-22,-0.035510494604942225,-0.04879360841164372
1981-01-23,0.01198157714325158,0.02469075223642895
1981-01-26,-0.024102221367550154,-0.024690752236428883
1981-01-27,-0.012269264407550563,0.0
1981-01-28,0.0,0.0
1981-01-29,0.012269264407550502,0.0
1981-01-30,-0.03726904049562029,-0.038219709876682925
1981-02-02,-0.025640726136875135,-0.026321827174355706
1981-02-03,0.0,0.0
1981-02-04,0.0,0.0
1981-02-05,0.01290259057820365,0.026321827174355654
1981-02-06,0.012738135558671421,0.0
1981-02-09,-0.012738135558671508,-0.026321827174355706
1981-02-10,-0.01290259057820371,0.0
1981-02-11,-0.01307114549607109,-0.02702731383259058
1981-02-12,0.0,0.0
1981-02-13,-0.01325118302912503,-0.013791810893825966
1981-02-17,-0.01342222989767619,0.0
1981-02-18,0.026673412926801223,0.027396347980333594
1981-02-19,0.025973736074274802,0.026673926416697198
1981-02-20,0.0,-0.013251149670614177
1981-02-23,-0.01290259057820371,0.0
1981-02-24,0.025640726136875187,0.013251149670614224
1981-02-25,-0.012738135558671508,0.0
1981-02-26,0.012738135558671421,0.01307067750374159
1981-02-27,0.012578009610243985,0.0
1981-03-02,0.0,0.0
1981-03-03,0.012421766477825637,0.025640994255975682
1981-03-04,-0.012421766477825747,0.0
1981-03-05,0.0,-0.012737676128286054
1981-03-06,-0.012578009610244037,-0.01290331812768957
1981-03-09,-0.012738135558671508,-0.013070677503741555
1981-03-10,-0.08004437048891071,-0.08223950230058338
1981-03-11,0.01379248603395554,0.014183798847603608
1981-03-12,0.013604735453879326,0.01398542905594894
1981-03-13,0.013422229897676082,0.013791810893826055
1981-03-16,-0.01342222989767619,-0.027777239949774848
1981-03-17,-0.02739722148783479,0.0
1981-03-18,0.0,-0.01418379884760374
1981-03-19,-0.013985382325021323,-0.014387648364007596
1981-03-20,0.0,0.014387648364007468
1981-03-23,0.013985382325021386,0.0
1981-03-24,0.0,0.014183798847603608
1981-03-25,0.0,-0.01418379884760374
1981-03-26,0.01379248603395554,0.014183798847603608
1981-03-27,0.0,0.01398542905594894
1981-03-30,0.04027814838068054,0.027396347980333594
1981-03-31,0.025973736074274802,0.013422776746083038
1981-04-01,0.05000717605429197,0.06454153705103861
1981-04-02,0.0,0.0
1981-04-03,0.012120644224298573,0.02469075223642895
1981-04-06,-0.012120644224298524,-0.024690752236428883
1981-04-07,-0.012269264407550563,0.0
1981-04-08,0.012269264407550502,0.0
1981-04-09,0.08191801838437432,0.08388142351740993
1981-04-10,-0.011298869465425729,0.0
1981-04-13,-0.022988010089707727,-0.03508781510576626
1981-04-14,-0.02352891746169062,-0.02410285617521489
