Date,USDC-USD,USDT-USD
2018-10-08,1.002210021018982,0.9958140254020691
2018-10-09,1.0068600177764893,0.9967790246009827
2018-10-10,1.009619951248169,0.9935020208358765
2018-10-11,1.0097800493240356,0.9930260181427002
2018-10-12,1.012719988822937,0.9941020011901855
2018-10-13,1.0074299573898315,0.9880459904670715
2018-10-14,1.0163099765777588,0.9895700216293335
2018-10-15,1.0268000364303589,0.9801380038261414
2018-10-16,1.0214300155639648,0.9751520156860352
2018-10-17,1.0121899843215942,0.9712250232696533
2018-10-18,1.0148899555206299,0.9808580279350281
2018-10-19,1.0069799423217773,0.987712025642395
2018-10-20,1.0064300298690796,0.983830988407135
2018-10-21,1.0128999948501587,0.9835479855537415
2018-10-22,1.0092999935150146,0.9839980006217957
2018-10-23,1.0105899572372437,0.987962007522583
2018-10-24,1.0100200176239014,0.9886119961738586
2018-10-25,1.0079699754714966,0.9887909889221191
2018-10-26,1.0116300582885742,0.9897890090942383
2018-10-27,1.008239984512329,0.9930970072746277
2018-10-28,1.0110700130462646,0.9984530210494995
2018-10-29,1.008370041847229,0.9968590140342712
2018-10-30,1.0046800374984741,0.9966710209846497
2018-10-31,0.9963859915733337,0.9881219863891602
2018-11-01,0.992501974105835,0.9917200207710266
2018-11-02,0.9999690055847168,0.9935010075569153
2018-11-03,1.003790020942688,0.9994329810142517
2018-11-04,0.997668981552124,0.9887080192565918
2018-11-05,0.9987480044364929,0.9931759834289551
2018-11-06,1.0005199909210205,0.992796003818512
2018-11-07,1.0042999982833862,0.9932699799537659
2018-11-08,1.0038399696350098,0.994333028793335
2018-11-09,1.008039951324463,0.9948319792747498
2018-11-10,1.0109599828720093,0.9971799850463867
2018-11-11,1.0090099573135376,0.9904620051383972
2018-11-12,1.013200044631958,0.9891480207443237
2018-11-13,1.0128200054168701,0.9851179718971252
2018-11-14,1.023069977760315,0.9666439890861511
2018-11-15,1.0183099508285522,0.9820219874382019
2018-11-16,1.030269980430603,0.9870269894599915
