RK,Name,POS,GP,REC,TGTS,YDS,AVG,TD,LNG,BIG,YDS/G,FUM,LST,YAC,FD,Year
17,Greg JenningsGB,WR,2,10,13,115,11.5,1,32,2,57.5,0,0,44,4,2012
18,Reggie WayneIND,WR,1,9,17,114,12.7,0,20,2,114.0,0,0,24,7,2012
19,Randy MossSF,WR,3,7,13,112,16.0,0,32,2,37.3,0,0,21,6,2012
20,Shane VereenNE,RB,2,7,10,105,15.0,2,33,2,52.5,0,0,64,4,2012
21,Brandon LloydNE,WR,2,12,23,102,8.5,1,16,0,51.0,0,0,18,7,2012
22,Jordy NelsonGB,WR,2,8,13,97,12.1,0,23,2,48.5,0,0,15,7,2012
22,Arian FosterHOU,RB,2,15,17,97,6.5,1,28,1,48.5,0,0,112,6,2012
24,Michael JenkinsMIN,WR,1,3,5,96,32.0,1,50,2,96.0,0,0,32,3,2012
25,Ed DicksonBAL,TE,4,6,8,90,15.0,0,24,2,22.5,0,0,47,5,2012
26,Ray RiceBAL,RB,4,8,14,88,11.0,0,47,1,22.0,1,1,99,4,2012
27,Sidney RiceSEA,WR,2,5,13,87,17.4,0,27,2,43.5,0,0,5,5,2012
28,Delanie WalkerSF,TE,3,5,11,85,17.0,0,28,2,28.3,0,0,5,4,2012
29,Eric DeckerDEN,WR,1,6,10,84,14.0,0,32,1,84.0,0,0,21,6,2012
30,A.J. GreenCIN,WR,1,5,11,80,16.0,0,45,1,80.0,0,0,23,2,2012
31,T.Y. HiltonIND,WR,1,8,13,66,8.3,0,25,1,66.0,0,0,42,1,2012
32,DuJuan HarrisGB,RB,2,7,10,64,9.1,0,16,0,32.0,0,0,65,4,2012
33,Harry DouglasATL,WR,2,5,6,60,12.0,0,22,2,30.0,0,0,5,4,2012
34,Dwayne AllenIND,TE,1,4,6,51,12.8,0,22,1,51.0,0,0,34,3,2012
35,Pierre GarconWSH,WR,1,4,6,50,12.5,0,30,1,50.0,0,0,34,2,2012
36,James CaseyHOU,TE,2,4,9,49,12.3,0,20,1,24.5,0,0,34,3,2012
37,Frank GoreSF,RB,3,2,2,48,24.0,0,45,1,16.0,0,0,31,1,2012
38,DeVier PoseyHOU,WR,2,3,5,47,15.7,1,25,2,23.5,0,0,9,2,2012
39,Joel DreessenDEN,TE,1,6,8,46,7.7,0,11,0,46.0,0,0,16,1,2012
39,Marshawn LynchSEA,RB,2,4,4,46,11.5,0,24,1,23.0,0,0,51,2,2012
41,Jermichael FinleyGB,TE,2,5,8,45,9.0,0,19,0,22.5,0,0,18,3,2012
41,Doug BaldwinSEA,WR,2,3,8,45,15.0,0,33,1,22.5,0,0,21,2,2012
43,Jacob TammeDEN,TE,1,3,3,44,14.7,0,21,1,44.0,0,0,16,2,2012
44,Robert TurbinSEA,RB,2,3,4,43,14.3,0,30,1,21.5,0,0,38,1,2012
45,Garrett GrahamHOU,TE,2,5,5,42,8.4,0,20,1,21.0,0,0,19,2,2012
45,Kyle RudolphMIN,TE,1,3,3,42,14.0,0,23,1,42.0,0,0,4,2,2012
47,Kevin WalterHOU,WR,2,6,7,41,6.8,0,12,0,20.5,1,0,7,2,2012
48,Demaryius ThomasDEN,WR,1,3,7,37,12.3,1,17,0,37.0,0,0,23,2,2012
49,Marvin Jones Jr.CIN,WR,1,3,5,34,11.3,0,15,0,34.0,0,0,8,2,2012
50,Vonta LeachBAL,FB,4,6,6,31,5.2,0,17,0,7.8,1,0,35,2,2012
1,T.Y. HiltonIND,WR,2,17,24,327,19.2,2,64,5,163.5,0,0,88,14,2013
2,Demaryius ThomasDEN,WR,3,28,38,306,10.9,3,30,5,102.0,1,1,80,13,2013
3,Anquan BoldinSF,WR,3,16,27,227,14.2,1,45,3,75.7,0,0,62,11,2013
4,Michael CrabtreeSF,WR,3,15,28,203,13.5,0,31,4,67.7,1,0,62,10,2013
5,Doug BaldwinSEA,WR,3,13,15,202,15.5,1,51,4,67.3,0,0,39,9,2013
6,Julius ThomasDEN,TE,3,18,24,188,10.4,0,37,2,62.7,1,1,79,9,2013
7,Julian EdelmanNE,WR,2,16,24,173,10.8,1,27,2,86.5,0,0,78,9,2013
8,Keenan AllenSD,WR,2,8,12,163,20.4,2,49,2,81.5,0,0,37,8,2013
9,Wes WelkerDEN,WR,3,18,24,160,8.9,1,22,1,53.3,0,0,34,7,2013
9,Marques ColstonNO,WR,2,13,18,160,12.3,1,25,1,80.0,0,0,53,10,2013
11,Dwayne BoweKC,WR,1,8,13,150,18.8,1,63,3,150.0,0,0,84,7,2013
12,Jermaine KearseSEA,WR,3,7,11,134,19.1,2,35,4,44.7,1,0,12,5,2013
13,Marvin Jones Jr.CIN,WR,1,8,12,130,16.3,0,49,2,130.0,0,0,28,6,2013
14,LaVon BrazillIND,WR,2,6,13,127,21.2,2,38,3,63.5,0,0,32,4,2013
15,Coby FleenerIND,TE,2,11,18,120,10.9,1,29,1,60.0,0,0,37,8,2013
16,Eric DeckerDEN,WR,3,8,18,111,13.9,0,21,1,37.0,0,0,40,8,2013
17,Robert MeachemNO,WR,2,3,3,109,36.3,0,52,2,54.5,0,0,14,3,2013
18,Ted Ginn Jr.CAR,WR,1,4,6,104,26.0,0,59,1,104.0,0,0,74,3,2013
19,Griff WhalenIND,WR,2,7,13,93,13.3,0,22,1,46.5,0,0,31,6,2013
20,Donnie AveryKC,WR,1,1,3,79,79.0,1,79,1,79.0,0,0,34,1,2013
21,Danny AmendolaNE,WR,2,3,6,77,25.7,0,53,1,38.5,0,0,16,3,2013
22,Shane VereenNE,RB,2,7,14,75,10.7,0,24,1,37.5,0,0,61,4,2013
23,Steve Smith Sr.CAR,WR,1,4,5,74,18.5,1,31,2,74.0,0,0,12,2,2013
24,Giovani BernardCIN,RB,1,7,11,73,10.4,0,17,0,73.0,1,1,49,4,2013
25,Austin CollieNE,WR,2,5,7,72,14.4,0,20,1,36.0,0,0,21,5,2013
26,Riley CooperPHI,WR,1,6,8,68,11.3,1,22,1,68.0,0,0,9,4,2013
27,Jermaine GreshamCIN,TE,1,7,8,64,9.1,1,13,0,64.0,0,0,26,5,2013
28,Darren SprolesNO,RB,2,9,13,63,7.0,0,14,0,31.5,0,0,43,2,2013
28,Eddie RoyalSD,WR,2,2,4,63,31.5,0,33,2,31.5,0,0,16,2,2013
30,Jordy NelsonGB,WR,1,7,8,62,8.9,1,19,0,62.0,0,0,17,3,2013
31,Golden TateSEA,WR,3,8,15,61,7.6,0,13,0,20.3,0,0,24,5,2013
32,Greg OlsenCAR,TE,1,4,6,55,13.8,0,35,1,55.0,0,0,13,2,2013
33,Vernon DavisSF,TE,3,5,14,54,10.8,2,28,1,18.0,0,0,5,4,2013
33,Knowshon MorenoDEN,RB,3,6,8,54,9.0,0,18,0,18.0,0,0,41,1,2013
35,DeSean JacksonPHI,WR,1,3,6,53,17.7,0,40,1,53.0,0,0,9,2,2013
36,Dexter McClusterKC,RB,1,7,8,52,7.4,0,19,0,52.0,0,0,51,1,2013
36,Jimmy GrahamNO,TE,2,4,10,52,13.0,0,21,1,26.0,0,0,10,2,2013
38,Lance MooreNO,WR,2,4,8,51,12.8,1,24,1,25.5,0,0,18,4,2013
38,Randall CobbGB,WR,1,2,2,51,25.5,0,26,2,51.0,0,0,12,2,2013
40,Donald BrownIND,RB,2,5,7,50,10.0,1,25,1,25.0,0,0,54,3,2013
41,Zach MillerSEA,TE,3,5,6,46,9.2,0,15,0,15.3,0,0,31,1,2013
41,Da'Rick RogersIND,WR,2,1,6,46,46.0,0,46,1,23.0,0,0,3,1,2013
43,Ladarius GreenSD,TE,2,5,6,41,8.2,1,22,1,20.5,0,0,9,4,2013
44,Michael HoomanawanuiNE,TE,2,3,4,39,13.0,0,18,0,19.5,0,0,6,2,2013
45,Frank GoreSF,RB,3,3,5,36,12.0,0,17,0,12.0,0,0,15,3,2013
46,Kenny StillsNO,WR,2,3,5,35,11.7,0,14,0,17.5,0,0,6,2,2013
47,Brandon LaFellCAR,WR,1,4,7,34,8.5,0,13,0,34.0,0,0,5,2,2013
47,A.J. GreenCIN,WR,1,3,9,34,11.3,0,14,0,34.0,0,0,0,2,2013
49,Jacob TammeDEN,TE,3,4,4,33,8.3,1,23,1,11.0,0,0,20,3,2013
49,Knile DavisKC,RB,1,7,7,33,4.7,1,13,0,33.0,0,0,28,2,2013
1,Julian EdelmanNE,WR,3,26,37,281,10.8,1,23,5,93.7,1,0,77,18,2014
2,T.Y. HiltonIND,WR,3,11,28,211,19.2,0,36,5,70.3,0,0,57,10,2014
3,Jermaine KearseSEA,WR,3,7,15,209,29.9,2,63,5,69.7,0,0,54,6,2014
4,Rob GronkowskiNE,TE,3,16,31,204,12.8,3,46,4,68.0,0,0,51,12,2014
5,Randall CobbGB,WR,2,15,21,178,11.9,1,31,2,89.0,0,0,65,9,2014
6,Doug BaldwinSEA,WR,3,10,14,147,14.7,2,35,3,49.0,0,0,51,8,2014
7,Steve Smith Sr.BAL,WR,2,8,11,145,18.1,1,40,2,72.5,0,0,25,6,2014
8,Shane VereenNE,RB,3,18,21,144,8.0,0,30,1,48.0,0,0,24,8,2014
9,Danny AmendolaNE,WR,3,11,16,137,12.5,3,51,1,45.7,0,0,38,7,2014
10,Jason WittenDAL,TE,2,11,14,134,12.2,0,21,1,67.0,0,0,52,8,2014
11,Terrance WilliamsDAL,WR,2,4,8,130,32.5,3,76,2,65.0,0,0,97,3,2014
12,Daniel HerronIND,RB,3,20,23,128,6.4,0,18,0,42.7,1,1,129,5,2014
13,Davante AdamsGB,WR,2,8,14,124,15.5,1,46,2,62.0,0,0,82,5,2014
14,Brandon LaFellNE,WR,3,13,20,119,9.2,2,23,1,39.7,0,0,23,6,2014
15,Antonio BrownPIT,WR,1,9,14,117,13.0,0,44,1,117.0,0,0,27,5,2014
16,Owen DanielsBAL,TE,2,8,16,111,13.9,1,23,1,55.5,0,0,47,7,2014
17,Chris MatthewsSEA,WR,3,4,5,109,27.3,1,45,2,36.3,0,0,0,3,2014
18,Kelvin BenjaminCAR,WR,2,11,17,108,9.8,2,28,1,54.0,0,0,34,7,2014
19,Cole BeasleyDAL,WR,2,7,11,101,14.4,0,19,0,50.5,0,0,64,4,2014
20,Hakeem NicksIND,WR,3,6,8,98,16.3,1,45,1,32.7,0,0,24,5,2014
21,Coby FleenerIND,TE,3,7,13,97,13.9,0,32,1,32.3,0,0,51,5,2014
22,Greg OlsenCAR,TE,2,7,11,95,13.6,0,31,1,47.5,0,0,16,4,2014
23,Jordy NelsonGB,WR,2,7,13,93,13.3,0,23,1,46.5,0,0,23,6,2014
24,Torrey SmithBAL,WR,2,5,12,90,18.0,1,35,2,45.0,0,0,10,4,2014
24,Ricardo LocketteSEA,WR,3,6,9,90,15.0,0,25,2,30.0,0,0,12,5,2014
24,Dwayne AllenIND,TE,3,11,13,90,8.2,1,18,0,30.0,0,0,43,6,2014
27,Golden TateDET,WR,1,6,10,89,14.8,1,51,1,89.0,0,0,50,4,2014
28,Dez BryantDAL,WR,2,6,7,86,14.3,0,43,2,43.0,1,0,54,3,2014
28,Donte MoncriefIND,WR,3,5,12,86,17.2,1,36,2,28.7,0,0,9,4,2014
30,Calvin JohnsonDET,WR,1,5,8,85,17.0,0,28,1,85.0,0,0,28,4,2014
31,Luke WillsonSEA,TE,3,6,9,79,13.2,1,29,2,26.3,0,0,54,4,2014
32,Heath MillerPIT,TE,1,6,9,76,12.7,0,30,1,76.0,1,1,30,2,2014
33,Ed DicksonCAR,TE,2,3,7,67,22.3,0,34,1,33.5,0,0,41,3,2014
34,Markus WheatonPIT,WR,1,5,6,66,13.2,0,17,0,66.0,0,0,26,4,2014
35,Marshawn LynchSEA,RB,3,5,8,63,12.6,0,31,2,21.0,0,0,19,2,2014
36,Martavis BryantPIT,WR,1,5,9,61,12.2,1,22,1,61.0,0,0,15,3,2014
36,Corey BrownCAR,WR,2,5,11,61,12.2,0,23,1,30.5,0,0,14,4,2014
38,Demaryius ThomasDEN,WR,1,5,12,59,11.8,1,24,1,59.0,0,0,16,4,2014
39,Michael HoomanawanuiNE,TE,3,6,6,53,8.8,0,16,0,17.7,0,0,18,2,2014
39,Julius ThomasDEN,TE,1,6,7,53,8.8,0,32,1,53.0,0,0,14,2,2014
41,Marlon BrownBAL,WR,2,6,10,48,8.0,0,13,0,24.0,0,0,11,2,2014
41,Richard RodgersGB,TE,2,5,6,48,9.6,1,13,0,24.0,0,0,9,4,2014
43,Emmanuel SandersDEN,WR,1,7,15,46,6.6,0,17,0,46.0,0,0,17,2,2014
43,Giovani BernardCIN,RB,1,8,9,46,5.8,0,13,0,46.0,0,0,48,2,2014
45,Kyle JuszczykBAL,FB,2,6,9,45,7.5,0,11,0,22.5,1,0,34,3,2014
46,Joique BellDET,RB,1,4,4,42,10.5,0,18,0,42.0,0,0,49,2,2014
47,Jerricho CotcheryCAR,WR,2,6,11,39,6.5,0,13,0,19.5,0,0,11,1,2014
47,Fozzy WhittakerCAR,RB,2,1,1,39,39.0,1,39,1,19.5,0,0,45,1,2014
47,Theo RiddickDET,RB,1,4,6,39,9.8,0,15,0,39.0,0,0,38,2,2014
47,Michael CampanaroBAL,WR,2,4,4,39,9.8,0,16,0,19.5,0,0,21,2,2014
1,Greg OlsenCAR,TE,3,16,23,231,14.4,1,54,3,77.0,0,0,70,10,2015
2,Emmanuel SandersDEN,WR,3,16,24,230,14.4,0,34,4,76.7,0,0,34,11,2015
3,Rob GronkowskiNE,TE,2,15,23,227,15.1,3,40,4,113.5,0,0,87,10,2015
4,Corey BrownCAR,WR,3,10,19,215,21.5,1,86,3,71.7,0,0,76,6,2015
5,Larry FitzgeraldARI,WR,2,12,19,206,17.2,1,75,3,103.0,0,0,116,8,2015
6,Martavis BryantPIT,WR,2,14,21,183,13.1,1,52,3,91.5,0,0,93,6,2015
7,Julian EdelmanNE,WR,2,17,29,153,9.0,0,19,0,76.5,0,0,44,9,2015
8,Travis KelceKC,TE,2,14,19,151,10.8,0,48,2,75.5,0,0,88,6,2015
9,Jeff JanisGB,WR,2,7,11,145,20.7,2,60,2,72.5,0,0,15,5,2015
10,Jermaine KearseSEA,WR,2,14,19,128,9.1,2,17,0,64.0,0,0,26,7,2015
11,Ted Ginn Jr.CAR,WR,3,6,13,126,21.0,0,45,2,42.0,0,0,14,5,2015
12,Doug BaldwinSEA,WR,2,13,19,124,9.5,1,22,2,62.0,0,0,34,9,2015
13,Jordan ReedWSH,TE,1,9,17,120,13.3,1,24,3,120.0,0,0,44,6,2015
14,Antonio BrownPIT,WR,1,7,12,119,17.0,0,60,2,119.0,0,0,74,4,2015
15,David JohnsonARI,RB,2,15,18,111,7.4,0,16,0,55.5,0,0,90,5,2015
16,Tyler LockettSEA,WR,2,4,9,110,27.5,1,35,3,55.0,0,0,24,3,2015
17,John BrownARI,WR,2,7,17,105,15.0,0,21,1,52.5,0,0,22,6,2015
18,Chris ThompsonWSH,RB,1,8,8,89,11.1,0,38,1,89.0,0,0,70,2,2015
19,James WhiteNE,RB,2,7,19,84,12.0,0,29,1,42.0,1,0,64,4,2015
20,James JonesGB,WR,2,7,13,81,11.6,0,34,1,40.5,0,0,15,3,2015
21,Devin FunchessCAR,TE,3,5,9,73,14.6,1,24,1,24.3,0,0,5,5,2015
22,A.J. GreenCIN,WR,1,5,8,71,14.2,1,25,2,71.0,0,0,2,3,2015
23,Pierre GarconWSH,WR,1,5,8,70,14.0,0,21,1,70.0,0,0,20,4,2015
24,Jason AvantKC,WR,2,4,5,69,17.3,0,26,2,34.5,0,0,7,3,2015
24,DeAndre HopkinsHOU,WR,1,6,11,69,11.5,0,17,0,69.0,0,0,17,5,2015
24,Jared AbbrederisGB,WR,2,6,16,69,11.5,0,18,0,34.5,0,0,27,4,2015
27,Albert WilsonKC,WR,2,7,15,66,9.4,1,19,0,33.0,0,0,21,5,2015
28,Darrius Heyward-BeyPIT,WR,2,2,4,64,32.0,0,58,1,32.0,0,0,36,1,2015
29,Michael FloydARI,WR,2,6,15,63,10.5,2,15,0,31.5,0,0,28,6,2015
30,Fitzgerald ToussaintPIT,RB,2,7,11,62,8.9,0,27,1,31.0,0,0,64,4,2015
31,Owen DanielsDEN,TE,3,5,8,61,12.2,2,21,1,20.3,0,0,11,3,2015
31,Sammie CoatesPIT,WR,1,2,3,61,30.5,0,37,2,61.0,0,0,43,2,2015
33,Demaryius ThomasDEN,WR,3,7,21,60,8.6,0,15,0,20.0,0,0,13,4,2015
34,Tyler EifertCIN,TE,1,5,9,58,11.6,0,18,0,58.0,0,0,36,2,2015
35,Danny AmendolaNE,WR,2,7,11,57,8.1,0,16,0,28.5,0,0,25,2,2015
35,Keshawn MartinNE,WR,2,2,5,57,28.5,0,42,1,28.5,0,0,20,2,2015
37,Jerricho CotcheryCAR,WR,3,7,11,56,8.0,0,12,0,18.7,0,0,18,3,2015
37,Richard RodgersGB,TE,2,7,12,56,8.0,0,15,0,28.0,0,0,16,4,2015
39,Luke WillsonSEA,TE,1,4,7,54,13.5,0,22,1,54.0,0,0,39,4,2015
40,Markus WheatonPIT,WR,2,7,13,53,7.6,0,24,1,26.5,1,1,27,2,2015
41,Jeremy MaclinKC,WR,2,5,7,52,10.4,0,16,0,26.0,0,0,3,3,2015
42,Darren FellsARI,TE,2,4,6,50,12.5,1,21,1,25.0,0,0,20,2,2015
43,Davante AdamsGB,WR,1,4,4,48,12.0,1,20,1,48.0,0,0,23,2,2015
44,Fred JacksonSEA,RB,2,4,8,42,10.5,0,13,0,21.0,0,0,30,2,2015
44,Chris ConleyKC,WR,2,6,10,42,7.0,1,16,0,21.0,0,0,23,2,2015
46,C.J. AndersonDEN,RB,3,9,10,39,4.3,0,8,0,13.0,0,0,26,0,2015
47,Randall CobbGB,WR,2,3,9,38,12.7,1,15,0,19.0,0,0,14,3,2015
48,Andre Jerome CaldwellDEN,WR,3,3,4,36,12.0,0,22,1,12.0,0,0,4,2,2015
49,Bennie FowlerDEN,WR,3,2,5,35,17.5,0,31,1,11.7,0,0,14,1,2015
50,J.J. NelsonARI,WR,2,3,4,33,11.0,0,15,0,16.5,0,0,-1,2,2015
1,Julian EdelmanNE,WR,3,21,36,342,16.3,1,48,6,114.0,0,0,111,14,2016
2,Julio JonesATL,WR,3,19,24,334,17.6,3,73,6,111.3,0,0,110,17,2016
3,Chris HoganNE,WR,3,17,23,332,19.5,2,45,8,110.7,0,0,68,15,2016
4,Antonio BrownPIT,WR,3,18,29,309,17.2,2,62,4,103.0,0,0,166,11,2016
5,Randall CobbGB,WR,3,18,24,260,14.4,3,42,5,86.7,0,0,80,12,2016
6,Jared CookGB,TE,3,18,32,229,12.7,2,35,3,76.3,0,0,51,13,2016
7,Davante AdamsGB,WR,3,16,25,217,13.6,2,32,4,72.3,0,0,83,12,2016
8,Doug BaldwinSEA,WR,2,16,21,184,11.5,2,42,2,92.0,0,0,62,9,2016
9,Taylor GabrielATL,WR,3,9,14,171,19.0,0,37,3,57.0,0,0,54,7,2016
10,Devonta FreemanATL,RB,3,10,12,168,16.8,1,53,2,56.0,0,0,101,5,2016
11,James WhiteNE,RB,3,18,21,137,7.6,2,28,1,45.7,0,0,17,7,2016
11,Jesse JamesPIT,TE,3,11,15,137,12.5,0,26,2,45.7,0,0,53,7,2016
13,Dez BryantDAL,WR,1,9,12,132,14.7,2,40,2,132.0,0,0,45,6,2016
13,DeAndre HopkinsHOU,WR,2,11,18,132,12.0,1,38,1,66.0,0,0,33,5,2016
15,Paul Richardson Jr.SEA,WR,2,7,9,131,18.7,1,40,3,65.5,0,0,28,5,2016
16,Mohamed SanuATL,WR,3,11,14,121,11.0,2,22,1,40.3,0,0,12,11,2016
17,Eli RogersPIT,WR,3,13,18,112,8.6,0,19,0,37.3,1,1,45,6,2016
18,Jarvis LandryMIA,WR,1,11,14,102,9.3,0,17,0,102.0,0,0,45,8,2016
19,Martellus BennettNE,TE,3,11,15,98,8.9,0,25,1,32.7,0,0,20,5,2016
20,Danny AmendolaNE,WR,3,10,15,90,9.0,1,20,1,30.0,0,0,0,6,2016
21,Kenny StillsMIA,WR,1,5,5,82,16.4,0,36,2,82.0,0,0,4,4,2016
22,Marvin Jones Jr.DET,WR,1,4,7,81,20.3,0,30,2,81.0,0,0,9,4,2016
23,Jordy NelsonGB,WR,2,7,12,80,11.4,1,27,1,40.0,0,0,10,4,2016
24,Travis KelceKC,TE,1,5,7,77,15.4,0,24,2,77.0,0,0,38,3,2016
24,Ty MontgomeryGB,WR,3,10,14,77,7.7,0,34,1,25.7,0,0,66,4,2016
26,Malcolm MitchellNE,WR,2,7,11,75,10.7,0,18,0,37.5,0,0,0,4,2016
27,Tavarres KingNYG,WR,1,3,6,73,24.3,1,41,1,73.0,0,0,29,3,2016
28,C.J. FiedorowiczHOU,TE,2,5,9,71,14.2,1,18,0,35.5,0,0,27,4,2016
29,Terrance WilliamsDAL,WR,1,4,6,68,17.0,0,24,1,68.0,0,0,19,4,2016
