RK,Name,POS,GP,REC,TGTS,YDS,AVG,TD,LNG,BIG,YDS/G,FUM,LST,YAC,FD,Year
33,Curtis SamuelCAR,WR,15,77,97,851,11.1,3,44,12,56.7,1,0,332,39,2020
34,Michael GallupDAL,WR,16,59,105,843,14.3,5,55,11,52.7,0,0,254,44,2020
35,Tyler BoydCIN,WR,15,79,110,841,10.6,4,72,7,56.1,1,0,363,43,2020
36,Jarvis LandryCLE,WR,15,72,101,840,11.7,3,32,11,56.0,1,0,345,46,2020
36,Chris GodwinTB,WR,12,65,84,840,12.9,7,47,13,70.0,1,0,300,43,2020
38,JuJu Smith-SchusterPIT,WR,16,97,128,831,8.6,9,31,13,51.9,3,1,405,48,2020
39,DeVante ParkerMIA,WR,14,63,103,793,12.6,4,31,10,56.6,1,0,178,45,2020
40,Russell GageATL,WR,16,72,110,786,10.9,4,35,6,49.1,0,0,288,50,2020
41,Julio JonesATL,WR,9,51,68,771,15.1,3,44,16,85.7,0,0,230,36,2020
42,Marquise BrownBAL,WR,16,58,100,769,13.3,8,70,13,48.1,0,0,270,35,2020
43,T.Y. HiltonIND,WR,15,56,93,762,13.6,5,50,11,50.8,0,0,193,42,2020
44,Mike WilliamsLAC,WR,15,48,85,756,15.8,5,64,13,50.4,0,0,165,35,2020
44,Alvin KamaraNO,RB,15,83,107,756,9.1,5,52,9,50.4,0,0,734,35,2020
46,Darius SlaytonNYG,WR,16,50,96,751,15.0,3,41,10,46.9,1,1,164,40,2020
47,Brandon AiyukSF,WR,12,60,96,748,12.5,5,49,10,62.3,0,0,289,43,2020
48,Tim PatrickDEN,WR,15,51,79,742,14.5,6,61,14,49.5,0,0,243,33,2020
49,Jakobi MeyersNE,WR,14,59,81,729,12.4,0,35,11,52.1,1,1,224,37,2020
50,Emmanuel SandersNO,WR,14,61,82,726,11.9,5,51,7,51.9,1,0,172,33,2020
1,Cooper KuppLAR,WR,17,145,191,1947,13.4,16,59,30,114.5,0,0,846,89,2021
2,Justin JeffersonMIN,WR,17,108,167,1616,15.0,10,56,27,95.1,1,1,482,75,2021
3,Davante AdamsGB,WR,16,123,169,1553,12.6,11,59,19,97.1,0,0,604,84,2021
4,Ja'Marr ChaseCIN,WR,17,81,128,1455,18.0,13,82,22,85.6,2,1,651,56,2021
5,Deebo SamuelSF,WR,16,77,121,1405,18.2,6,83,23,87.8,4,2,780,51,2021
6,Mark AndrewsBAL,TE,17,107,153,1361,12.7,9,43,20,80.1,1,0,458,75,2021
7,Tyreek HillKC,WR,17,111,159,1239,11.2,9,75,13,72.9,2,1,444,75,2021
8,Stefon DiggsBUF,WR,17,103,164,1225,11.9,10,61,12,72.1,1,0,326,66,2021
9,Tyler LockettSEA,WR,16,73,107,1175,16.1,8,69,22,73.4,0,0,277,41,2021
10,Diontae JohnsonPIT,WR,16,107,169,1161,10.9,8,50,14,72.6,2,2,527,59,2021
11,DJ MooreCAR,WR,17,93,163,1157,12.4,4,64,16,68.1,1,1,426,60,2021
12,Mike WilliamsLAC,WR,16,76,129,1146,15.1,9,72,17,71.6,0,0,415,51,2021
13,Keenan AllenLAC,WR,16,106,157,1138,10.7,6,42,12,71.1,1,0,337,66,2021
14,Travis KelceKC,TE,16,92,134,1125,12.2,9,69,13,70.3,1,1,564,63,2021
15,CeeDee LambDAL,WR,16,79,120,1102,13.9,6,49,20,68.9,0,0,441,54,2021
16,Tee HigginsCIN,WR,14,74,110,1091,14.7,6,54,17,77.9,1,1,290,53,2021
17,Michael Pittman Jr.IND,WR,17,88,129,1082,12.3,6,57,12,63.6,1,0,348,54,2021
18,Darnell MooneyCHI,WR,17,81,140,1055,13.0,4,64,14,62.1,0,0,381,49,2021
19,Terry McLaurinWSH,WR,17,77,130,1053,13.7,5,46,15,61.9,0,0,317,47,2021
20,Hunter RenfrowLV,WR,17,103,128,1038,10.1,9,54,10,61.1,1,1,452,51,2021
21,Brandin CooksHOU,WR,16,90,134,1037,11.5,6,52,12,64.8,0,0,357,45,2021
22,Mike EvansTB,WR,16,74,114,1035,14.0,14,46,20,64.7,0,0,259,56,2021
23,Kyle PittsATL,TE,17,68,110,1026,15.1,1,61,16,60.4,0,0,313,43,2021
24,Jaylen WaddleMIA,WR,16,104,140,1015,9.8,6,57,8,63.4,1,0,439,59,2021
25,Marquise BrownBAL,WR,16,91,146,1008,11.1,6,49,15,63.0,3,1,388,41,2021
26,Christian KirkARI,WR,17,77,103,982,12.8,5,50,16,57.8,0,0,243,44,2021
27,DK MetcalfSEA,WR,17,75,129,967,12.9,12,84,11,56.9,1,0,328,48,2021
28,DeVonta SmithPHI,WR,17,64,104,916,14.3,5,46,16,53.9,1,1,220,43,2021
29,Amon-Ra St. BrownDET,WR,17,90,119,912,10.1,5,37,11,53.6,0,0,424,48,2021
30,George KittleSF,TE,14,71,94,910,12.8,6,48,13,65.0,2,1,450,42,2021
31,A.J. BrownTEN,WR,13,63,105,869,13.8,5,57,10,66.8,0,0,248,45,2021
32,Jakobi MeyersNE,WR,17,83,126,866,10.4,2,39,12,50.9,1,1,222,42,2021
33,Amari CooperDAL,WR,15,68,104,865,12.7,8,41,15,57.7,1,0,235,45,2021
34,Chase ClaypoolPIT,WR,15,59,105,860,14.6,2,59,13,57.3,0,0,295,36,2021
35,A.J. GreenARI,WR,16,54,92,848,15.7,3,42,16,53.0,0,0,181,37,2021
36,Marvin Jones Jr.JAX,WR,17,73,120,832,11.4,4,33,13,48.9,0,0,132,42,2021
37,Dallas GoedertPHI,TE,15,56,76,830,14.8,4,45,14,55.3,1,0,386,42,2021
38,Tyler BoydCIN,WR,16,67,94,828,12.4,5,68,10,51.8,1,0,389,37,2021
39,Brandon AiyukSF,WR,17,56,84,826,14.8,5,43,16,48.6,1,1,349,37,2021
40,Dalton SchultzDAL,TE,17,78,104,808,10.4,8,32,6,47.5,0,0,348,43,2021
41,Rob GronkowskiTB,TE,12,55,89,802,14.6,6,42,16,66.8,0,0,350,34,2021
41,Van JeffersonLAR,WR,17,50,89,802,16.0,6,79,12,47.2,0,0,216,32,2021
43,Kendrick BourneNE,WR,17,55,70,800,14.5,5,75,10,47.1,1,1,385,27,2021
44,Mike GesickiMIA,TE,17,73,112,780,10.7,2,40,12,45.9,0,0,221,39,2021
45,Courtland SuttonDEN,WR,17,58,98,776,13.4,2,55,9,45.6,0,0,135,35,2021
46,Russell GageATL,WR,14,66,94,770,11.7,4,49,8,55.0,2,2,253,37,2021
47,Zach ErtzARI/PHI,TE,17,74,112,763,10.3,5,47,7,44.9,0,0,340,40,2021
48,Tim PatrickDEN,WR,16,53,85,734,13.8,5,44,10,45.9,0,0,202,39,2021
49,Marquez CallawayNO,WR,17,46,84,698,15.2,6,58,9,41.1,0,0,144,32,2021
50,Cole BeasleyBUF,WR,16,82,112,693,8.5,1,29,5,43.3,1,0,305,34,2021
1,Justin JeffersonMIN,WR,17,128,184,1809,14.1,8,64,28,106.4,0,0,613,80,2022
2,Tyreek HillMIA,WR,17,119,170,1710,14.4,7,64,25,100.6,1,0,482,77,2022
3,Davante AdamsLV,WR,17,100,180,1516,15.2,14,60,24,89.2,1,0,493,65,2022
4,A.J. BrownPHI,WR,17,88,145,1496,17.0,11,78,23,88.0,2,2,548,59,2022
5,Stefon DiggsBUF,WR,16,108,154,1429,13.2,11,53,17,89.3,1,0,419,72,2022
6,CeeDee LambDAL,WR,17,107,156,1359,12.7,9,39,24,79.9,0,0,486,67,2022
7,Jaylen WaddleMIA,WR,17,75,117,1356,18.1,8,84,21,79.8,1,1,510,60,2022
8,Travis KelceKC,TE,17,110,152,1338,12.2,12,52,19,78.7,1,1,648,78,2022
9,DeVonta SmithPHI,WR,17,95,136,1196,12.6,7,45,18,70.4,1,1,476,57,2022
10,Terry McLaurinWSH,WR,17,77,120,1191,15.5,5,52,16,70.1,0,0,394,56,2022
11,Amon-Ra St. BrownDET,WR,16,106,146,1161,11.0,6,49,11,72.6,0,0,526,68,2022
12,Amari CooperCLE,WR,17,78,132,1160,14.9,9,55,18,68.2,0,0,325,61,2022
13,Mike EvansTB,WR,15,77,127,1124,14.6,6,63,19,74.9,0,0,216,53,2022
14,Christian KirkJAX,WR,17,84,133,1108,13.2,8,49,18,65.2,1,1,377,54,2022
15,Garrett WilsonNYJ,WR,17,83,147,1103,13.3,4,60,13,64.9,1,1,384,56,2022
16,DK MetcalfSEA,WR,17,90,141,1048,11.6,6,54,11,61.6,2,2,217,47,2022
17,Ja'Marr ChaseCIN,WR,12,87,134,1046,12.0,9,60,13,87.2,2,2,436,58,2022
18,Chris OlaveNO,WR,15,72,119,1042,14.5,4,53,13,69.5,2,2,210,48,2022
19,Tyler LockettSEA,WR,16,84,117,1033,12.3,9,40,14,64.6,1,1,274,50,2022
20,Tee HigginsCIN,WR,16,74,109,1029,13.9,7,59,14,64.3,0,0,286,46,2022
21,Chris GodwinTB,WR,15,104,142,1023,9.8,3,44,10,68.2,2,2,531,53,2022
22,Brandon AiyukSF,WR,17,78,114,1015,13.0,8,54,17,59.7,1,1,388,47,2022
23,Jerry JeudyDEN,WR,15,67,100,972,14.5,6,67,14,64.8,0,0,392,41,2022
24,JuJu Smith-SchusterKC,WR,16,78,101,933,12.0,3,53,9,58.3,3,2,465,47,2022
25,Michael Pittman Jr.IND,WR,16,99,141,925,9.3,4,28,8,57.8,2,1,357,51,2022
26,T.J. HockensonMIN/DET,TE,17,86,129,914,10.6,6,81,5,53.8,1,1,413,44,2022
27,Mike WilliamsLAC,WR,13,63,93,895,14.2,4,55,11,68.8,0,0,319,39,2022
28,DJ MooreCAR,WR,17,63,118,888,14.1,7,62,17,52.2,0,0,178,44,2022
29,Diontae JohnsonPIT,WR,17,86,147,882,10.3,0,37,7,51.9,1,0,235,45,2022
30,Drake LondonATL,WR,17,72,117,866,12.0,4,40,10,50.9,3,3,231,48,2022
31,Mark AndrewsBAL,TE,15,73,113,847,11.6,5,36,7,56.5,1,0,243,48,2022
32,Donovan Peoples-JonesCLE,WR,17,61,96,839,13.8,3,42,14,49.4,1,1,191,33,2022
33,Gabe DavisBUF,WR,15,48,93,836,17.4,7,98,11,55.7,1,1,146,35,2022
34,Courtland SuttonDEN,WR,15,64,109,829,13.0,2,51,11,55.3,0,0,152,38,2022
35,Zay JonesJAX,WR,16,82,121,823,10.0,5,59,7,51.4,0,0,271,44,2022
36,Cooper KuppLAR,WR,9,75,98,812,10.8,6,75,11,90.2,2,1,422,42,2022
37,Jakobi MeyersNE,WR,14,67,96,804,12.0,6,48,14,57.4,1,1,238,38,2022
38,George PickensPIT,WR,17,52,84,801,15.4,4,42,17,47.1,0,0,104,38,2022
39,Allen LazardGB,WR,15,60,100,788,13.1,6,47,13,52.5,0,0,248,45,2022
40,Joshua PalmerLAC,WR,16,72,107,769,10.7,3,50,7,48.1,1,0,255,39,2022
41,Evan EngramJAX,TE,17,73,98,766,10.5,4,36,10,45.1,0,0,465,33,2022
42,George KittleSF,TE,15,60,86,765,12.8,11,54,12,51.0,1,1,382,36,2022
43,Tyler BoydCIN,WR,16,58,82,762,13.1,5,60,10,47.6,0,0,249,41,2022
44,Keenan AllenLAC,WR,10,66,89,752,11.4,4,46,7,75.2,1,1,263,39,2022
45,Christian McCaffreySF/CAR,RB,17,85,108,741,8.7,5,49,8,43.6,0,0,695,36,2022
46,Pat FreiermuthPIT,TE,16,63,98,732,11.6,2,57,9,45.8,0,0,291,37,2022
47,Darius SlaytonNYG,WR,16,46,71,724,15.7,2,55,12,45.3,2,1,262,30,2022
48,Austin EkelerLAC,RB,17,107,127,722,6.7,5,23,4,42.5,2,1,857,36,2022
49,DeAndre HopkinsARI,WR,9,64,96,717,11.2,3,33,8,79.7,2,1,165,35,2022
50,Adam ThielenMIN,WR,17,70,107,716,10.2,6,36,7,42.1,0,0,152,45,2022
