RK,Name,POS,GP,ATT,YDS,AVG,LNG,BIG,TD,YDS/G,FUM,LST,FD,Year
26,Mark Ingram IIBAL,RB,1,6,22,3.7,7,0,0,22.0,0,0,0,2019
28,Latavius MurrayNO,RB,1,5,21,4.2,8,0,0,21.0,0,0,1,2019
28,Alvin KamaraNO,RB,1,7,21,3.0,5,0,1,21.0,0,0,1,2019
30,Gus EdwardsBAL,RB,1,3,20,6.7,19,0,0,20.0,0,0,1,2019
31,Matt BreidaSF,RB,3,9,19,2.1,6,0,0,6.3,1,1,0,2019
32,Aaron RodgersGB,QB,2,6,14,2.3,14,0,0,7.0,1,1,2,2019
32,Sammy WatkinsKC,WR,3,1,14,14.0,14,0,0,4.7,0,0,1,2019
32,James WhiteNE,RB,1,1,14,14.0,14,0,0,14.0,0,0,1,2019
35,Julian EdelmanNE,WR,1,2,12,6.0,7,0,1,12.0,0,0,2,2019
36,Tyreek HillKC,WR,3,2,11,5.5,7,0,0,3.7,0,0,0,2019
37,Ameer AbdullahMIN,RB,2,1,9,9.0,9,0,0,4.5,0,0,0,2019
37,Jamaal WilliamsGB,RB,2,4,9,2.3,4,0,0,4.5,0,0,0,2019
37,A.J. BrownTEN,WR,3,1,9,9.0,9,0,0,3.0,0,0,0,2019
40,Dion LewisTEN,RB,3,2,8,4.0,6,0,0,2.7,0,0,0,2019
40,Stefon DiggsMIN,WR,2,2,8,4.0,6,0,0,4.0,0,0,0,2019
42,N'Keal HarryNE,WR,1,1,7,7.0,7,0,0,7.0,0,0,0,2019
42,Darwin ThompsonKC,RB,3,2,7,3.5,7,0,0,2.3,0,0,1,2019
44,David MooreSEA,WR,2,1,6,6.0,6,0,0,3.0,0,0,0,2019
45,Drew BreesNO,QB,1,1,5,5.0,5,0,0,5.0,0,0,0,2019
45,Marcus MariotaTEN,QB,3,1,5,5.0,5,0,0,1.7,0,0,0,2019
45,Allen LazardGB,WR,2,1,5,5.0,5,0,0,2.5,0,0,0,2019
48,Rex BurkheadNE,RB,1,3,4,1.3,4,0,0,4.0,0,0,0,2019
49,Adam ThielenMIN,WR,2,1,3,3.0,3,0,0,1.5,0,0,0,2019
49,Greg WardPHI,WR,1,1,3,3.0,3,0,0,3.0,0,0,0,2019
1,Leonard FournetteTB,RB,4,64,300,4.7,27,2,3,75.0,0,0,14,2020
2,Cam AkersLAR,RB,2,46,221,4.8,20,1,2,110.5,0,0,13,2020
3,Alvin KamaraNO,RB,2,41,184,4.5,25,1,1,92.0,0,0,10,2020
4,Lamar JacksonBAL,QB,2,25,170,6.8,48,3,1,85.0,1,0,7,2020
5,Nick ChubbCLE,RB,2,31,145,4.7,23,2,0,72.5,0,0,7,2020
5,Josh AllenBUF,QB,3,25,145,5.8,18,0,1,48.3,0,0,7,2020
7,Ronald JonesTB,RB,3,35,139,4.0,13,0,0,46.3,0,0,8,2020
8,Darrel WilliamsKC,RB,3,28,135,4.8,16,0,1,45.0,0,0,9,2020
9,Aaron JonesGB,RB,2,20,126,6.3,60,1,1,63.0,0,0,6,2020
10,Jamaal WilliamsGB,RB,2,19,88,4.6,12,0,0,44.0,0,0,7,2020
11,J.K. DobbinsBAL,RB,2,19,85,4.5,13,0,1,42.5,0,0,7,2020
12,Gus EdwardsBAL,RB,2,18,80,4.4,12,0,0,40.0,1,0,8,2020
12,Kareem HuntCLE,RB,2,14,80,5.7,13,0,3,40.0,0,0,5,2020
14,Jonathan TaylorIND,RB,1,21,78,3.7,20,1,1,78.0,0,0,7,2020
15,Chris CarsonSEA,RB,1,16,77,4.8,14,0,0,77.0,0,0,3,2020
16,Nyheim HinesIND,RB,1,6,75,12.5,33,2,0,75.0,0,0,2,2020
17,Clyde Edwards-HelaireKC,RB,2,15,71,4.7,26,1,1,35.5,0,0,6,2020
18,Devin SingletaryBUF,RB,3,16,63,3.9,13,0,0,21.0,0,0,3,2020
19,Mecole HardmanKC,WR,3,2,54,27.0,50,1,0,18.0,0,0,1,2020
20,Patrick MahomesKC,QB,3,13,52,4.0,13,0,1,17.3,0,0,5,2020
21,Russell WilsonSEA,QB,1,4,50,12.5,23,1,0,50.0,0,0,2,2020
22,Taylor HeinickeWSH,QB,1,6,46,7.7,13,0,1,46.0,0,0,4,2020
23,AJ DillonGB,RB,2,9,44,4.9,9,0,0,22.0,1,0,1,2020
24,Derrick HenryTEN,RB,1,18,40,2.2,8,0,0,40.0,0,0,0,2020
25,James ConnerPIT,RB,1,11,37,3.4,9,0,1,37.0,0,0,2,2020
26,Tyler HuntleyBAL,QB,1,3,32,10.7,19,0,0,32.0,0,0,1,2020
27,David MontgomeryCHI,RB,1,12,31,2.6,6,0,0,31.0,0,0,2,2020
27,Antonio GibsonWSH,RB,1,14,31,2.2,11,0,0,31.0,0,0,2,2020
29,Malcolm BrownLAR,RB,2,9,30,3.3,6,0,0,15.0,0,0,1,2020
30,Antonio BrownTB,WR,3,1,22,22.0,22,1,0,7.3,0,0,1,2020
31,Ke'Shawn VaughnTB,RB,1,5,21,4.2,6,0,0,21.0,1,1,0,2020
31,Zack MossBUF,RB,1,7,21,3.0,8,0,0,21.0,0,0,0,2020
33,T.J. YeldonBUF,RB,2,5,19,3.8,7,0,0,9.5,0,0,1,2020
33,Marquise BrownBAL,WR,2,2,19,9.5,15,0,0,9.5,0,0,1,2020
35,Taysom HillNO,TE,1,4,15,3.8,10,0,0,15.0,0,0,2,2020
36,Ty MontgomeryNO,WR,1,4,14,3.5,5,0,0,14.0,0,0,1,2020
36,Baker MayfieldCLE,QB,2,8,14,1.8,6,0,0,7.0,0,0,4,2020
36,Tyreek HillKC,WR,3,4,14,3.5,5,0,0,4.7,0,0,1,2020
39,Benny Snell Jr.PIT,RB,1,2,13,6.5,11,0,0,13.0,0,0,2,2020
40,Chad HenneKC,QB,1,2,12,6.0,13,0,0,12.0,0,0,0,2020
41,Michael Pittman Jr.IND,WR,1,1,11,11.0,11,0,0,11.0,0,0,1,2020
42,Mitch TrubiskyCHI,QB,1,3,10,3.3,7,0,0,10.0,0,0,1,2020
42,Jared GoffLAR,QB,2,5,10,2.0,6,0,0,5.0,0,0,1,2020
44,Latavius MurrayNO,RB,1,4,9,2.3,4,0,0,9.0,0,0,0,2020
44,Isaiah McKenzieBUF,WR,3,2,9,4.5,5,0,0,3.0,0,0,2,2020
46,Ryan TannehillTEN,QB,1,2,6,3.0,4,0,0,6.0,0,0,1,2020
46,Le'Veon BellKC,RB,1,2,6,3.0,4,0,0,6.0,0,0,0,2020
46,Chris GodwinTB,WR,4,1,6,6.0,6,0,0,1.5,0,0,1,2020
49,Drew BreesNO,QB,2,5,5,1.0,2,0,0,2.5,1,0,3,2020
49,Carlos HydeSEA,RB,1,4,5,1.3,3,0,0,5.0,0,0,1,2020
1,Joe MixonCIN,RB,4,67,262,3.9,23,1,1,65.5,0,0,12,2021
2,Cam AkersLAR,RB,4,67,172,2.6,15,0,0,43.0,2,2,6,2021
3,Elijah MitchellSF,RB,3,55,169,3.1,16,0,1,56.3,0,0,8,2021
4,Jerick McKinnonKC,RB,3,34,150,4.4,15,0,0,50.0,1,0,6,2021
5,Deebo SamuelSF,WR,3,27,137,5.1,26,1,1,45.7,0,0,4,2021
6,Josh AllenBUF,QB,2,17,134,7.9,26,1,0,67.0,0,0,10,2021
7,Patrick MahomesKC,QB,3,13,117,9.0,34,2,1,39.0,0,0,5,2021
8,Devin SingletaryBUF,RB,2,26,107,4.1,16,0,3,53.5,0,0,11,2021
9,Clyde Edwards-HelaireKC,RB,2,13,96,7.4,22,2,0,48.0,0,0,4,2021
10,Josh JacobsLV,RB,1,13,83,6.4,35,1,0,83.0,0,0,3,2021
11,Sony MichelLAR,RB,4,26,80,3.1,35,1,0,20.0,0,0,3,2021
12,D'Onta ForemanTEN,RB,1,4,66,16.5,45,1,0,66.0,0,0,2,2021
13,Derrick HenryTEN,RB,1,20,62,3.1,9,0,1,62.0,0,0,5,2021
14,Mecole HardmanKC,WR,3,6,55,9.2,25,1,1,18.3,1,0,2,2021
15,Ke'Shawn VaughnTB,RB,2,17,53,3.1,17,0,1,26.5,0,0,5,2021
16,Leonard FournetteTB,RB,1,13,51,3.9,11,0,2,51.0,0,0,5,2021
17,Giovani BernardTB,RB,2,13,44,3.4,8,0,1,22.0,0,0,2,2021
17,Isaiah McKenzieBUF,WR,2,6,44,7.3,15,0,0,22.0,0,0,2,2021
19,Matthew StaffordLAR,QB,4,18,42,2.3,14,0,2,10.5,0,0,5,2021
20,Aaron JonesGB,RB,1,12,41,3.4,14,0,0,41.0,0,0,3,2021
21,Jalen HurtsPHI,QB,1,8,39,4.9,11,0,0,39.0,0,0,1,2021
22,Boston ScottPHI,RB,1,1,34,34.0,34,1,1,34.0,0,0,1,2021
23,Ja'Marr ChaseCIN,WR,4,6,32,5.3,15,0,0,8.0,0,0,3,2021
24,Ezekiel ElliottDAL,RB,1,12,31,2.6,9,0,0,31.0,0,0,4,2021
24,Joe BurrowCIN,QB,4,11,31,2.8,11,0,0,7.8,0,0,6,2021
26,Damien HarrisNE,RB,1,9,30,3.3,14,0,0,30.0,0,0,1,2021
27,Najee HarrisPIT,RB,1,12,29,2.4,8,0,0,29.0,0,0,0,2021
28,Chase EdmondsARI,RB,1,8,28,3.5,10,0,0,28.0,0,0,2,2021
29,Dak PrescottDAL,QB,1,4,27,6.8,17,0,1,27.0,0,0,2,2021
29,Rhamondre StevensonNE,RB,1,8,27,3.4,8,0,0,27.0,0,0,2,2021
31,AJ DillonGB,RB,1,7,25,3.6,6,0,1,25.0,0,0,2,2021
32,Derek CarrLV,QB,1,1,20,20.0,20,1,0,20.0,0,0,1,2021
33,James ConnerARI,RB,1,4,19,4.8,11,0,1,19.0,0,0,3,2021
34,Mac JonesNE,QB,1,2,18,9.0,16,0,0,18.0,0,0,1,2021
35,Miles SandersPHI,RB,1,7,16,2.3,14,0,0,16.0,0,0,1,2021
36,Van JeffersonLAR,WR,4,1,15,15.0,15,0,0,3.8,0,0,1,2021
36,Benny Snell Jr.PIT,RB,1,2,15,7.5,8,0,0,15.0,0,0,1,2021
38,Kyle JuszczykSF,FB,3,3,14,4.7,13,0,0,4.7,0,0,1,2021
38,Kendrick BourneNE,WR,1,1,14,14.0,14,0,0,14.0,0,0,1,2021
38,Tony PollardDAL,RB,1,4,14,3.5,8,0,0,14.0,0,0,0,2021
41,Kalen BallagePIT,RB,1,4,13,3.3,5,0,0,13.0,0,0,2,2021
41,Chris EvansCIN,RB,4,2,13,6.5,9,0,0,3.3,0,0,0,2021
43,Ryan TannehillTEN,QB,1,3,12,4.0,8,0,0,12.0,0,0,0,2021
44,Scotty MillerTB,WR,2,1,9,9.0,9,0,0,4.5,0,0,1,2021
45,Eno BenjaminARI,RB,1,4,8,2.0,5,0,0,8.0,0,0,0,2021
46,Darrell Henderson Jr.LAR,RB,1,4,7,1.8,5,0,0,7.0,0,0,0,2021
47,Kyler MurrayARI,QB,1,2,6,3.0,7,0,0,6.0,0,0,1,2021
47,Kenneth GainwellPHI,RB,1,1,6,6.0,6,0,0,6.0,0,0,0,2021
49,Jimmy GaroppoloSF,QB,3,2,5,2.5,4,0,0,1.7,0,0,0,2021
49,Cooper KuppLAR,WR,4,2,5,2.5,7,0,0,1.3,0,0,1,2021
1,Christian McCaffreySF,RB,1,15,119,7.9,68,1,0,119.0,0,0,4,2022
2,Travis Etienne Jr.JAX,RB,1,20,109,5.4,25,1,0,109.0,0,0,5,2022
3,Daniel JonesNYG,QB,1,17,78,4.6,15,0,0,78.0,0,0,7,2022
4,Tony PollardDAL,RB,1,15,77,5.1,18,0,0,77.0,0,0,3,2022
5,Kenneth Walker IIISEA,RB,1,15,63,4.2,9,0,1,63.0,0,0,4,2022
6,J.K. DobbinsBAL,RB,1,13,62,4.8,15,0,0,62.0,0,0,3,2022
7,Dalvin CookMIN,RB,1,15,60,4.0,11,0,0,60.0,0,0,2,2022
8,Tyler HuntleyBAL,QB,1,9,54,6.0,35,1,0,54.0,1,1,3,2022
9,Saquon BarkleyNYG,RB,1,9,53,5.9,28,1,2,53.0,0,0,3,2022
10,Devin SingletaryBUF,RB,1,10,48,4.8,13,0,0,48.0,0,0,4,2022
11,Rachaad WhiteTB,RB,1,7,41,5.9,12,0,0,41.0,0,0,3,2022
12,Gus EdwardsBAL,RB,1,12,39,3.3,9,0,0,39.0,0,0,4,2022
12,Joe MixonCIN,RB,1,11,39,3.5,11,0,0,39.0,0,0,2,2022
12,James CookBUF,RB,1,12,39,3.3,13,0,1,39.0,0,0,2,2022
15,Austin EkelerLAC,RB,1,13,35,2.7,13,0,2,35.0,0,0,3,2022
16,Deebo SamuelSF,WR,1,3,32,10.7,22,1,0,32.0,0,0,1,2022
17,Geno SmithSEA,QB,1,4,28,7.0,11,0,0,28.0,0,0,2,2022
18,Ezekiel ElliottDAL,RB,1,13,27,2.1,9,0,0,27.0,0,0,3,2022
19,Dak PrescottDAL,QB,1,7,24,3.4,11,0,1,24.0,0,0,2,2022
20,Jeff Wilson Jr.MIA,RB,1,10,23,2.3,6,0,1,23.0,0,0,1,2022
21,Joshua KelleyLAC,RB,1,7,20,2.9,5,0,0,20.0,0,0,0,2022
21,Josh AllenBUF,QB,1,4,20,5.0,12,0,0,20.0,1,0,2,2022
23,Brock PurdySF,QB,1,4,16,4.0,13,0,1,16.0,0,0,3,2022
24,DeeJay DallasSEA,RB,1,6,13,2.2,7,0,0,13.0,0,0,0,2022
25,Justin HerbertLAC,QB,1,3,12,4.0,13,0,0,12.0,1,0,1,2022
25,Jordan MasonSF,RB,1,2,12,6.0,8,0,0,12.0,0,0,1,2022
27,Leonard FournetteTB,RB,1,5,11,2.2,6,0,0,11.0,0,0,1,2022
28,Joe BurrowCIN,QB,1,5,9,1.8,4,0,1,9.0,0,0,2,2022
29,Matt BreidaNYG,RB,1,3,8,2.7,4,0,0,8.0,0,0,1,2022
29,Trevor LawrenceJAX,QB,1,1,8,8.0,8,0,0,8.0,0,0,0,2022
29,Jaylen WaddleMIA,WR,1,1,8,8.0,8,0,0,8.0,0,0,1,2022
32,Tyreek HillMIA,WR,1,2,5,2.5,8,0,0,5.0,0,0,1,2022
33,Samaje PerineCIN,RB,1,2,3,1.5,2,0,0,3.0,0,0,1,2022
33,Darius SlaytonNYG,WR,1,1,3,3.0,3,0,0,3.0,0,0,0,2022
33,Skylar ThompsonMIA,QB,1,2,3,1.5,2,0,0,3.0,0,0,0,2022
33,Salvon AhmedMIA,RB,1,5,3,0.6,6,0,0,3.0,0,0,0,2022
37,Elijah MitchellSF,RB,1,9,2,0.2,4,0,0,2.0,0,0,0,2022
38,Kirk CousinsMIN,QB,1,1,1,1.0,1,0,1,1.0,0,0,1,2022
39,Mark AndrewsBAL,TE,1,1,0,0.0,0,0,0,0.0,0,0,0,2022
