RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL BALL SPEED,TOTAL ATTEMPTS,FASTEST SPEED,SLOWEST SPEED,Year
15,15,Harris English,95,176.7,11308.64,64,181.97,170.87,2014
16,16,Henrik Stenson,56,176.59,4768.06,27,182.76,170.83,2014
17,17,Charles Howell III,106,175.92,17767.57,101,180.05,170.14,2014
18,18,Robert Streb,75,175.88,12311.31,70,179.27,169.6,2014
19,19,Ángel Cabrera,69,175.75,11775.41,67,181.33,170.94,2014
20,20,Seung-Yul Noh,92,175.46,13159.75,75,180.8,169.63,2014
21,21,Charl Schwartzel,64,175.3,9115.57,52,179.98,169.0,2014
22,22,Matt Jones,83,175.25,12267.28,70,180.6,170.44,2014
23,23,Derek Ernst,80,174.83,10664.88,61,179.64,168.7,2014
24,24,Sergio Garcia,61,174.72,6464.48,37,179.01,170.9,2014
25,25,Paul Casey,56,174.52,7678.7,44,179.64,170.59,2014
26,26,Aaron Baddeley,74,174.49,10120.63,58,180.51,167.61,2014
27,27,Stewart Cink,91,174.4,11859.34,68,180.2,163.22,2014
28,28,Hudson Swafford,75,174.21,9233.09,53,179.53,164.52,2014
29,29,Kevin Tway,64,174.19,8360.95,48,179.56,165.29,2014
30,30,Will Wilcox,51,174.17,7489.34,43,178.26,167.82,2014
31,31,Rickie Fowler,91,174.14,10970.72,63,179.01,168.94,2014
32,32,Nick Watney,80,174.1,9749.35,56,179.91,170.19,2014
33,33,Ryan Palmer,85,174.03,11833.71,68,178.97,169.62,2014
34,34,Brendan Steele,89,174.0,12876.14,74,178.99,168.87,2014
35,35,Jimmy Walker,98,173.78,12338.72,71,177.87,168.35,2014
36,36,Jason Day,54,173.75,4864.97,28,178.48,166.41,2014
37,37,Martin Flores,85,173.42,12832.77,74,179.8,167.8,2014
38,38,Scott Stallings,77,173.03,11074.11,64,178.79,168.05,2014
39,39,Marc Leishman,81,172.93,12105.22,70,177.26,167.02,2014
40,40,Keegan Bradley,89,172.86,11235.88,65,176.87,167.38,2014
41,41,Charley Hoffman,93,172.71,14334.58,83,178.96,164.52,2014
42,42,Trevor Immelman,84,172.65,11567.64,67,180.14,160.66,2014
43,43,Lucas Glover,68,172.63,8631.38,50,176.78,160.04,2014
44,44,Steven Bowditch,93,172.24,13951.5,81,181.49,155.59,2014
45,45,Sean O'Hair,77,172.18,10675.1,62,176.69,162.36,2014
46,46,Kevin Chappell,100,171.88,15469.37,90,177.08,160.74,2014
47,47,Ricky Barnes,92,171.82,13573.39,79,176.28,167.42,2014
48,48,George McNeill,79,171.6,11840.63,69,175.43,165.69,2014
49,49,Michael Putnam,106,171.59,15957.55,93,176.38,165.63,2014
50,50,Patrick Reed,92,171.55,11665.49,68,176.16,164.31,2014
51,51,Louis Oosthuizen,50,171.42,4628.47,27,175.28,167.56,2014
52,52,Martin Kaymer,65,171.31,8908.05,52,176.4,164.34,2014
53,53,Kyle Stanley,87,171.29,12846.86,75,179.78,165.33,2014
54,54,Martin Laird,66,171.13,7872.18,46,177.62,167.1,2014
55,55,Phil Mickelson,71,171.11,8555.47,50,179.78,161.13,2014
56,56,Ryo Ishikawa,75,171.06,9921.26,58,176.12,167.31,2014
57,57,John Rollins,84,171.01,10944.33,64,176.4,164.71,2014
58,58,Shawn Stefani,60,170.93,9571.8,56,177.71,160.43,2014
59,59,Lee Westwood,57,170.85,7175.64,42,177.58,164.89,2014
T60,T60,Ben Martin,80,170.38,10563.78,62,174.98,166.11,2014
T60,T60,Tyrone Van Aswegen,79,170.38,7837.38,46,176.12,159.33,2014
T62,T62,Andres Romero,81,170.34,10390.75,61,176.08,161.89,2014
T62,T62,John Senden,99,170.34,15501.21,91,177.4,162.79,2014
64,64,Jim Herman,62,170.01,8160.68,48,175.19,157.72,2014
65,65,Davis Love III,74,169.67,9671.05,57,174.06,162.88,2014
66,66,Russell Henley,92,169.57,13395.98,79,174.51,164.66,2014
67,67,Brendon de Jonge,109,169.47,16269.12,96,173.96,165.34,2014
68,68,James Driscoll,71,169.28,8971.68,53,179.41,164.28,2014
T69,T69,Morgan Hoffmann,103,169.21,15397.87,91,173.95,163.98,2014
T69,T69,Camilo Villegas,95,169.21,15906.04,94,174.15,162.74,2014
71,71,Geoff Ogilvy,84,169.18,12011.49,71,173.14,161.87,2014
72,72,Gonzalo Fernandez-Castaño,83,169.16,12686.84,75,176.53,159.27,2014
73,73,Josh Teater,90,169.11,13528.75,80,174.52,162.07,2014
74,74,Brad Fritsch,50,169.04,6254.49,37,174.47,160.17,2014
75,75,Hideki Matsuyama,82,168.94,11319.18,67,177.59,156.53,2014
76,76,Tommy Gainey,73,168.88,10301.5,61,173.46,163.79,2014
77,77,Justin Rose,70,168.79,9114.75,54,176.47,164.49,2014
78,78,Michael Thompson,74,168.74,9955.46,59,173.43,161.97,2014
79,79,Troy Matteson,62,168.68,8433.97,50,172.61,164.85,2014
80,80,Pat Perez,84,168.61,12814.64,76,173.14,161.84,2014
81,81,J.J. Henry,91,168.59,12644.25,75,174.06,162.17,2014
82,82,Kevin Stadler,90,168.52,11290.73,67,176.8,162.35,2014
83,83,Billy Horschel,92,168.47,11624.46,69,173.6,162.4,2014
84,84,Bill Haas,107,168.31,13633.11,81,176.09,162.48,2014
85,85,James Hahn,82,168.28,12284.72,73,176.62,154.79,2014
86,86,Freddie Jacobson,91,167.98,13102.3,78,173.21,159.56,2014
87,87,Carl Pettersson,91,167.97,15284.97,91,175.24,162.83,2014
T88,T88,Luke Guthrie,85,167.79,13758.78,82,172.61,159.46,2014
T88,T88,Boo Weekley,73,167.79,9228.28,55,173.66,159.97,2014
90,90,Bo Van Pelt,83,167.73,12244.4,73,172.29,163.58,2014
91,91,Sangmoon Bae,76,167.59,11395.95,68,172.24,160.31,2014
92,92,Chesson Hadley,84,167.49,13399.04,80,171.89,162.53,2014
93,93,Jonathan Byrd,76,167.16,11199.73,67,171.25,161.87,2014
94,94,Erik Compton,88,167.13,13871.71,83,173.92,162.04,2014
95,95,Matt Every,85,167.11,11196.27,67,172.16,158.14,2014
96,96,Rory Sabbatini,82,167.09,11362.37,68,172.13,161.9,2014
97,97,Kevin Streelman,79,166.71,11169.3,67,170.12,160.95,2014
98,98,Hunter Mahan,88,166.53,12989.37,78,170.88,151.83,2014
99,99,Jason Dufner,57,166.46,6991.4,42,171.19,161.9,2014
100,100,David Lingmerth,80,166.38,11979.52,72,172.02,159.86,2014
101,101,John Peterson,62,166.36,9814.95,59,176.17,158.42,2014
102,102,Johnson Wagner,69,166.25,9642.39,58,172.93,160.54,2014
103,103,Troy Merritt,62,166.21,10138.66,61,170.14,162.36,2014
104,104,Ernie Els,85,166.19,10802.41,65,171.72,161.97,2014
105,105,Will MacKenzie,82,166.12,13289.83,80,174.21,160.39,2014
106,106,Jim Renner,61,166.07,8801.74,53,172.52,161.38,2014
107,107,Ian Poulter,57,166.04,6973.56,42,169.34,160.02,2014
108,108,Wes Roach,67,166.02,8964.82,54,172.38,156.55,2014
109,109,Bud Cauley,56,165.86,8127.09,49,171.79,157.52,2014
110,110,Brice Garnett,92,165.79,13594.81,82,171.43,160.74,2014
111,111,Bronson La'Cassie,51,165.76,6630.24,40,171.76,160.36,2014
112,112,Chris Kirk,105,165.73,14087.24,85,169.42,160.19,2014
113,113,Scott Brown,100,165.72,13754.69,83,175.12,156.34,2014
114,114,Kevin Kisner,85,165.68,12426.04,75,170.04,157.83,2014
115,115,Jordan Spieth,102,165.55,14402.83,87,171.52,156.34,2014
T116,T116,Chad Campbell,57,165.34,7605.51,46,171.49,161.92,2014
T116,T116,Andrew Svoboda,77,165.34,12400.2,75,170.06,159.65,2014
118,118,Robert Allenby,83,165.2,10572.88,64,169.12,160.49,2014
119,119,Vijay Singh,83,165.18,12388.6,75,171.33,160.34,2014
120,120,Retief Goosen,94,165.15,14533.55,88,170.45,155.85,2014
121,121,John Merrick,87,164.87,12365.47,75,171.43,160.87,2014
T122,T122,D.A. Points,75,164.68,8892.62,54,171.06,156.06,2014
T122,T122,Nicholas Thompson,85,164.68,11692.18,71,167.72,160.28,2014
T124,T124,Richard Lee,80,164.64,11360.0,69,169.91,156.46,2014
T124,T124,Webb Simpson,87,164.64,12018.48,73,171.11,158.13,2014
T126,T126,Jonas Blixt,64,164.63,6255.76,38,170.64,159.55,2014
T126,T126,Jeff Overton,80,164.63,11359.43,69,170.57,159.64,2014
128,128,Kevin Na,94,164.59,14319.47,87,169.1,157.23,2014
129,129,Ryan Moore,86,164.36,11176.41,68,168.92,159.41,2014
130,130,Briny Baird,50,164.2,6403.8,39,167.92,156.95,2014
131,131,Russell Knox,92,163.94,15902.18,97,168.39,159.3,2014
132,132,Cameron Tringale,111,163.85,17368.43,106,170.64,158.5,2014
133,133,Danny Lee,84,163.59,11124.04,68,170.12,157.24,2014
134,134,John Huh,87,163.55,11612.37,71,166.96,158.76,2014
135,135,William McGirt,96,163.41,15524.4,95,168.03,157.69,2014
136,136,Brandt Snedeker,89,163.23,10936.1,67,169.56,150.72,2014
137,137,Luke Donald,57,163.11,6850.83,42,169.48,157.02,2014
138,138,Y.E. Yang,79,162.92,10101.27,62,168.9,157.27,2014
139,139,Chris Stroud,88,162.9,11891.88,73,167.5,157.67,2014
140,140,Brian Harman,111,162.86,17425.61,107,169.36,154.46,2014
141,141,Graeme McDowell,66,162.79,8139.62,50,166.59,157.1,2014
142,142,Jim Furyk,84,162.78,12370.97,76,168.62,154.25,2014
143,143,Roberto Castro,76,162.75,9764.93,60,168.78,158.1,2014
144,144,Justin Hicks,103,162.67,16917.58,104,167.14,157.88,2014
145,145,Greg Chalmers,85,162.45,13158.35,81,170.11,156.08,2014
146,146,Daniel Summerhays,98,162.38,16237.82,100,170.32,156.52,2014
147,147,Stuart Appleby,92,162.05,14746.44,91,168.55,150.63,2014
148,148,Scott Langley,95,162.02,13447.81,83,167.52,153.14,2014
149,149,Brian Stuard,91,161.99,13607.04,84,168.36,156.46,2014
150,150,"Ted Potter, Jr.",68,161.8,10193.71,63,167.51,156.36,2014
151,151,Bryce Molder,77,161.79,11163.31,69,165.72,155.34,2014
152,152,Ken Duke,80,161.71,10187.51,63,168.51,155.77,2014
153,153,Matt Kuchar,91,161.68,12934.34,80,165.82,156.7,2014
154,154,Charlie Wi,72,161.51,10982.55,68,168.83,151.01,2014
155,155,Woody Austin,63,161.46,9526.09,59,168.4,153.18,2014
156,156,Jason Bohn,81,161.01,13524.98,84,166.45,155.62,2014
157,157,Spencer Levin,59,160.94,8368.96,52,165.04,155.2,2014
158,158,Chad Collins,78,160.73,9000.65,56,164.04,156.25,2014
159,159,David Hearn,97,160.18,14736.42,92,165.78,154.47,2014
160,160,Tim Wilkinson,86,160.09,12486.92,78,167.89,151.25,2014
161,161,Brendon Todd,108,160.08,14727.46,92,165.0,147.35,2014
162,162,Zach Johnson,97,159.84,14545.04,91,166.4,155.08,2014
163,163,Billy Hurley III,86,159.36,12430.26,78,165.26,155.01,2014
164,164,Jerry Kelly,80,158.73,11269.58,71,163.16,151.27,2014
165,165,Ben Curtis,77,158.64,11104.65,70,164.34,149.08,2014
166,166,K.J. Choi,80,158.56,11257.82,71,164.34,149.46,2014
167,167,D.H. Lee,54,158.53,7768.06,49,165.23,146.06,2014
168,168,Ben Crane,81,158.29,13454.25,85,168.32,154.11,2014
169,169,Mark Wilson,69,158.23,9810.47,62,163.98,151.95,2014
170,170,Brian Davis,93,158.16,14550.9,92,164.48,150.94,2014
171,171,Mike Weir,69,157.77,8835.3,56,163.21,152.64,2014
172,172,Heath Slocum,71,156.41,10010.24,64,161.73,150.41,2014
173,173,Jeff Maggert,54,156.01,7020.39,45,160.42,152.24,2014
174,174,Justin Leonard,75,154.94,10535.67,68,159.61,149.85,2014
175,175,David Toms,64,154.39,8800.14,57,159.2,149.65,2014
176,176,Tim Clark,75,153.55,10134.54,66,156.9,148.11,2014
177,177,Brian Gay,81,153.51,9978.47,65,156.92,149.99,2014
1,1,Bubba Watson,71,184.54,9780.58,53,188.64,180.96,2015
2,2,Tony Finau,106,182.68,17536.83,96,188.8,170.35,2015
3,3,Charlie Beljan,76,182.14,11474.82,63,188.21,172.11,2015
4,4,Dustin Johnson,75,181.43,8890.2,49,186.99,167.24,2015
5,5,Adam Scott,51,179.72,6649.46,37,184.32,161.41,2015
6,6,Brooks Koepka,84,179.63,15448.45,86,184.33,169.83,2015
7,7,J.B. Holmes,89,179.59,12750.79,71,184.19,172.65,2015
8,8,Jason Kokrak,88,179.15,15228.09,85,183.24,173.83,2015
9,9,Jhonattan Vegas,90,178.52,14103.3,79,183.36,169.52,2015
10,10,Patrick Rodgers,57,178.29,8379.4,47,182.54,173.45,2015
11,11,Jason Day,75,178.23,10871.99,61,182.17,170.43,2015
12,12,Henrik Stenson,63,177.73,5154.17,29,182.64,173.45,2015
13,13,Charles Howell III,105,177.66,19365.13,109,182.35,169.21,2015
14,14,Hudson Swafford,97,177.12,15409.24,87,183.76,168.6,2015
15,15,Harris English,105,176.55,17478.03,99,180.26,170.78,2015
16,16,Daniel Berger,97,176.39,12699.8,72,180.82,169.94,2015
17,17,Robert Garrigus,70,176.18,9337.67,53,182.31,169.03,2015
18,18,Gary Woodland,81,175.93,10731.86,61,181.34,164.97,2015
19,19,Sergio Garcia,59,175.53,7196.84,41,178.02,172.49,2015
20,20,Aaron Baddeley,76,175.43,7192.8,41,180.37,168.7,2015
21,21,Brendan Steele,88,175.33,16130.71,92,180.43,169.6,2015
22,22,Ángel Cabrera,53,175.1,8929.95,51,179.86,169.02,2015
23,23,Derek Ernst,75,174.9,12242.91,70,180.52,167.85,2015
T24,T24,Steven Bowditch,103,174.56,17281.21,99,180.79,164.03,2015
T24,T24,Charl Schwartzel,67,174.56,7331.41,42,178.51,169.75,2015
26,26,Keegan Bradley,87,174.55,14312.8,82,179.7,168.96,2015
27,27,Nick Watney,91,174.39,15694.82,90,182.77,169.64,2015
28,28,Rickie Fowler,76,174.37,11508.48,66,181.06,170.34,2015
29,29,Jimmy Walker,89,174.29,12722.9,73,180.33,165.71,2015
30,30,Martin Flores,95,174.05,15838.43,91,177.72,165.7,2015
31,31,Martin Laird,77,173.75,12162.69,70,178.46,168.96,2015
32,32,Robert Streb,110,173.48,19256.35,111,179.1,166.88,2015
T33,T33,Stewart Cink,77,173.46,11621.85,67,178.77,167.6,2015
T33,T33,Justin Thomas,106,173.46,17692.96,102,178.7,166.96,2015
35,35,Graham DeLaet,65,173.36,9361.41,54,184.53,166.66,2015
36,36,Paul Casey,87,173.34,10920.62,63,177.44,168.17,2015
37,37,Charley Hoffman,97,173.25,14726.34,85,179.03,165.73,2015
38,38,Will Wilcox,58,173.18,7446.87,43,177.59,169.53,2015
39,39,Max Homa,78,172.99,11071.35,64,180.24,165.41,2015
40,40,Lucas Glover,79,172.93,14352.95,83,178.18,164.46,2015
41,41,Seung-Yul Noh,65,172.86,10025.64,58,176.87,165.88,2015
42,42,Kevin Chappell,86,172.85,11062.33,64,178.64,166.96,2015
43,43,Ryan Palmer,80,172.79,11404.36,66,177.05,160.82,2015
T44,T44,Phil Mickelson,70,172.74,8982.68,52,177.37,166.93,2015
T44,T44,Patrick Reed,103,172.74,14510.4,84,177.0,165.85,2015
46,46,Russell Henley,87,172.7,14506.39,84,177.83,168.0,2015
47,47,Matt Jones,89,172.65,12776.4,74,177.7,162.42,2015
48,48,Scott Piercy,90,171.98,14790.1,86,176.61,160.25,2015
49,49,Shawn Stefani,94,171.97,16165.18,94,176.3,164.1,2015
50,50,Carlos Ortiz,100,171.93,17020.81,99,177.89,163.44,2015
51,51,Michael Putnam,87,171.92,12550.14,73,178.63,166.21,2015
52,52,Scott Pinckney,88,171.89,14094.92,82,176.32,165.31,2015
53,53,Andres Gonzales,90,171.88,15641.08,91,176.35,165.67,2015
54,54,Jim Herman,88,171.65,14590.52,85,176.77,167.8,2015
55,55,Marc Leishman,74,171.52,10805.88,63,175.13,162.59,2015
56,56,Louis Oosthuizen,68,171.42,7713.87,45,176.89,166.2,2015
57,57,Scott Stallings,60,171.29,9249.68,54,176.04,165.97,2015
58,58,Jamie Donaldson,50,171.28,7707.73,45,175.1,166.9,2015
59,59,Alex Prugh,84,171.22,14211.29,83,175.31,163.55,2015
60,60,Justin Rose,69,171.14,9241.71,54,178.17,157.3,2015
61,61,Byron Smith,59,170.81,7344.77,43,176.51,161.13,2015
62,62,Roger Sloan,56,170.74,7170.94,42,174.31,166.66,2015
63,63,John Senden,80,170.64,10409.18,61,175.62,159.17,2015
64,64,Sean O'Hair,86,170.56,12962.39,76,176.31,163.0,2015
65,65,Ryo Ishikawa,90,170.53,15518.35,91,175.35,161.55,2015
66,66,Ricky Barnes,82,170.51,10912.43,64,178.38,161.71,2015
67,67,Hideki Matsuyama,95,170.48,14661.26,86,181.95,164.08,2015
68,68,Lee Westwood,56,170.44,6987.9,41,173.5,157.11,2015
69,69,George McNeill,93,170.08,14626.78,86,177.18,163.48,2015
70,70,Gonzalo Fernandez-Castaño,81,170.07,11394.4,67,174.2,163.93,2015
71,71,Padraig Harrington,60,169.8,9678.82,57,176.96,163.62,2015
72,72,Greg Owen,58,169.52,8475.84,50,176.96,160.66,2015
73,73,Andres Romero,69,169.44,8472.22,50,175.15,160.07,2015
74,74,Camilo Villegas,83,169.43,14401.69,85,174.87,163.48,2015
75,75,Geoff Ogilvy,50,169.4,6945.6,41,174.1,162.8,2015
76,76,Adam Hadwin,95,169.37,15582.43,92,175.34,161.8,2015
77,77,J.J. Henry,94,169.18,12350.38,73,176.12,162.57,2015
78,78,Morgan Hoffmann,85,169.03,13353.25,79,173.93,162.72,2015
79,79,Sam Saunders,83,168.98,12166.71,72,176.6,162.13,2015
80,80,Jonathan Randolph,72,168.87,10976.54,65,174.63,160.07,2015
81,81,James Hahn,94,168.78,13333.72,79,175.3,155.9,2015
82,82,Jordan Spieth,91,168.77,11645.18,69,174.68,161.8,2015
83,83,Retief Goosen,81,168.71,12316.14,73,174.66,161.12,2015
84,84,Billy Horschel,99,168.53,14662.52,87,172.69,159.38,2015
85,85,Boo Weekley,79,168.49,10783.11,64,174.21,162.04,2015
86,86,Sangmoon Bae,98,168.35,16329.52,97,174.23,161.91,2015
87,87,Ben Martin,93,168.18,15472.87,92,171.78,161.24,2015
88,88,Tom Hoge,83,168.01,11424.8,68,172.65,163.59,2015
89,89,Michael Thompson,83,167.9,14271.88,85,177.49,163.83,2015
90,90,Tyrone Van Aswegen,58,167.62,6369.46,38,171.97,160.46,2015
91,91,Johnson Wagner,68,167.58,9384.44,56,172.66,161.77,2015
92,92,Carl Pettersson,106,167.56,17593.47,105,172.48,161.65,2015
93,93,Hunter Mahan,88,167.44,12558.16,75,171.2,161.45,2015
94,94,Chesson Hadley,101,167.41,15402.08,92,171.5,160.19,2015
95,95,Bo Van Pelt,81,167.39,12554.49,75,173.08,159.98,2015
96,96,Matt Every,73,167.3,11878.11,71,173.42,159.38,2015
97,97,Brendon de Jonge,106,167.28,17397.51,104,173.49,158.79,2015
98,98,Eric Axley,57,167.18,8024.54,48,170.7,160.55,2015
99,99,Blayne Barber,76,167.04,11525.76,69,171.74,161.93,2015
100,100,Davis Love III,51,167.03,7182.29,43,170.68,158.49,2015
101,101,Kevin Streelman,95,166.87,13683.42,82,171.15,161.94,2015
102,102,Nick Taylor,91,166.81,15346.7,92,172.24,160.0,2015
103,103,Vijay Singh,78,166.6,12494.75,75,172.34,159.84,2015
104,104,Erik Compton,86,166.56,13824.44,83,172.91,160.1,2015
105,105,Scott Brown,97,166.53,14155.43,85,171.59,159.06,2015
T106,T106,Derek Fathauer,81,166.49,11987.33,72,170.57,161.15,2015
T106,T106,Troy Merritt,91,166.49,13985.01,84,171.85,162.01,2015
108,108,Cameron Percy,72,166.44,11650.51,70,171.96,154.25,2015
109,109,Jason Dufner,76,166.35,9315.71,56,174.18,154.05,2015
110,110,Jonas Blixt,78,166.32,9646.6,58,170.01,161.51,2015
111,111,Andrew Svoboda,80,166.29,12471.77,75,172.36,160.42,2015
112,112,Pat Perez,96,166.26,14796.84,89,173.15,159.5,2015
113,113,Kyle Reifers,96,166.2,13129.71,79,172.94,159.42,2015
114,114,Jason Gore,76,166.12,10631.98,64,171.72,161.54,2015
115,115,Ian Poulter,68,166.1,8969.27,54,169.96,160.24,2015
116,116,Sung Joon Park,79,166.07,11126.88,67,169.89,161.23,2015
117,117,Luke Guthrie,84,165.9,13604.05,82,171.21,162.36,2015
118,118,Oscar Fraustro,58,165.81,7129.93,43,172.08,160.06,2015
119,119,Rory Sabbatini,81,165.79,12268.56,74,172.34,157.47,2015
120,120,Ernie Els,57,165.66,6295.16,38,169.54,160.8,2015
121,121,Jonathan Byrd,69,165.65,9276.59,56,169.69,161.73,2015
122,122,Bill Haas,89,165.52,13241.7,80,173.53,158.06,2015
123,123,Brandt Snedeker,98,165.38,15545.4,94,169.21,160.76,2015
124,124,Brice Garnett,81,165.3,12066.82,73,175.03,155.8,2015
125,125,D.A. Points,72,165.12,9742.03,59,170.86,152.33,2015
126,126,Jim Renner,68,165.11,9576.56,58,169.13,157.57,2015
127,127,John Peterson,84,165.04,15513.64,94,176.6,158.07,2015
128,128,David Lingmerth,90,164.99,14189.12,86,170.08,160.68,2015
129,129,Kevin Kisner,104,164.95,18474.77,112,170.1,159.26,2015
130,130,Chad Campbell,97,164.59,16623.92,101,170.4,157.79,2015
131,131,Chris Kirk,76,164.57,10861.33,66,170.73,158.8,2015
132,132,Nicholas Thompson,90,164.54,14150.51,86,171.04,159.46,2015
133,133,Jeff Overton,94,164.5,14147.36,86,171.39,158.99,2015
134,134,Bill Lunde,50,164.46,6742.77,41,176.52,159.39,2015
135,135,Kevin Na,98,164.41,13317.27,81,170.18,157.41,2015
136,136,Mark Hubbard,79,164.18,11000.37,67,168.27,158.83,2015
137,137,Fabián Gómez,83,164.12,12473.17,76,168.99,155.55,2015
138,138,Steve Wheatcroft,87,164.09,14932.04,91,171.5,156.92,2015
139,139,Andrew Putnam,68,164.02,10169.01,62,170.29,157.64,2015
140,140,Robert Allenby,63,163.93,9835.55,60,169.77,156.99,2015
T141,T141,Whee Kim,71,163.86,9176.35,56,169.46,153.51,2015
T141,T141,Daniel Summerhays,101,163.86,13764.21,84,172.76,157.94,2015
143,143,Matt Kuchar,97,163.84,14582.03,89,168.48,155.81,2015
144,144,Webb Simpson,81,163.6,11779.0,72,169.55,158.12,2015
145,145,Roberto Castro,54,163.55,6378.47,39,170.42,157.42,2015
146,146,William McGirt,103,163.52,18640.86,114,168.58,156.56,2015
147,147,Spencer Levin,99,163.37,16009.9,98,170.04,158.8,2015
148,148,John Merrick,78,163.22,10609.36,65,166.85,159.25,2015
149,149,Brian Harman,90,163.14,13703.37,84,167.64,151.92,2015
150,150,Russell Knox,96,163.12,16311.92,100,167.95,152.73,2015
151,151,Chris Stroud,84,162.93,11730.62,72,168.57,156.32,2015
152,152,Danny Lee,120,162.83,18236.9,112,173.07,154.58,2015
153,153,Scott Langley,94,162.59,13495.38,83,168.45,155.07,2015
154,154,Chez Reavie,56,162.36,9741.31,60,165.95,157.94,2015
155,155,John Huh,102,162.23,17845.03,110,166.2,154.97,2015
T156,T156,Greg Chalmers,58,162.18,7298.02,45,169.74,154.49,2015
T156,T156,Ken Duke,93,162.18,14758.54,91,169.58,151.57,2015
158,158,Francesco Molinari,56,162.1,8105.03,50,169.48,154.38,2015
159,159,Chad Collins,79,162.03,11828.5,73,166.65,157.26,2015
160,160,Luke Donald,71,161.67,8245.04,51,166.55,157.32,2015
161,161,Jim Furyk,71,161.63,8566.26,53,167.67,157.68,2015
162,162,Ryan Moore,81,161.62,10990.31,68,174.89,156.44,2015
163,163,Cameron Tringale,96,161.6,14382.39,89,168.99,155.52,2015
164,164,Alex Cejka,94,160.88,13513.53,84,177.67,155.13,2015
165,165,Zach Johnson,90,160.82,13830.14,86,165.82,151.82,2015
166,166,Bryce Molder,91,160.78,13826.72,86,166.69,151.72,2015
167,167,Jason Bohn,95,160.52,16212.89,101,165.25,152.65,2015
168,168,Tim Wilkinson,73,160.06,9603.42,60,166.48,152.36,2015
169,169,David Hearn,97,159.94,15194.12,95,167.71,151.23,2015
170,170,K.J. Choi,66,159.44,9407.12,59,163.89,153.34,2015
171,171,Brian Stuard,97,159.25,15128.92,95,163.13,151.42,2015
172,172,Zac Blair,108,158.92,16527.46,104,165.02,152.04,2015
173,173,Billy Hurley III,83,158.73,11746.07,74,168.14,155.02,2015
174,174,Jerry Kelly,79,158.24,11393.13,72,163.62,154.0,2015
175,175,Brendon Todd,96,157.94,12950.92,82,163.12,153.41,2015
176,176,Mark Wilson,89,157.9,13105.43,83,171.7,152.66,2015
177,177,Colt Knost,90,157.7,14034.86,89,161.62,150.53,2015
178,178,Brian Davis,86,157.1,13353.83,85,174.29,149.64,2015
179,179,Ben Crane,62,156.6,8456.48,54,160.55,151.76,2015
180,180,Steven Alker,62,156.39,9226.79,59,161.57,152.68,2015
181,181,Jon Curran,83,155.71,11367.03,73,161.42,148.51,2015
182,182,Justin Leonard,61,155.56,9800.43,63,160.87,152.03,2015
183,183,Heath Slocum,57,154.4,6793.45,44,158.35,146.84,2015
184,184,David Toms,62,152.78,9472.49,62,156.89,148.58,2015
1,1,Andrew Loupe,75,184.57,13104.44,71,190.24,177.26,2016
2,2,Tony Finau,95,182.46,13137.04,72,188.16,175.09,2016
3,3,Jason Kokrak,89,182.23,12573.93,69,188.39,175.81,2016
4,4,Bubba Watson,72,182.06,8374.59,46,186.55,178.28,2016
5,5,Gary Woodland,95,181.5,11797.23,65,187.45,174.15,2016
6,6,Dustin Johnson,87,181.49,11433.96,63,188.04,177.32,2016
T7,T7,J.B. Holmes,77,180.74,11205.57,62,186.12,170.18,2016
T7,T7,Jhonattan Vegas,97,180.74,12652.07,70,186.41,174.09,2016
9,9,Adam Scott,79,180.23,9372.04,52,187.18,176.49,2016
10,10,Luke List,79,179.91,12413.89,69,184.56,173.91,2016
11,11,Rory McIlroy,69,179.3,8964.89,50,183.6,173.09,2016
12,12,Hudson Swafford,104,178.17,12472.21,70,187.66,169.26,2016
13,13,Charles Howell III,91,177.93,14767.83,83,181.43,170.38,2016
14,14,Jamie Lovemark,91,177.83,14048.74,79,183.25,172.4,2016
15,15,Patrick Rodgers,89,177.48,11358.95,64,182.8,170.63,2016
16,16,Jason Day,76,176.91,9907.13,56,180.88,172.34,2016
17,17,Brooks Koepka,75,176.68,9540.87,54,182.97,167.33,2016
18,18,Robert Garrigus,69,175.92,8972.16,51,179.13,169.13,2016
19,19,Brendan Steele,88,175.8,10723.86,61,179.89,170.33,2016
20,20,Rickie Fowler,80,175.78,10722.64,61,181.92,169.58,2016
21,21,Sergio Garcia,54,175.75,3515.02,20,178.94,171.28,2016
22,22,Charl Schwartzel,73,175.63,9132.72,52,181.98,169.71,2016
23,23,Harris English,97,175.27,12619.29,72,179.05,170.6,2016
24,24,Smylie Kaufman,91,175.24,12091.48,69,181.1,169.71,2016
25,25,Derek Ernst,59,174.89,7170.51,41,180.92,168.66,2016
26,26,Justin Thomas,99,174.83,13986.09,80,180.16,169.67,2016
27,27,Greg Owen,85,174.04,12182.66,70,177.73,165.98,2016
28,28,Jimmy Walker,85,174.01,11832.73,68,178.89,162.69,2016
29,29,Keegan Bradley,82,173.98,10960.75,63,177.74,162.45,2016
30,30,Ryan Palmer,86,173.89,13910.94,80,177.48,168.92,2016
31,31,Harold Varner III,92,173.76,13726.72,79,180.2,166.79,2016
32,32,Steven Bowditch,71,173.61,10069.23,58,178.66,168.19,2016
33,33,Martin Laird,82,173.6,11110.61,64,177.28,167.81,2016
34,34,Justin Rose,65,173.58,7116.58,41,177.36,168.72,2016
