RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE,Year
T392,T392,Stewart Hagestad,2,339,U.S. Open,1,9,618,2018
T392,T392,Scott Hend,8,339,WGC-HSBC Champ,2,14,766,2018
T392,T392,Wes Homan,2,339,The Greenbrier,2,6,771,2018
T392,T392,Jerry Kelly,9,339,AT&T Pebble,2,10,769,2018
T392,T392,Cooper Musselman,4,339,Barbasol Champ,2,14,823,2018
T392,T392,Chris Paisley,12,339,WGC-Mexico,1,15,240,2018
T392,T392,Kris Ventura,2,339,Quicken Loans,2,15,237,2018
T402,T402,Ryan Baca,4,338,Byron Nelson,1,15,243,2018
T402,T402,Shintaro Ban,2,338,U.S. Open,1,4,618,2018
T402,T402,Danthai Boonma,2,338,The Open,1,2,658,2018
T402,T402,Chip McDaniel,4,338,Barbasol Champ,3,14,823,2018
T406,T406,Bobby Gates,4,337,Houston Open,3,18,729,2018
T406,T406,Jason Gore,13,337,The Greenbrier,2,12,771,2018
T406,T406,Trevor Immelman,5,337,Puntacana,3,12,244,2018
T406,T406,Alex Kang,6,337,Shriners Hosp,2,2,538,2018
T406,T406,Logan Lagodich,2,337,The Greenbrier,2,13,771,2018
T406,T406,David Skinns,6,337,The RSM Classic,1,18,776,2018
T406,T406,Matt Wallace,8,337,U.S. Open,2,4,618,2018
T413,T413,Alexander Björk,8,336,WGC-Bridgestone,1,8,36,2018
T413,T413,George Coetzee,2,336,The Open,1,2,658,2018
T413,T413,Alexander Levy,15,336,U.S. Open,2,10,618,2018
T413,T413,Zander Lombard,4,336,The Open,1,2,658,2018
T413,T413,John Oda,24,336,Sony Open,1,8,6,2018
T413,T413,Josh Teater,8,336,Barbasol Champ,2,1,823,2018
T413,T413,Mark Wilson,29,336,Byron Nelson,3,9,243,2018
T420,T420,Derek Barron,2,335,Farmers Ins,2,9,4,2018
T420,T420,Jacob Bergeron,2,335,U.S. Open,1,3,618,2018
T420,T420,Kris Blanks,16,335,Byron Nelson,2,9,243,2018
T420,T420,Daniel Chopra,14,335,Puntacana,3,12,244,2018
T420,T420,Broc Everett,2,335,John Deere,2,14,669,2018
T425,T425,Jim Herman,25,334,The RSM Classic,4,7,776,2018
T425,T425,Dicky Pride,28,334,Byron Nelson,2,9,243,2018
T425,T425,David Solomon,3,334,AT&T Pebble,1,10,769,2018
T425,T425,Mitchell Sutton,2,334,Canadian Open,1,11,32,2018
T425,T425,Brendon Todd,12,334,Byron Nelson,1,9,243,2018
T430,T430,Frank Adams III,4,333,Barbasol Champ,2,9,823,2018
T430,T430,David Bransdon,2,333,U.S. Open,2,14,618,2018
T430,T430,Domenico Geminiani,2,333,Barbasol Champ,1,14,823,2018
T430,T430,Billy Hurley III,70,333,Shriners Hosp,2,12,538,2018
T430,T430,Omar Uresti,25,333,St. Jude,1,3,513,2018
T435,T435,Derek Bard,2,332,Sanderson Farms,1,14,746,2018
T435,T435,Will Claxton,9,332,Canadian Open,1,11,32,2018
T435,T435,Ben Crane,65,332,Canadian Open,2,8,32,2018
T435,T435,Chris Wilson,4,332,Barbasol Champ,1,2,823,2018
T439,T439,Grady Brame,4,331,Sanderson Farms,2,11,746,2018
T439,T439,Andrew Dodt,4,331,WGC-HSBC Champ,3,14,766,2018
T439,T439,J.T. Griffin,2,331,Wells Fargo,1,9,872,2018
T439,T439,Will Grimmer,4,331,U.S. Open,1,10,618,2018
T439,T439,Michael Lorenzo-Vera,8,331,PGA Championshi,1,12,534,2018
T439,T439,Sebastián Muñoz,6,331,U.S. Open,1,3,618,2018
T439,T439,Carl Pettersson,19,331,Byron Nelson,2,5,243,2018
T439,T439,Haydn Porteous,4,331,WGC-HSBC Champ,3,14,766,2018
T439,T439,Jack Senior,2,331,The Open,1,2,658,2018
T439,T439,Tim Wilkinson,10,331,U.S. Open,1,10,618,2018
T449,T449,Tom Lehman,2,330,The Open,1,1,658,2018
T449,T449,Henrik Norlander,4,330,The RSM Classic,4,18,776,2018
T449,T449,Geoff Ogilvy,45,330,The Greenbrier,1,13,771,2018
T449,T449,Dawie van der Walt,4,330,Houston Open,4,5,729,2018
T449,T449,Ryan Wenzler,2,330,Barbasol Champ,1,17,823,2018
T454,T454,Robert Allenby,19,329,Byron Nelson,1,9,243,2018
T454,T454,Dawson Armstrong,2,329,St. Jude,1,9,513,2018
T454,T454,Eric Axley,22,329,U.S. Open,1,9,618,2018
T454,T454,Jason Bohn,22,329,Wyndham Champ,1,15,752,2018
T454,T454,Kurt Kitayama,2,329,Safeway Open,2,14,552,2018
T454,T454,Collin Morikawa,4,329,Arnold Palmer,1,11,9,2018
T454,T454,Sung Joon Park,2,329,U.S. Open,2,14,618,2018
T454,T454,Eddie Pepperell,8,329,The Open,4,2,658,2018
T454,T454,Ted Purdy,4,329,Barbasol Champ,1,8,823,2018
T454,T454,John VanDerLaan,4,329,Barbasol Champ,1,13,823,2018
T464,T464,Russell Budd,2,328,Canadian Open,2,10,32,2018
T464,T464,Jesse Droemer,2,328,Texas Open,1,10,770,2018
T464,T464,Seungsu Han,12,328,Puntacana,3,12,244,2018
T464,T464,Oliver Wilson,2,328,The Open,1,2,658,2018
T468,T468,Chris Babcock,2,327,U.S. Open,1,14,618,2018
T468,T468,Justin YW Kim,2,327,Canadian Open,2,6,32,2018
T468,T468,Scott McCarron,2,327,THE PLAYERS,1,1,11,2018
T468,T468,Brian Norman,2,327,Byron Nelson,2,15,243,2018
T468,T468,Zachary Olsen,2,327,St. Jude,1,3,513,2018
T468,T468,Chad Proehl,2,327,John Deere,1,8,669,2018
T468,T468,Lee Westwood,7,327,The Open,1,2,658,2018
T468,T468,Timothy Wiseman,2,327,U.S. Open,1,10,618,2018
T476,T476,Craig Barlow,6,326,John Deere,1,17,669,2018
T476,T476,Roberto Castro,2,326,U.S. Open,1,14,618,2018
T476,T476,Ashley Hall,4,326,WGC-HSBC Champ,3,14,766,2018
T476,T476,Stewart Jolly,2,326,Wyndham Champ,1,2,752,2018
T476,T476,WC Liang,6,326,U.S. Open,2,9,618,2018
T481,T481,Austin Connelly,2,325,Canadian Open,2,3,32,2018
T481,T481,Rhys Enoch,4,325,The Open,3,1,658,2018
T481,T481,Sam Fidone,2,325,Canadian Open,2,3,32,2018
T481,T481,Marty Jertson,2,325,PGA Championshi,1,10,534,2018
T481,T481,Anthony Paolucci,2,325,Safeway Open,1,1,552,2018
T481,T481,James Robinson,2,325,The Open,1,1,658,2018
T481,T481,Jordan L Smith,8,325,WGC-HSBC Champ,3,14,766,2018
T481,T481,Blake Taylor,2,325,The Greenbrier,2,6,771,2018
T489,T489,Todd Fanning,2,324,Canadian Open,2,8,32,2018
T489,T489,John Huston,2,324,Barbasol Champ,1,15,823,2018
T489,T489,Ben Kern,4,324,PGA Championshi,2,8,534,2018
T489,T489,Phachara Khongwatmai,8,324,WGC-HSBC Champ,2,14,766,2018
T489,T489,Tyler Torano,2,324,Farmers Ins,2,13,4,2018
T489,T489,Brett Wetterich,2,324,Barbasol Champ,1,13,823,2018
T489,T489,Chris Wood,10,324,The Open,3,1,658,2018
T496,T496,Ken Duke,43,323,Byron Nelson,2,9,243,2018
T496,T496,Sungjae Im,6,323,U.S. Open,1,9,618,2018
T496,T496,Daisuke Kataoka,8,323,Sony Open,3,5,6,2018
T496,T496,Colt Knost,28,323,Shriners Hosp,1,12,538,2018
T496,T496,Tatsuya Kodai,2,323,Sony Open,2,10,6,2018
T496,T496,Richard Lee,4,323,Phoenix Open,1,17,510,2018
T496,T496,Sulman Raza,6,323,U.S. Open,2,14,618,2018
T496,T496,Curtis Reed,2,323,Texas Open,1,10,770,2018
T496,T496,Ben Wolcott,2,323,Sanderson Farms,1,3,746,2018
T505,T505,Marc-Étienne Bussières,2,322,Canadian Open,1,11,32,2018
T505,T505,Kevin Foley,2,322,Barbasol Champ,1,8,823,2018
T505,T505,Yuxin Lin,4,322,Masters,1,2,14,2018
T505,T505,Manav Shah,2,322,John Deere,2,2,669,2018
T505,T505,Ryan Vermeer,2,322,PGA Championshi,2,12,534,2018
510,510,Jason Schmuhl,4,321,Safeway Open,1,12,552,2018
T511,T511,Adam D'Amario,2,320,Travelers Champ,1,12,503,2018
T511,T511,James Driscoll,6,320,Travelers Champ,2,1,503,2018
T511,T511,Santiago Rivas,4,320,Puntacana,3,12,244,2018
T511,T511,Heath Slocum,14,320,Barbasol Champ,2,17,823,2018
T511,T511,Brian Smock,2,320,PGA Championshi,1,17,534,2018
T516,T516,Bob Estes,17,319,St. Jude,2,3,513,2018
T516,T516,Richard Sterne,4,319,WGC-HSBC Champ,3,14,766,2018
T516,T516,Bobby Wyatt,2,319,Safeway Open,1,18,552,2018
T519,T519,Ben Crancer,2,318,St. Jude,2,6,513,2018
T519,T519,Jason Scrivener,2,318,U.S. Open,1,14,618,2018
T519,T519,Greyson Sigg,4,318,The RSM Classic,2,11,776,2018
T519,T519,Chris Smith,2,318,Barbasol Champ,1,8,823,2018
T523,T523,Arjun Atwal,14,317,Wyndham Champ,2,5,752,2018
T523,T523,Thomas Curtis,2,317,The Open,1,2,658,2018
T523,T523,Seunghyuk Kim,6,317,Genesis Open,1,15,500,2018
T523,T523,Philip Knowles,2,317,RBC Heritage,2,6,12,2018
T523,T523,Donny Lee,2,317,Arnold Palmer,1,15,9,2018
T523,T523,Ashton Turner,2,317,The Open,2,2,658,2018
T529,T529,Yi Cao,4,316,WGC-HSBC Champ,1,18,766,2018
T529,T529,John Mallinger,2,316,Farmers Ins,2,18,104,2018
T531,T531,Neal Lancaster,4,315,Barbasol Champ,3,12,823,2018
T531,T531,Charlie Wi,14,315,John Deere,1,10,669,2018
533,533,Mikko Korhonen,2,314,PGA Championshi,2,12,534,2018
T534,T534,Matthew Borchert,2,313,PGA Championshi,1,7,534,2018
T534,T534,Michael Bradley,4,313,Barbasol Champ,1,17,823,2018
T534,T534,Dudley Hart,3,313,Barbasol Champ,1,4,823,2018
T534,T534,Sean Jacklin,2,313,Mayakoba,2,13,733,2018
T534,T534,Carlos Ortiz,4,313,Mayakoba,1,13,733,2018
T534,T534,Marc Turnesa,8,313,Barbasol Champ,2,17,823,2018
T540,T540,Paul Goydos,4,312,Arnold Palmer,4,16,9,2018
T540,T540,Craig Hocknull,2,312,PGA Championshi,2,12,534,2018
T542,T542,David Muttitt,2,311,PGA Championshi,2,4,534,2018
T542,T542,Shawn Warren,2,311,PGA Championshi,2,12,534,2018
T544,T544,Shane Bertsch,4,310,Wyndham Champ,1,5,752,2018
T544,T544,Keith Clearwater,4,310,Fort Worth Invt,1,1,21,2018
T544,T544,Fred Couples,4,310,Masters,1,2,14,2018
T544,T544,Mike Hendry,6,310,The Open,2,2,658,2018
T544,T544,Peter Jacobsen,3,310,AT&T Pebble,2,10,769,2018
T544,T544,Spencer Levin,6,310,Barbasol Champ,1,17,823,2018
T544,T544,Jovan Rebula,2,310,The Open,2,2,658,2018
T551,T551,Shaun Micheel,10,309,Sanderson Farms,2,11,746,2018
T551,T551,Adrian Otaegui,4,309,PGA Championshi,1,12,534,2018
T551,T551,Casey Wittenberg,4,309,St. Jude,2,9,513,2018
T551,T551,JJ Wood,2,309,Houston Open,1,17,729,2018
T551,T551,Y.E. Yang,2,309,PGA Championshi,1,12,534,2018
T556,T556,Mark Calcavecchia,2,308,The Open,2,2,658,2018
T556,T556,Andrew Filbert,4,308,Honda Classic,2,14,734,2018
T556,T556,Matthew Griffin,4,308,WGC-HSBC Champ,3,14,766,2018
T556,T556,Grover Justice,2,308,Barbasol Champ,2,17,823,2018
T556,T556,Skip Kendall,2,308,Barbasol Champ,1,13,823,2018
T561,T561,Devin Gee,2,307,The Greenbrier,1,11,771,2018
T561,T561,Sandy Lyle,4,307,Masters,2,2,14,2018
T563,T563,Jay Don Blake,4,306,Barbasol Champ,2,2,823,2018
T563,T563,Bob Sowards,2,306,PGA Championshi,2,18,534,2018
T565,T565,Greg Kraft,2,305,Barbasol Champ,2,2,823,2018
T565,T565,Dan McCarthy,2,305,The RSM Classic,1,18,776,2018
T565,T565,Phil Schmitt,2,305,Sanderson Farms,1,9,746,2018
T565,T565,Fabrizio Zanotti,10,305,Puntacana,3,12,244,2018
T569,T569,Rich Beem,2,304,PGA Championshi,2,11,534,2018
T569,T569,Julio Santos,4,304,Puntacana,3,12,244,2018
T569,T569,Hiram Silfa,2,304,Puntacana,1,12,244,2018
T572,T572,Daniel Balin,2,303,PGA Championshi,2,12,534,2018
T572,T572,Rafael Campos,2,303,Puntacana,2,7,244,2018
T572,T572,Frank Lickliter II,6,303,Puntacana,1,12,244,2018
T572,T572,Jordan Niebrugge,2,303,Mayakoba,2,13,733,2018
T572,T572,George Riley,2,303,Puntacana,2,12,244,2018
T572,T572,Graeme Storm,4,303,WGC-HSBC Champ,4,14,766,2018
T578,T578,Paul Broadhurst,2,302,PGA Championshi,1,1,534,2018
