RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS,FASTEST SPEED,SLOWEST SPEED,Year
51,55,Scottie Scheffler,82,116.54,30533.57,262,121.17,520688418,2020
52,53,Rhein Gibson,54,116.5,11999.71,103,122.93,170004309,2020
53,54,Carlos Ortiz,72,116.42,24564.34,211,131.6,50729304,2020
54,56,Kevin Chappell,41,116.37,15244.46,131,121.13,30552409,2020
55,57,Paul Casey,56,116.35,18034.74,155,120.74,160704316,2020
56,58,Pat Perez,59,116.3,15584.59,134,121.62,500700109,2020
57,59,Justin Thomas,66,116.23,19526.94,168,120.01,485895104,2020
58,60,Xinjun Zhang,77,116.22,25335.95,218,120.67,50729113,2020
59,61,Sebastian Cappelen,55,116.15,14635.29,126,121.92,50729413,2020
60,62,Tommy Fleetwood,40,116.12,13005.97,112,119.47,485895212,2020
61,63,Stewart Cink,51,115.81,20498.78,177,119.34,405012205,2020
62,64,Patrick Cantlay,46,115.79,16210.12,140,120.03,500700114,2020
63,66,Daniel Berger,64,115.68,24640.16,213,120.89,465023115,2020
64,65,Hideki Matsuyama,74,115.63,27751.11,240,119.42,180510108,2020
65,68,Harris English,76,115.61,29480.7,255,118.92,50729417,2020
66,71,Sungjae Im,94,115.51,35693.53,309,127.46,520688218,2020
67,69,Corey Conners,74,115.43,23085.51,200,119.12,510896418,2020
68,70,Justin Rose,38,115.37,14998.07,130,122.83,395021303,2020
69,72,Maverick McNealy,80,115.23,24083.56,209,121.13,395021403,2020
70,74,Marc Leishman,61,115.22,16360.77,142,120.42,520688104,2020
71,73,Matt Wallace,44,115.2,16243.21,141,123.98,405012405,2020
72,78,Mackenzie Hughes,70,115.14,28554.16,248,120.62,520688304,2020
73,75,Ben Taylor,44,115.08,10126.62,88,118.28,415876217,2020
74,76,Aaron Wise,49,115.05,12540.35,109,119.37,230734418,2020
75,77,Matt Jones,76,115.02,23463.47,204,120.82,40538313,2020
76,79,Beau Hossler,71,114.93,23446.19,204,134.08,110776215,2020
77,80,Jimmy Walker,46,114.87,13669.88,119,118.64,240009112,2020
78,81,Shane Lowry,44,114.76,14459.52,126,129.68,490752415,2020
79,82,Doc Redman,82,114.74,28569.37,249,120.38,485895404,2020
80,T85,Tyrrell Hatton,42,114.68,16628.55,145,119.56,520688101,2020
81,83,Sung Kang,73,114.58,21999.04,192,118.32,445893117,2020
82,84,Ryan Palmer,68,114.54,24282.77,212,120.32,230734418,2020
T83,T85,Keegan Bradley,68,114.4,20133.75,176,117.76,180510313,2020
T83,T85,Danny Lee,69,114.4,23909.51,209,119.89,40538103,2020
85,88,Scott Stallings,71,114.33,16806.98,147,119.88,470883412,2020
T86,T89,Branden Grace,43,114.32,13032.98,114,120.52,180510413,2020
T86,T89,Martin Laird,39,114.32,11089.31,97,120.67,170004304,2020
88,91,Matthew NeSmith,72,114.26,18738.97,164,119.81,490752118,2020
89,92,Joseph Bramlett,57,114.12,10955.12,96,119.47,10771411,2020
90,93,Jordan Spieth,62,114.05,17221.63,151,117.95,220240104,2020
91,94,Patton Kizzire,55,114.04,16079.48,141,117.58,180510313,2020
92,95,Michael Gellerman,46,113.84,10245.48,90,118.09,50729113,2020
T93,T96,Emiliano Grillo,69,113.79,18433.28,162,117.61,230734210,2020
T93,T96,Bill Haas,46,113.79,12744.4,112,118.63,50729117,2020
95,98,Charley Hoffman,63,113.77,19908.97,175,121.74,500700114,2020
96,99,Rickie Fowler,44,113.69,15802.65,139,117.23,180510115,2020
97,100,Byeong Hun An,75,113.68,25464.95,224,120.84,180510213,2020
98,101,Billy Horschel,79,113.67,26370.67,232,117.26,510896317,2020
99,103,Collin Morikawa,80,113.56,27709.77,244,117.74,485895306,2020
100,104,Russell Knox,67,113.55,20326.14,179,117.96,415876217,2020
101,105,Sepp Straka,70,113.52,23158.37,204,119.45,405012405,2020
T102,T106,Dominic Bozzelli,38,113.49,7376.79,65,136.84,415876214,2020
T102,T106,Lucas Glover,67,113.49,18385.78,162,119.0,470883212,2020
104,108,Si Woo Kim,78,113.47,26665.52,235,117.92,40538316,2020
105,109,Dylan Frittelli,82,113.44,26317.5,232,119.7,485895204,2020
106,102,Kevin Na,71,113.41,25857.38,228,128.4,485895212,2020
T107,T110,Nelson Ledesma,42,113.29,8836.25,78,117.48,50729313,2020
T107,T110,Roger Sloan,55,113.29,13255.25,117,134.77,40538113,2020
109,112,Viktor Hovland,74,113.14,27154.7,240,118.98,510896202,2020
110,113,Andrew Putnam,46,113.09,11535.38,102,117.91,40538211,2020
111,114,J.T. Poston,78,113.05,23854.49,211,117.71,230734118,2020
112,115,Robert Streb,54,113.02,10058.62,89,116.14,415876212,2020
113,116,Harold Varner III,74,113.01,22488.09,199,117.16,30552309,2020
114,117,Henrik Norlander,74,112.99,19321.41,171,115.85,415876117,2020
115,118,Jim Herman,60,112.98,19772.03,175,123.43,50729315,2020
T116,T120,Chesson Hadley,62,112.86,15348.62,136,117.04,395021303,2020
T116,T120,Denny McCarthy,81,112.86,23023.88,204,117.08,465023115,2020
118,122,Kevin Streelman,73,112.85,25391.55,225,120.63,230734314,2020
119,123,Danny Willett,40,112.84,11396.44,101,116.81,483513203,2020
120,125,K.H. Lee,76,112.74,23449.62,208,118.92,160704109,2020
121,126,D.J. Trahan,49,112.48,11023.16,98,117.14,50729313,2020
T122,T127,Matt Fitzpatrick,54,112.43,17988.75,160,118.3,483513316,2020
T122,T127,Ben Martin,38,112.43,7982.37,71,116.25,490752205,2020
124,129,Louis Oosthuizen,48,112.41,15513.02,138,120.46,485895104,2020
125,130,Mark Hubbard,86,112.4,32370.53,288,119.97,180510313,2020
126,131,Hank Lebioda,57,112.32,15387.68,137,115.23,50729117,2020
127,135,Cameron Smith,64,112.31,20327.28,181,115.45,510896417,2020
128,132,"Ted Potter, Jr.",46,112.29,14260.3,127,115.64,180510103,2020
129,133,Chris Baker,53,112.22,13915.41,124,117.59,170004304,2020
130,134,Peter Malnati,61,112.21,18963.72,169,118.97,50729304,2020
131,136,Zack Sucher,38,112.12,9081.74,81,114.86,170004109,2020
132,137,Kramer Hickok,51,112.04,14005.03,125,115.81,415876112,2020
133,138,Tom Hoge,74,111.97,24969.27,223,117.49,510896118,2020
134,139,Kevin Kisner,73,111.96,23399.25,209,117.02,405012205,2020
135,140,Adam Hadwin,65,111.91,22941.02,205,116.15,485895306,2020
136,141,J.J. Spaun,62,111.81,17665.26,158,116.95,110776209,2020
T137,T142,Joel Dahmen,79,111.79,24929.19,223,117.37,485895306,2020
T137,T142,Matt Every,47,111.79,14756.39,132,118.07,50729213,2020
139,144,Josh Teater,43,111.78,11177.96,100,114.77,470883212,2020
140,145,Abraham Ancer,74,111.72,25249.37,226,114.95,240009104,2020
141,147,James Hahn,36,111.69,11950.92,107,115.1,40538209,2020
142,148,Richy Werenski,60,111.62,20091.75,180,115.01,510896201,2020
143,149,Scott Piercy,66,111.58,17295.48,155,121.47,40538102,2020
144,150,Scott Brown,64,111.57,19524.12,175,118.02,500700109,2020
T145,T151,Bronson Burgoon,55,111.4,15930.35,143,119.22,50729415,2020
T145,T151,Bo Hoag,71,111.4,18269.94,164,115.42,470883118,2020
T145,T151,Troy Merritt,72,111.4,20608.84,185,115.26,405012105,2020
148,155,Aaron Baddeley,49,111.37,17819.66,160,114.96,470883418,2020
149,156,Anirban Lahiri,35,111.26,7454.62,67,114.53,40538216,2020
150,157,Bud Cauley,65,111.25,22583.71,203,117.33,180510215,2020
151,158,Chase Seiffert,56,111.21,12455.2,112,115.45,50729108,2020
152,159,Doug Ghim,44,111.18,9672.93,87,113.98,395021203,2020
153,160,Webb Simpson,52,111.12,20223.51,182,114.95,483513316,2020
154,161,Wes Roach,42,111.05,7662.26,69,118.72,50729104,2020
155,162,Austin Cook,64,110.78,20161.82,182,115.21,50729404,2020
156,163,Robby Shelton,75,110.69,23799.26,215,116.57,410503106,2020
157,164,Adam Long,88,110.52,28071.59,254,114.23,470883418,2020
158,165,Rob Oppenheim,65,110.42,17887.27,162,115.65,230734218,2020
159,166,Brice Garnett,58,110.4,16891.64,153,115.01,230734206,2020
160,167,Graeme McDowell,48,110.39,12363.71,112,114.44,240009104,2020
161,169,Bo Van Pelt,45,110.27,14335.47,130,115.15,40538116,2020
162,170,Nick Taylor,59,110.18,18620.1,169,115.93,30552413,2020
163,171,Mark Anderson,51,110.11,11341.75,103,114.76,30552213,2020
164,172,Cameron Percy,49,109.99,11548.88,105,113.68,470883203,2020
165,173,Rafa Cabrera Bello,53,109.94,17150.67,156,114.34,470883318,2020
166,174,Zach Johnson,61,109.89,18790.88,171,112.36,500700109,2020
T167,T175,Russell Henley,67,109.87,23730.99,216,115.06,510896315,2020
T167,T175,Ian Poulter,48,109.87,16919.87,154,113.19,405012405,2020
169,177,Michael Thompson,62,109.83,24602.99,224,116.23,470883418,2020
170,178,Brian Harman,78,109.81,31076.44,283,114.97,490752415,2020
171,179,Rory Sabbatini,66,109.75,20852.09,190,114.27,230734103,2020
172,180,Chris Stroud,48,109.61,15674.71,143,122.18,415876312,2020
173,181,Jason Dufner,62,109.54,21251.45,194,115.7,490752215,2020
T174,T182,Nate Lashley,52,109.53,14567.87,133,114.18,485895304,2020
T174,T182,C.T. Pan,56,109.53,15881.78,145,114.27,485895212,2020
176,184,Tyler Duncan,83,109.42,26918.12,246,120.85,510896118,2020
177,185,Brian Gay,67,109.21,22606.17,207,115.63,405012218,2020
178,186,Kyle Stanley,57,109.15,17573.1,161,114.97,50729413,2020
179,187,Matt Kuchar,56,108.98,17655.23,162,119.8,510896203,2020
180,188,Ryan Moore,48,108.93,15033.02,138,111.39,405012105,2020
181,189,Brandt Snedeker,53,108.79,20343.52,187,113.84,485895304,2020
182,190,Andrew Landry,63,108.78,24040.93,221,113.61,180510314,2020
183,191,Fabián Gómez,59,108.36,14194.61,131,110.95,40538203,2020
184,192,Arjun Atwal,35,108.27,8661.58,80,112.48,470883212,2020
185,193,Zac Blair,70,108.0,18251.47,169,112.72,395021411,2020
186,194,Chez Reavie,77,107.83,21890.39,203,132.0,485895215,2020
187,T195,Brendon Todd,86,107.29,30577.24,285,111.19,50729104,2020
188,T195,Vaughn Taylor,61,107.2,18331.9,171,111.9,410503110,2020
189,197,Tim Wilkinson,50,106.85,10471.54,98,110.44,160704416,2020
190,198,Ryan Armour,60,106.1,17825.54,168,109.27,405012305,2020
191,199,David Hearn,55,105.26,13157.54,125,108.54,230734218,2020
T192,T200,Jim Furyk,39,105.24,13366.11,127,109.58,110776315,2020
T192,T200,Brian Stuard,83,105.24,24204.96,230,109.09,40538313,2020
1,1,Bryson DeChambeau,83,132.25,21425.03,162,138.39,50538311,2021
2,2,Cameron Champ,79,127.45,23577.75,185,132.38,430669202,2021
3,3,Brandon Hagy,82,124.45,28126.81,226,129.95,420876317,2021
4,4,Luke List,91,123.87,38400.74,310,128.57,330665214,2021
5,5,Will Gordon,92,123.73,32046.36,259,130.32,260734306,2021
6,6,Matthew Wolff,60,123.71,18308.94,148,128.72,420876217,2021
7,7,Ryan Brehm,62,123.23,17498.9,142,128.6,430669217,2021
8,8,Gary Woodland,74,123.17,19707.07,160,128.03,340872310,2021
9,9,Rory McIlroy,77,122.87,26416.44,215,130.11,340872316,2021
10,10,Jhonattan Vegas,90,122.79,33153.39,270,126.35,260734206,2021
11,11,Martin Trainer,63,121.92,22434.09,184,126.17,410503110,2021
12,12,Tyler McCumber,70,121.91,25114.4,206,127.22,385902112,2021
13,13,Kevin Tway,68,121.89,24012.46,197,128.15,430669115,2021
14,14,Adam Schenk,110,121.39,40179.36,331,126.6,420876404,2021
T15,T15,Scott Harrington,85,120.86,28524.09,236,126.3,50538116,2021
T15,T15,Keith Mitchell,88,120.86,29973.73,248,125.22,385902106,2021
17,17,Kris Ventura,78,120.65,24492.5,203,126.05,330665214,2021
18,18,Brooks Koepka,66,120.62,20867.5,173,124.03,410503306,2021
19,19,Sergio Garcia,79,120.54,32667.36,271,124.22,250011211,2021
20,20,Charl Schwartzel,90,120.43,34564.5,287,125.76,250011116,2021
21,21,Adam Scott,72,120.04,19327.08,161,122.95,510886118,2021
22,22,Dustin Johnson,75,119.91,23742.47,198,126.32,520882316,2021
T23,T23,Joaquin Niemann,105,119.69,38180.99,319,124.46,530688413,2021
T23,T23,Hudson Swafford,82,119.69,29563.04,247,124.19,510886318,2021
25,25,Michael Gligic,88,119.51,32268.16,270,123.82,50538113,2021
26,26,Sam Burns,88,119.43,35590.5,298,124.51,50538313,2021
27,27,Wyndham Clark,84,119.37,5610.56,47,122.92,50538111,2021
28,28,Patrick Rodgers,106,119.32,37227.24,312,125.45,250011116,2021
29,29,Nick Watney,62,118.96,20461.51,172,123.77,170704211,2021
30,30,Xander Schauffele,83,118.93,22596.0,190,125.19,510886107,2021
31,31,Will Zalatoris,90,118.9,27822.79,234,123.3,250011314,2021
32,32,Joseph Bramlett,84,118.81,27208.15,229,123.42,370021203,2021
T33,T33,Dylan Frittelli,78,118.75,26837.68,226,125.49,90897112,2021
T33,T33,Bubba Watson,77,118.75,20900.35,176,124.52,250011116,2021
35,35,Jon Rahm,86,118.72,24693.7,208,123.19,530688307,2021
36,36,Tony Finau,97,118.71,33002.43,278,126.17,250011216,2021
37,37,Cam Davis,94,118.64,42355.45,357,123.63,310012415,2021
38,38,Pat Perez,104,118.61,34752.91,293,124.01,510886107,2021
39,39,Lanto Griffin,95,118.51,29983.35,253,123.44,250011211,2021
40,40,Sebastián Muñoz,105,118.31,37739.85,319,123.63,420876317,2021
41,41,Jason Kokrak,95,118.1,33541.68,284,122.41,420876414,2021
42,42,Grayson Murray,53,118.09,15942.44,135,146.48,10552209,2021
43,43,Cameron Tringale,94,118.06,33410.72,283,123.45,50538313,2021
44,44,Charles Howell III,70,117.78,23320.47,198,121.67,240009216,2021
45,45,Erik van Rooyen,85,117.63,29407.42,250,123.63,340872115,2021
46,46,Phil Mickelson,74,117.58,20694.16,176,121.34,520882208,2021
47,47,Alex Noren,86,117.52,33023.07,281,123.58,60878407,2021
48,48,Rafael Campos,64,117.43,19492.79,166,122.08,430669217,2021
49,49,Sam Ryder,94,117.39,29230.64,249,123.46,430669317,2021
50,50,Max Homa,93,117.35,29337.77,250,122.36,330665414,2021
51,51,Talor Gooch,97,117.28,37294.35,318,123.87,180004413,2021
52,52,Jason Day,68,117.26,23920.39,204,121.94,50538113,2021
53,53,Seamus Power,58,117.19,22970.0,196,121.12,420876417,2021
54,54,Matt Jones,104,117.14,38655.61,330,122.21,370021203,2021
55,55,Justin Thomas,87,117.01,27614.6,236,121.08,150656415,2021
56,56,Charley Hoffman,103,116.96,32280.74,276,122.98,40746405,2021
57,57,Scottie Scheffler,109,116.94,37419.45,320,121.9,60878118,2021
58,58,Vince Whaley,88,116.72,26377.63,226,120.75,370021403,2021
59,59,J.B. Holmes,50,116.68,21002.65,180,125.71,340872110,2021
60,60,Viktor Hovland,90,116.64,33009.82,283,121.69,340872409,2021
T61,T61,Stewart Cink,90,116.63,35106.52,301,120.67,310012205,2021
T61,T61,Ryan Palmer,81,116.63,25075.18,215,121.09,330665314,2021
63,63,Tom Lewis,88,116.61,34283.38,294,120.95,360697216,2021
64,64,Harry Higgs,82,116.55,36364.03,312,122.74,260734218,2021
65,65,Carlos Ortiz,95,116.36,38746.51,333,119.38,10552116,2021
66,66,Maverick McNealy,84,116.27,35114.8,302,122.22,460883318,2021
67,67,Brendan Steele,82,116.26,29181.34,251,120.83,380023311,2021
T68,T68,Patrick Cantlay,85,116.22,32191.97,277,119.16,50538409,2021
T68,T68,Paul Casey,75,116.22,27660.27,238,122.32,520882404,2021
70,70,Matthew NeSmith,90,116.2,29515.01,254,121.51,420876414,2021
71,71,Aaron Wise,82,115.98,32591.22,281,120.58,260734218,2021
72,72,Tommy Fleetwood,65,115.97,16584.11,143,121.11,70881404,2021
73,73,Scott Stallings,84,115.95,27363.24,236,120.99,340872209,2021
74,74,Xinjun Zhang,72,115.87,21900.16,189,120.11,260734110,2021
75,75,Ben Taylor,56,115.85,15523.5,134,120.9,10552409,2021
76,76,Daniel Berger,87,115.78,30102.73,260,120.02,370021101,2021
77,77,Hideki Matsuyama,96,115.7,32279.99,279,120.27,60878104,2021
78,78,Ben Martin,54,115.61,17225.62,149,120.82,340872307,2021
79,79,Doc Redman,84,115.52,33500.45,290,120.75,385902304,2021
80,80,Corey Conners,107,115.51,40543.82,351,120.92,360697316,2021
81,81,Shane Lowry,79,115.4,26195.18,227,119.09,360697216,2021
82,82,Harris English,95,115.37,28266.21,245,119.14,60878207,2021
83,83,Robert Streb,84,115.36,34377.74,298,120.37,260734218,2021
84,84,Beau Hossler,92,115.3,35628.31,309,120.39,430669117,2021
85,85,Michael Gellerman,51,115.28,15331.65,133,118.84,420876117,2021
T86,T86,Danny Lee,61,115.25,23049.56,200,121.83,385902412,2021
T86,T86,Patrick Reed,81,115.25,27198.19,236,119.65,370021103,2021
88,88,Byeong Hun An,86,115.22,32838.7,285,118.33,460883112,2021
89,89,Rickie Fowler,78,115.11,28661.6,249,120.21,60878207,2021
90,90,Justin Rose,58,115.04,16450.46,143,119.98,330665114,2021
91,91,Sungjae Im,127,115.01,52099.27,453,119.98,385902213,2021
92,92,Tyrrell Hatton,63,114.93,19078.37,166,119.44,385902404,2021
93,93,Branden Grace,87,114.92,25856.31,225,137.52,240009415,2021
94,94,Matt Wallace,60,114.89,12983.05,113,119.43,310012405,2021
T95,T95,Jim Herman,66,114.8,26060.59,227,118.99,250011111,2021
T95,T95,Henrik Norlander,88,114.8,35474.56,309,118.41,420876317,2021
T95,T95,Roger Sloan,88,114.8,28239.68,246,126.04,340872207,2021
98,98,Scott Brown,84,114.77,29839.39,260,120.39,330665105,2021
99,99,Jimmy Walker,74,114.74,26274.5,229,119.67,50538111,2021
T100,T100,Patton Kizzire,102,114.71,42212.65,368,120.16,340872209,2021
T100,T100,Marc Leishman,83,114.71,23171.91,202,121.21,350894312,2021
102,102,Sebastian Cappelen,60,114.69,17432.28,152,120.07,260734218,2021
103,103,Jordan Spieth,92,114.59,33919.97,296,117.63,240009406,2021
104,104,Emiliano Grillo,100,114.57,33109.36,289,118.84,50538409,2021
T105,T105,Keegan Bradley,90,114.5,33089.53,289,118.33,360697316,2021
T105,T105,Rhein Gibson,62,114.5,17862.41,156,120.18,500752111,2021
107,107,Martin Laird,82,114.47,27817.36,243,120.32,330665214,2021
108,108,Matt Fitzpatrick,69,114.37,23902.3,209,120.5,385902112,2021
109,109,Chesson Hadley,78,114.31,25719.61,225,118.16,340872115,2021
110,110,Collin Morikawa,83,114.07,25209.0,221,119.33,250011116,2021
111,111,Sean O'Hair,55,114.04,20185.88,177,118.71,420876104,2021
112,112,J.T. Poston,87,113.92,35314.96,310,118.43,250011116,2021
113,113,Hunter Mahan,59,113.91,20504.63,180,117.94,50538213,2021
114,114,Si Woo Kim,97,113.7,38543.91,339,120.35,350894318,2021
115,115,Lee Westwood,65,113.69,21828.0,192,118.24,250011416,2021
116,116,Billy Horschel,97,113.66,26937.23,237,118.38,510886207,2021
117,117,"Ted Potter, Jr.",68,113.64,27272.46,240,117.68,410503206,2021
118,118,Aaron Baddeley,60,113.63,15680.88,138,118.06,460883403,2021
119,119,Bill Haas,50,113.59,16697.31,147,117.76,385902412,2021
120,120,Cameron Smith,89,113.55,28500.46,251,117.06,490513113,2021
121,121,Sepp Straka,100,113.53,33603.96,296,118.77,310012315,2021
122,122,Danny Willett,51,113.46,10778.79,95,116.93,330665114,2021
123,123,Harold Varner III,96,113.43,38566.15,340,118.78,240009404,2021
124,124,Bronson Burgoon,76,113.42,27900.8,246,119.26,350894312,2021
125,125,James Hahn,72,113.21,29095.31,257,118.89,210500417,2021
126,126,Kramer Hickok,71,113.2,28865.09,255,118.88,430669105,2021
127,127,Camilo Villegas,81,113.12,27374.53,242,117.18,420876307,2021
128,128,K.H. Lee,110,113.01,43847.77,388,117.34,250011116,2021
129,129,Peter Malnati,84,112.95,31852.31,282,117.63,330665116,2021
130,130,Anirban Lahiri,68,112.9,27321.88,242,116.53,510886408,2021
131,131,Scott Piercy,85,112.86,32955.83,292,121.98,50538203,2021
132,132,Jason Dufner,88,112.83,38249.14,339,117.41,330665414,2021
T133,T133,Chris Baker,62,112.77,17028.29,151,117.18,430669217,2021
T133,T133,Michael Kim,75,112.77,23342.36,207,116.51,460883418,2021
135,135,Kevin Streelman,102,112.74,36416.37,323,118.47,10552209,2021
136,136,Robby Shelton,86,112.73,31790.21,282,117.64,370021214,2021
137,137,Lucas Glover,98,112.41,33497.82,298,116.61,260734418,2021
138,138,Kevin Na,90,112.4,33383.4,297,117.96,330665214,2021
139,139,Hank Lebioda,74,112.39,26749.65,238,116.56,420876414,2021
T140,T140,Mackenzie Hughes,94,112.35,30109.37,268,118.15,90897301,2021
T140,T140,D.J. Trahan,70,112.35,21570.79,192,116.16,260734218,2021
142,142,Louis Oosthuizen,81,112.25,23573.29,210,115.63,460883312,2021
143,143,Nick Taylor,94,112.16,37798.25,337,117.37,310012215,2021
144,144,Bo Hoag,93,112.14,35099.99,313,118.01,260734218,2021
145,145,Richy Werenski,94,112.06,40454.43,361,116.97,340872409,2021
146,146,Denny McCarthy,94,111.99,34829.61,311,115.78,330665305,2021
T147,T147,Tom Hoge,100,111.95,38512.22,344,117.7,60878204,2021
T147,T147,Troy Merritt,104,111.95,33136.16,296,117.75,10552209,2021
149,149,Adam Hadwin,90,111.93,33468.37,299,118.91,260734218,2021
T150,T150,Kevin Kisner,83,111.78,27610.85,247,116.29,500752415,2021
T150,T150,Chase Seiffert,84,111.78,27609.2,247,116.92,260734410,2021
152,152,Sung Kang,90,111.73,30503.57,273,117.47,370021403,2021
153,153,Russell Knox,96,111.68,39534.37,354,115.87,350894218,2021
154,154,Andrew Putnam,95,111.61,34599.18,310,117.9,460883112,2021
155,155,Brandt Snedeker,90,111.52,34235.9,307,117.99,250011205,2021
156,156,Nelson Ledesma,54,111.5,17394.58,156,117.75,420876217,2021
157,157,Rafa Cabrera Bello,76,111.49,23969.83,215,117.03,460883312,2021
158,158,Josh Teater,54,111.41,17157.47,154,114.52,460883312,2021
159,159,Bo Van Pelt,78,111.37,21716.89,195,116.36,440884105,2021
T160,T160,Joel Dahmen,88,111.34,29394.33,264,117.03,460883306,2021
T160,T160,Doug Ghim,90,111.34,31843.19,286,115.24,250011314,2021
162,162,Mark Hubbard,102,111.27,43505.23,391,117.03,500752415,2021
163,163,C.T. Pan,82,111.25,31929.97,287,117.19,260734118,2021
164,164,Adam Long,87,111.24,30812.97,277,116.09,460883412,2021
165,165,Chris Kirk,90,111.15,35678.38,321,116.11,510886218,2021
166,166,Luke Donald,58,111.04,20431.76,184,116.25,385902304,2021
167,167,Webb Simpson,77,110.93,20632.99,186,115.54,520882108,2021
168,168,Russell Henley,87,110.91,33495.58,302,116.31,60878407,2021
169,169,Cameron Percy,85,110.83,32250.15,291,114.91,10552316,2021
170,170,J.J. Spaun,76,110.62,24005.39,217,115.44,170704215,2021
171,171,Kyle Stanley,96,110.42,34230.55,310,116.0,420876417,2021
172,172,Abraham Ancer,101,110.29,36395.24,330,114.47,330665114,2021
173,173,Rory Sabbatini,75,110.2,29533.43,268,116.52,420876104,2021
174,174,Nate Lashley,78,110.18,26884.07,244,115.58,50538413,2021
175,175,Brian Gay,72,110.07,30268.29,275,114.71,240009204,2021
176,176,John Huh,62,110.05,23111.18,210,114.48,330665114,2021
177,177,Ian Poulter,76,110.04,24868.28,226,115.07,385902106,2021
178,178,Tyler Duncan,98,109.85,33504.4,305,114.72,420876304,2021
179,179,Zach Johnson,84,109.68,32793.81,299,116.64,430669317,2021
180,180,Mark Anderson,62,109.67,17328.13,158,114.47,460883112,2021
181,181,Brice Garnett,100,109.55,31551.33,288,115.72,385902108,2021
182,182,Rob Oppenheim,80,109.39,28222.08,258,113.87,50538116,2021
183,183,Austin Cook,78,109.27,30815.24,282,113.45,330665114,2021
184,184,Brian Harman,105,109.24,38670.98,354,113.97,500752211,2021
185,185,Michael Thompson,80,109.16,30347.17,278,114.06,90897416,2021
186,186,Andrew Landry,72,108.96,28655.86,263,112.11,170704109,2021
187,187,Fabián Gómez,60,108.75,15550.69,143,112.16,420876407,2021
188,188,Satoshi Kodaira,80,108.72,28810.34,265,115.04,385902417,2021
189,189,Matt Kuchar,75,108.59,19546.48,180,114.31,60878204,2021
190,190,Vaughn Taylor,81,107.48,27944.15,260,113.23,380023311,2021
191,191,Chez Reavie,90,106.66,32424.95,304,113.16,510886209,2021
192,192,Ryan Armour,80,105.9,31874.59,301,110.36,250011409,2021
193,193,Brendon Todd,93,105.21,26406.47,251,110.35,60878307,2021
194,194,Brian Stuard,108,105.02,40537.9,386,110.58,385902117,2021
195,195,David Hearn,68,104.56,23211.59,222,108.77,460883212,2021
196,196,K.J. Choi,54,103.82,18479.27,178,109.66,10552116,2021
1,1,Cameron Champ,56,124.89,13113.95,105,129.81,400669210,2022
2,2,Brandon Hagy,82,124.58,24417.78,196,129.17,170005318,2022
3,3,Matthew Wolff,50,123.98,12522.33,101,138.63,40538213,2022
4,4,Cameron Young,85,123.68,24116.87,195,130.04,200734202,2022
5,5,Luke List,83,122.97,24840.31,202,127.45,150704416,2022
6,6,Lucas Herbert,59,122.94,10818.33,88,126.82,30746211,2022
7,7,Wyndham Clark,101,122.88,25313.07,206,128.08,390503106,2022
8,8,Joseph Bramlett,87,122.55,20221.2,165,129.38,180510413,2022
9,9,Gary Woodland,69,122.13,15510.28,127,129.43,480513207,2022
T10,T10,Curtis Thompson,70,121.63,14839.31,122,140.76,10552216,2022
T10,T10,Jhonattan Vegas,77,121.63,21529.36,177,126.45,100897214,2022
12,12,Callum Tarren,77,121.56,15559.16,128,127.74,460876207,2022
13,13,Rory McIlroy,60,121.53,15069.89,124,130.77,390503303,2022
14,14,Trey Mullinax,84,121.38,27796.34,229,127.87,310978316,2022
15,15,Martin Trainer,84,121.18,23873.0,197,135.0,150704115,2022
16,16,Jon Rahm,74,120.71,14606.09,121,123.95,500688318,2022
17,17,Brooks Koepka,51,120.61,11457.63,95,124.71,100897118,2022
18,18,Adam Schenk,94,120.6,22913.07,190,125.9,480513113,2022
19,19,Taylor Pendrith,75,120.56,26523.28,220,124.74,10552216,2022
20,20,Adam Scott,76,120.43,21918.32,182,124.56,500688313,2022
21,21,Keith Mitchell,91,120.19,21393.37,178,125.96,180510214,2022
22,22,Kevin Tway,83,120.09,26780.68,223,128.45,160004209,2022
23,23,Will Zalatoris,85,119.8,19767.26,165,124.86,460876314,2022
24,24,Xander Schauffele,79,119.78,17967.34,150,140.94,180510214,2022
25,25,Kurt Kitayama,74,119.69,14123.79,118,130.05,350021414,2022
26,26,Max Homa,89,119.67,24891.51,208,127.42,160004218,2022
27,27,Garrick Higgo,62,119.41,10149.83,85,123.31,390503110,2022
28,28,Joaquin Niemann,84,119.38,19697.49,165,125.65,200734218,2022
29,29,Scottie Scheffler,95,119.24,27663.69,232,135.8,370772211,2022
30,30,Nick Watney,80,119.18,24671.17,207,123.79,220009316,2022
31,31,Vince Whaley,91,119.16,26214.72,220,123.86,100897103,2022
32,32,Jared Wolfe,61,119.14,16084.18,135,123.49,390503206,2022
33,33,Dylan Frittelli,93,118.96,29739.18,250,129.3,160004209,2022
34,34,Tony Finau,89,118.93,26521.97,223,126.47,310978212,2022
35,35,Paul Barjon,75,118.91,24020.31,202,124.74,410884115,2022
36,36,David Skinns,70,118.73,18996.35,160,123.01,460876207,2022
37,37,Hudson Swafford,64,118.51,18369.14,155,122.55,150704416,2022
38,38,Sebastián Muñoz,86,118.23,25064.92,212,122.68,180510205,2022
39,39,Sam Burns,84,118.21,24586.92,208,121.45,370772111,2022
