RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS,FASTEST SPEED,SLOWEST SPEED,Year
1,1,Bubba Watson,77,123.58,8527.05,69,127.76,380745409,2010
2,2,J.B. Holmes,100,122.75,8838.0,72,129.78,400526209,2010
3,3,Chris Couch,66,122.06,5736.8,47,128.29,230021111,2010
4,4,Dustin Johnson,83,121.94,7926.1,65,127.84,400526409,2010
5,5,Robert Garrigus,71,121.92,5364.28,44,126.55,380745409,2010
6,6,Graham DeLaet,88,121.26,5820.56,48,124.77,290669117,2010
7,7,Ángel Cabrera,64,120.63,6755.39,56,123.61,50500309,2010
8,8,Aaron Baddeley,94,119.95,9715.68,81,124.53,380745409,2010
9,9,Phil Mickelson,76,119.56,5858.26,49,123.61,240023417,2010
10,10,Paul Casey,64,119.37,4178.07,35,125.75,380745309,2010
11,11,Jimmy Walker,82,119.27,6679.24,56,125.01,380745409,2010
12,12,Martin Flores,75,119.25,6558.96,55,122.66,150729217,2010
13,13,Brett Wetterich,54,119.1,4644.76,39,122.92,330771304,2010
14,14,Charley Hoffman,85,118.88,8797.09,74,124.55,380745209,2010
15,15,Sergio Garcia,58,118.83,4159.0,35,123.79,330771204,2010
16,16,James Driscoll,78,118.75,7481.35,63,123.36,290669317,2010
17,17,Bill Haas,87,118.55,9246.61,78,123.9,380745409,2010
18,18,Nick Watney,91,118.5,8531.79,72,123.45,400526409,2010
19,19,Adam Scott,70,118.42,7105.46,60,124.98,380745309,2010
20,20,John Daly,63,118.18,3545.39,30,121.44,330771404,2010
21,21,Martin Laird,91,118.12,8976.84,76,124.65,380745409,2010
22,22,Jason Day,82,117.88,7662.23,65,123.26,380745309,2010
23,23,Charles Howell III,103,117.85,10135.37,86,121.09,290669417,2010
24,24,Charles Warren,64,117.7,5060.94,43,121.33,330771404,2010
25,25,Davis Love III,79,117.68,7060.84,60,121.44,290669217,2010
26,26,Troy Matteson,84,117.33,8095.88,69,121.2,290669317,2010
27,27,Alex Prugh,88,117.2,8203.96,70,121.2,20006318,2010
28,28,John Senden,103,117.19,9843.56,84,121.83,380745409,2010
29,29,Daniel Chopra,74,117.06,7023.63,60,121.46,290669317,2010
30,30,Ricky Barnes,103,116.87,9583.74,82,120.59,280773409,2010
31,31,Marc Leishman,87,116.82,8410.93,72,121.56,400526209,2010
32,32,George McNeill,79,116.81,7125.21,61,119.79,460538313,2010
33,33,Andres Romero,73,116.56,7343.28,63,122.23,50500109,2010
34,34,Rory McIlroy,54,116.55,4895.02,42,122.69,400526409,2010
T35,T35,Lucas Glover,75,116.41,6984.58,60,120.19,280773109,2010
T35,T35,Matt Jones,89,116.41,8730.46,75,122.4,380745409,2010
37,37,Derek Lamely,81,116.34,6747.99,58,120.79,280773209,2010
38,38,D.J. Trahan,92,115.99,9394.87,81,121.93,380745309,2010
39,39,Greg Owen,69,115.88,6953.0,60,119.98,370752418,2010
40,40,J.J. Henry,92,115.86,8341.92,72,122.19,380745409,2010
41,41,Jonathan Byrd,85,115.8,8337.52,72,120.91,280773109,2010
42,42,Trevor Immelman,55,115.78,4746.79,41,122.35,370752418,2010
43,43,Jeff Overton,89,115.77,8104.01,70,120.92,330771404,2010
44,44,Scott Piercy,88,115.65,7401.7,64,121.07,290669117,2010
45,45,Kevin Streelman,90,115.6,8323.08,72,119.39,380745409,2010
46,46,Cameron Tringale,55,115.57,4391.75,38,120.3,370752218,2010
47,47,Stewart Cink,84,115.53,8086.81,70,120.51,380745309,2010
48,48,Boo Weekley,88,115.52,8663.67,75,120.98,290669217,2010
49,49,Padraig Harrington,57,115.43,5424.98,47,120.97,380745409,2010
50,50,Retief Goosen,75,115.32,5996.48,52,120.97,380745409,2010
51,51,Blake Adams,84,115.31,7956.35,69,119.14,330771204,2010
52,52,Matt Every,60,115.25,5186.39,45,121.14,330771104,2010
53,53,Garth Mulroy,53,115.23,4263.44,37,119.49,330771104,2010
54,54,Stuart Appleby,101,115.21,9907.76,86,120.61,380745409,2010
55,55,Rickie Fowler,98,115.17,9904.97,86,120.03,20006218,2010
56,56,James Nitties,92,114.96,7012.81,61,119.33,330771104,2010
57,57,Matt Bettencourt,91,114.88,5859.08,51,119.24,290669317,2010
58,58,Ryan Palmer,84,114.84,8383.33,73,120.41,290669117,2010
59,59,Mathew Goggin,85,114.82,6430.08,56,118.71,290669217,2010
60,60,John Rollins,81,114.78,8493.51,74,119.29,290669117,2010
61,61,Camilo Villegas,78,114.77,6312.12,55,118.92,380745309,2010
62,62,Pat Perez,90,114.74,9179.37,80,118.93,290669217,2010
63,63,Bo Van Pelt,104,114.68,9059.35,79,118.6,190698416,2010
64,64,David Duval,71,114.6,4469.27,39,119.29,380745209,2010
65,65,Andrew McLardy,52,114.54,4008.84,35,118.87,290669117,2010
T66,T66,Tom Gillis,97,114.5,9732.83,85,117.86,400526209,2010
T66,T66,Brenden Pappas,66,114.5,4808.85,42,118.62,50500309,2010
68,68,Steve Marino,81,114.43,7781.24,68,116.95,380745209,2010
69,69,Cameron Percy,73,114.34,6174.43,54,118.71,290669217,2010
70,70,Ted Purdy,86,114.32,6859.03,60,119.1,290669217,2010
T71,T71,Geoff Ogilvy,62,114.08,6274.35,55,118.0,400526109,2010
T71,T71,Josh Teater,101,114.08,9012.23,79,118.38,380745309,2010
73,73,Rory Sabbatini,79,114.06,6387.22,56,118.07,20006418,2010
74,74,Kevin Stadler,86,114.0,6954.16,61,119.6,290669217,2010
75,75,Freddie Jacobson,83,113.96,8432.94,74,118.35,290669217,2010
76,76,Ernie Els,72,113.92,6607.27,58,118.58,210770118,2010
77,77,Ryan Moore,80,113.9,7175.4,63,119.94,400526209,2010
78,78,Troy Merritt,86,113.82,7740.09,68,117.16,280773309,2010
79,79,Vijay Singh,75,113.77,6940.16,61,117.85,280773309,2010
80,80,Scott McCarron,90,113.7,8300.02,73,117.78,190698416,2010
81,81,Chris Wilson,65,113.65,5000.54,44,117.68,460538113,2010
82,82,Sean O'Hair,84,113.61,7952.5,70,118.03,400526409,2010
83,83,Justin Rose,78,113.57,7950.19,70,117.69,380745209,2010
84,84,Y.E. Yang,72,113.56,6018.79,53,118.61,10656118,2010
85,85,Brendon de Jonge,114,113.4,10319.43,91,118.81,400526109,2010
86,86,Jeev Milkha Singh,59,113.25,3850.54,34,117.89,460538113,2010
87,87,Rich Barcelo,70,113.21,5547.22,49,116.78,290669117,2010
88,88,Chris Tidland,77,113.2,7131.62,63,119.48,290669117,2010
89,89,Michael Letzig,84,113.07,8141.19,72,119.6,290669117,2010
90,90,Jarrod Lyle,54,113.06,4635.43,41,116.34,330771104,2010
91,91,Michael Bradley,77,113.04,5877.99,52,116.83,460538213,2010
92,92,Lee Janzen,77,112.94,6663.6,59,118.19,290669117,2010
93,93,Robert Allenby,76,112.87,6998.02,62,116.88,400526209,2010
T94,T94,Woody Austin,93,112.84,7673.0,68,117.32,290669317,2010
T94,T94,Joe Durant,67,112.84,5303.37,47,116.18,290669117,2010
96,96,Michael Sim,64,112.83,5641.75,50,117.6,380745409,2010
97,97,Henrik Bjornstad,72,112.66,6083.51,54,116.03,190698416,2010
98,98,Nicholas Thompson,88,112.62,7545.59,67,118.0,290669217,2010
99,99,Brett Quigley,96,112.58,8781.34,78,119.32,290669417,2010
T100,T100,Mark Calcavecchia,50,112.57,4502.88,40,115.63,240023117,2010
T100,T100,Chad Campbell,94,112.57,8330.12,74,115.96,380745309,2010
102,102,Steve Lowery,67,112.54,5514.28,49,116.86,290669117,2010
103,103,Tim Herron,79,112.53,6526.76,58,115.79,330771404,2010
104,104,Vance Veazey,58,112.51,4500.49,40,117.07,330771104,2010
T105,T105,David Lutterus,69,112.46,5510.51,49,117.33,290669117,2010
T105,T105,Rod Pampling,77,112.46,6860.3,61,116.63,290669117,2010
107,107,Roger Tambellini,77,112.42,6520.15,58,117.03,330771404,2010
108,108,Hunter Mahan,85,112.31,8310.74,74,117.03,380745209,2010
109,109,Bob Estes,79,112.18,7179.84,64,115.32,380745209,2010
110,110,Stephen Ames,75,112.15,6504.66,58,115.13,200011214,2010
111,111,Chris Stroud,90,112.09,6837.29,61,116.76,30649218,2010
112,112,Charlie Wi,95,112.08,8854.65,79,117.34,290669417,2010
113,113,Mathias Grönberg,61,112.05,4482.0,40,115.81,290669117,2010
114,114,John Merrick,109,112.04,9747.9,87,116.96,290669317,2010
115,115,Kevin Sutherland,86,112.01,8289.08,74,116.17,290669417,2010
116,116,Will MacKenzie,72,112.0,6719.75,60,116.77,420609114,2010
117,117,Paul Stankowski,62,111.71,4244.82,38,115.56,210770218,2010
118,118,Kris Blanks,91,111.58,7699.28,69,115.48,150729218,2010
T119,T119,Nathan Green,86,111.35,7794.43,70,117.02,280773409,2010
T119,T119,Kevin Na,94,111.35,8239.88,74,115.51,20006418,2010
121,121,Roland Thatcher,72,111.26,7009.24,63,116.98,330771104,2010
122,122,K.J. Choi,82,111.24,6785.87,61,115.79,290669117,2010
123,123,Steve Stricker,73,111.18,7115.35,64,116.48,380745209,2010
T124,T124,Jason Dufner,87,111.15,7335.83,66,114.98,290669217,2010
T124,T124,Bill Lunde,79,111.15,6557.66,59,115.11,330771304,2010
126,126,Kenny Perry,69,111.14,6556.99,59,117.13,290669417,2010
127,127,Joe Ogilvie,99,111.06,8995.84,81,114.3,290669117,2010
128,128,Shaun Micheel,70,111.01,5217.34,47,116.39,290669317,2010
129,129,Tim Petrovic,105,110.9,9204.3,83,114.26,230021211,2010
130,130,Luke Donald,71,110.86,6429.69,58,115.89,400526109,2010
131,131,Ian Poulter,55,110.84,4433.5,40,115.23,400526109,2010
132,132,Johnson Wagner,85,110.81,7645.92,69,114.52,330771204,2010
133,133,Matt Kuchar,97,110.76,8639.47,78,115.07,400526209,2010
134,134,D.A. Points,90,110.73,8082.99,73,114.71,290669117,2010
135,135,Webb Simpson,98,110.59,9842.23,89,116.37,380745209,2010
136,136,Jeff Gove,57,110.58,3870.15,35,114.9,290669117,2010
137,137,Chad Collins,87,110.51,8177.73,74,117.15,100734203,2010
138,138,Greg Chalmers,93,110.19,9696.39,88,115.41,290669417,2010
139,139,Brian Stuard,81,110.14,7599.98,69,113.93,290669117,2010
140,140,Steve Elkington,74,110.06,5723.15,52,114.89,380745209,2010
141,141,Spencer Levin,110,110.01,9240.86,84,113.59,370752118,2010
142,142,Cameron Beckman,68,109.93,6046.21,55,114.84,20006118,2010
T143,T143,Briny Baird,87,109.91,7583.53,69,114.1,380745109,2010
T143,T143,Steve Wheatcroft,74,109.91,5165.67,47,113.61,330771104,2010
145,145,Ryuji Imada,90,109.83,9006.31,82,114.83,330771104,2010
146,146,Garrett Willis,82,109.74,7133.25,65,114.61,180714215,2010
147,147,Vaughn Taylor,87,109.73,7791.01,71,113.91,290669317,2010
148,148,Carl Pettersson,99,109.72,9875.18,90,115.19,400526209,2010
149,149,Bryce Molder,84,109.63,8003.18,73,113.64,400526409,2010
150,150,Michael Connell,89,109.51,7775.28,71,113.2,330771104,2010
151,151,Jay Williamson,76,109.49,5803.22,53,115.13,60005202,2010
152,152,Billy Mayfair,78,109.48,6021.33,55,113.16,280773409,2010
153,153,Jason Bohn,84,109.4,8751.79,80,115.25,400526409,2010
154,154,Chris Riley,73,109.13,6329.7,58,113.85,330771104,2010
155,155,Ben Crane,85,108.96,7953.76,73,112.31,380745209,2010
156,156,Dean Wilson,54,108.94,4139.57,38,113.22,460538413,2010
157,157,Richard Johnson,90,108.92,6643.87,61,115.26,40004409,2010
158,158,Jim Furyk,76,108.83,7509.01,69,113.33,400526109,2010
159,159,Mike Weir,59,108.78,4460.0,41,112.95,230021311,2010
160,160,Steve Flesch,78,108.7,5978.23,55,112.62,330771304,2010
161,161,Kevin Johnson,62,108.58,4777.73,44,112.12,20006318,2010
162,162,Jerry Kelly,99,108.44,8024.76,74,111.88,370752118,2010
163,163,Ben Curtis,78,108.42,7372.73,68,112.26,20006318,2010
T164,T164,Tom Pernice Jr.,74,108.33,4766.38,44,112.23,290669417,2010
T164,T164,Jerod Turner,54,108.33,4224.96,39,111.62,290669217,2010
166,166,J.P. Hayes,79,108.21,7033.5,65,113.99,290669217,2010
167,167,Brandt Snedeker,89,108.16,8869.44,82,112.7,180714115,2010
168,168,Brian Davis,101,108.13,8542.23,79,112.5,290669217,2010
169,169,Rocco Mediate,71,108.11,6270.54,58,112.64,290669417,2010
170,170,Justin Leonard,89,108.05,7995.7,74,113.02,440776214,2010
171,171,Chris DiMarco,88,107.97,6909.99,64,112.37,290669417,2010
172,172,Zach Johnson,93,107.92,8525.77,79,114.78,380745209,2010
173,173,Alex Cejka,81,107.76,6357.92,59,111.83,330771104,2010
174,174,Aron Price,70,107.64,5274.55,49,110.94,330771204,2010
175,175,Justin Bolli,55,107.48,4084.19,38,115.02,20006118,2010
176,176,David Toms,86,107.18,7395.55,69,110.71,400526209,2010
177,177,Cliff Kresge,50,107.01,3745.28,35,112.27,370752218,2010
178,178,Scott Verplank,74,106.92,6308.25,59,109.71,380745409,2010
179,179,Heath Slocum,97,106.9,8445.0,79,110.4,380745309,2010
180,180,John Mallinger,78,106.88,5344.0,50,115.45,60005402,2010
181,181,Brent Delahoussaye,57,106.85,3953.58,37,110.96,330771304,2010
182,182,Mark Wilson,87,106.81,7583.57,71,110.61,290669217,2010
183,183,Skip Kendall,58,106.53,4048.32,38,109.81,290669117,2010
184,184,Jeff Maggert,76,106.4,6383.87,60,111.67,290669317,2010
185,185,Brad Faxon,58,106.11,4881.25,46,110.42,290669417,2010
T186,T186,Tim Clark,88,105.88,7199.52,68,110.82,400526109,2010
T186,T186,Paul Goydos,78,105.88,7199.63,68,111.48,290669117,2010
188,188,Omar Uresti,74,105.71,5814.14,55,109.21,290669217,2010
189,189,Greg Kraft,52,105.64,3486.09,33,109.09,250513307,2010
190,190,Jeff Quinney,91,105.2,7048.59,67,109.65,90510113,2010
191,191,Brian Gay,101,103.04,9067.4,88,108.02,380745309,2010
192,192,Craig Bowden,56,102.71,3800.33,37,105.53,330771204,2010
1,1,J.B. Holmes,57,125.25,5135.18,41,128.48,50510418,2011
2,2,Bubba Watson,85,124.55,6974.67,56,128.29,390700418,2011
3,3,Gary Woodland,93,124.34,6590.07,53,127.95,280773409,2011
4,4,Jhonattan Vegas,84,122.2,7820.55,64,126.13,20006218,2011
5,5,Dustin Johnson,72,122.13,5740.18,47,125.71,390700218,2011
6,6,Robert Garrigus,83,121.89,6338.26,52,125.33,10656112,2011
7,7,Zack Miller,86,120.78,6401.49,53,125.76,20006118,2011
T8,T8,Chris Couch,73,120.33,6016.74,50,124.49,270503304,2011
T8,T8,Tag Ridings,87,120.33,7340.3,61,124.48,200698416,2011
10,10,Ángel Cabrera,50,119.72,3472.02,29,122.53,240023317,2011
11,11,Sergio Garcia,61,119.43,5135.51,43,124.01,230019216,2011
12,12,Scott Stallings,84,119.25,7989.42,67,122.94,280773109,2011
13,13,Aaron Baddeley,77,119.14,6791.07,57,122.4,400526109,2011
14,14,Kyle Stanley,98,118.81,8316.93,70,126.67,20006118,2011
15,15,Bio Kim,71,118.61,5693.5,48,123.83,250513107,2011
16,16,Phil Mickelson,79,118.48,6042.7,51,122.97,150729408,2011
17,17,James Driscoll,71,118.47,6397.38,54,123.13,330771313,2011
18,18,Will Strickler,51,118.42,4026.2,34,122.67,300609314,2011
19,19,Trevor Immelman,84,118.4,6512.12,55,121.09,140009409,2011
20,20,Steven Bowditch,86,118.11,7677.28,65,122.44,220021311,2011
21,21,Charley Hoffman,93,118.1,8739.75,74,123.59,240023317,2011
22,22,Nick Watney,80,118.01,7552.5,64,123.37,230019416,2011
23,23,Jimmy Walker,79,117.8,6714.58,57,121.74,40004209,2011
24,24,Robert Karlsson,61,117.69,4825.42,41,121.18,220021311,2011
25,25,Martin Laird,77,117.65,7059.17,60,122.0,140009409,2011
26,26,Ricky Barnes,78,117.54,6699.83,57,123.89,330771213,2011
27,27,Keegan Bradley,91,117.49,7519.6,64,121.37,40004309,2011
28,28,Adam Scott,60,117.26,5511.4,47,120.08,210011211,2011
29,29,Bill Haas,93,117.18,7968.05,68,119.71,400526209,2011
30,30,Jason Day,76,117.02,5500.12,47,120.72,390700418,2011
31,31,Derek Lamely,65,116.98,5263.94,45,120.85,420538113,2011
32,32,George McNeill,69,116.82,6191.42,53,120.38,300609314,2011
33,33,Charl Schwartzel,58,116.67,4083.43,35,120.69,150729308,2011
34,34,John Senden,94,116.59,9210.38,79,122.84,330771313,2011
35,35,Bobby Gates,82,116.55,6527.0,56,121.62,150729208,2011
36,36,Troy Matteson,91,116.52,8389.24,72,119.66,140009109,2011
37,37,Lucas Glover,74,116.5,6640.61,57,120.25,200698416,2011
38,38,Charles Howell III,108,116.46,9782.28,84,120.24,70500109,2011
39,39,Matt Jones,71,116.25,6044.86,52,120.25,220021111,2011
40,40,Marc Leishman,87,116.2,8714.86,75,119.96,220021411,2011
41,41,Andres Romero,77,116.02,7425.52,64,122.22,290669118,2011
T42,T42,Davis Love III,70,115.89,4519.68,39,119.76,100734403,2011
T42,T42,Scott Piercy,78,115.89,6026.38,52,120.15,430775406,2011
44,44,Sean O'Hair,71,115.87,5214.15,45,122.04,380444218,2011
45,45,D.J. Trahan,91,115.81,8686.09,75,121.02,290669218,2011
46,46,Josh Teater,104,115.75,7870.82,68,119.01,220021411,2011
47,47,Michael Putnam,67,115.73,5323.67,46,119.76,280773409,2011
T48,T48,Harrison Frazar,58,115.71,4512.88,39,119.87,250513407,2011
T48,T48,Alex Prugh,82,115.71,7058.12,61,118.28,20006118,2011
50,50,Jim Herman,69,115.6,5317.67,46,119.29,230019216,2011
51,51,Scott Gutschewski,67,115.45,5079.99,44,119.1,250513107,2011
52,52,Joseph Bramlett,73,115.36,5768.17,50,120.14,60005113,2011
53,53,Brandt Jobe,100,115.29,7955.03,69,119.62,20006118,2011
54,54,David Duval,67,115.22,5645.88,49,117.9,170770208,2011
55,55,Pat Perez,76,115.2,7027.13,61,119.69,290669118,2011
56,56,Padraig Harrington,60,115.15,4375.57,38,118.07,210011211,2011
57,57,Kevin Streelman,90,115.06,7133.55,62,119.2,120008308,2011
58,58,Retief Goosen,50,114.98,4369.35,38,117.9,350036418,2011
T59,T59,Stewart Cink,72,114.91,5285.71,46,118.26,380444218,2011
T59,T59,Boo Weekley,66,114.91,5630.56,49,119.64,430775106,2011
61,61,Justin Rose,79,114.89,7353.19,64,119.98,380444107,2011
62,62,Ryan Palmer,82,114.87,7007.05,61,119.89,210011211,2011
63,63,Anthony Kim,72,114.85,6891.28,60,118.41,20006118,2011
64,64,Jonathan Byrd,83,114.84,7809.19,68,119.26,420538213,2011
65,65,Blake Adams,116,114.75,9065.4,79,118.48,300609314,2011
T66,T66,Kevin Chappell,78,114.65,6306.0,55,118.04,20006218,2011
T66,T66,Cameron Tringale,110,114.65,9974.98,87,118.63,440776114,2011
68,68,Rickie Fowler,84,114.53,7444.16,65,119.67,220021311,2011
69,69,John Rollins,85,114.5,8014.95,70,118.3,290669118,2011
70,70,Brendon de Jonge,105,114.45,10071.62,88,119.71,290669118,2011
71,71,Nathan Green,81,114.29,6286.01,55,118.28,420538113,2011
72,72,Stuart Appleby,65,114.24,6740.39,59,117.87,20006418,2011
73,73,Scott McCarron,65,114.18,5366.38,47,117.41,230019316,2011
74,74,Michael Bradley,74,114.14,6163.44,54,117.09,420538313,2011
T75,T75,Tom Gillis,55,114.11,5591.34,49,117.65,140009409,2011
T75,T75,Steve Marino,76,114.11,7417.4,65,117.58,20006118,2011
77,77,Matt Bettencourt,84,114.05,7869.4,69,117.15,20006418,2011
T78,T78,Tommy Gainey,104,113.92,9455.3,83,117.69,170770208,2011
T78,T78,Y.E. Yang,63,113.92,4784.81,42,117.94,390700118,2011
80,80,Bo Van Pelt,92,113.85,7628.17,67,116.91,350036318,2011
81,81,Rory Sabbatini,85,113.79,6144.55,54,116.85,20006318,2011
82,82,Webb Simpson,98,113.69,9663.9,85,117.68,380444218,2011
83,83,Ben Martin,74,113.55,5109.65,45,118.28,20006218,2011
T84,T84,Chad Campbell,99,113.54,8629.32,76,116.83,230019216,2011
T84,T84,Brendan Steele,89,113.54,8061.28,71,117.67,170770208,2011
86,86,Jeff Overton,92,113.5,8058.44,71,118.09,20006118,2011
87,87,William McGirt,103,113.49,9646.58,85,116.6,100734103,2011
88,88,Ryan Moore,79,113.45,6580.21,58,117.24,50510118,2011
89,89,Jim Renner,65,113.36,5441.47,48,118.2,20006118,2011
90,90,Kevin Stadler,88,113.34,6913.64,61,117.52,420538113,2011
91,91,Andres Gonzales,60,113.25,4643.26,41,116.17,300609414,2011
92,92,Kevin Na,84,113.12,5542.71,49,117.98,20006418,2011
93,93,Graeme McDowell,50,113.1,4184.82,37,116.19,10656312,2011
94,94,Camilo Villegas,69,113.09,5880.56,52,117.56,380444207,2011
95,95,Geoff Ogilvy,69,113.08,5880.2,52,116.13,400526118,2011
T96,T96,Jarrod Lyle,83,113.05,6669.87,59,118.2,230019216,2011
T96,T96,Vijay Singh,79,113.05,8139.62,72,116.25,220021211,2011
98,98,J.J. Henry,96,112.85,8463.65,75,117.69,380444118,2011
99,99,Michael Thompson,79,112.66,6083.8,54,115.36,20006218,2011
100,100,Roland Thatcher,67,112.62,5518.18,49,115.91,170770108,2011
101,101,Bill Lunde,92,112.6,8332.19,74,116.24,380444307,2011
102,102,Fabián Gómez,84,112.59,5291.7,47,117.59,190714315,2011
103,103,Rod Pampling,72,112.56,5290.18,47,115.52,370752414,2011
104,104,Freddie Jacobson,92,112.49,7311.85,65,116.71,20006118,2011
105,105,Ernie Els,71,112.42,5958.36,53,116.81,240023117,2011
106,106,Chris Stroud,88,112.26,8194.7,73,114.86,290669318,2011
107,107,Lee Janzen,62,112.16,4710.81,42,115.52,300609414,2011
108,108,Robert Allenby,84,112.11,7287.35,65,114.68,20006218,2011
109,109,Tim Herron,85,112.03,7281.76,65,115.1,20006218,2011
110,110,Luke Donald,73,111.97,5374.76,48,116.88,100734303,2011
111,111,Chris Kirk,87,111.92,8393.84,75,115.34,330771413,2011
112,112,Sung Kang,63,111.83,4361.43,39,118.76,20006218,2011
113,113,Hunter Mahan,92,111.76,8270.44,74,114.95,150729208,2011
114,114,Troy Merritt,63,111.6,5245.07,47,114.97,20006218,2011
115,115,Ryuji Imada,83,111.59,8368.98,75,114.64,330771213,2011
116,116,Daniel Summerhays,75,111.49,6243.45,56,115.47,70500109,2011
117,117,Charlie Wi,83,111.43,7465.62,67,115.79,380444218,2011
118,118,Joe Durant,71,111.39,5680.82,51,114.59,330771213,2011
119,119,Billy Horschel,75,111.38,6348.68,57,114.39,420538313,2011
120,120,Kris Blanks,92,111.33,8460.77,76,116.16,300609414,2011
121,121,Shaun Micheel,77,111.27,5897.36,53,114.89,230019216,2011
122,122,David Hearn,88,111.21,7340.19,66,115.29,20006118,2011
123,123,Martin Piller,63,111.2,4892.93,44,116.4,420538213,2011
124,124,Alexandre Rocha,65,111.16,4335.38,39,117.55,230019116,2011
125,125,Joe Ogilvie,75,111.08,5776.28,52,114.61,230019416,2011
126,126,Hunter Haas,96,110.99,8435.4,76,115.02,140009209,2011
127,127,Woody Austin,59,110.98,4661.25,42,114.14,420538213,2011
128,128,Briny Baird,60,110.96,4438.39,40,114.59,290669118,2011
129,129,Steve Stricker,70,110.94,6212.4,56,113.98,290669418,2011
130,130,Carl Pettersson,95,110.92,9316.89,84,115.72,190714115,2011
131,131,Kevin Kisner,70,110.83,5541.32,50,113.97,290669118,2011
132,132,D.J. Brigman,67,110.76,4984.25,45,114.7,370752114,2011
133,133,K.J. Choi,77,110.6,6635.72,60,113.62,190714115,2011
134,134,John Merrick,71,110.48,6187.03,56,114.36,420538213,2011
135,135,Brandt Snedeker,85,110.45,7400.22,67,113.39,400526409,2011
T136,T136,Matt Kuchar,94,110.41,7949.55,72,115.62,100734303,2011
T136,T136,Chez Reavie,92,110.41,8060.11,73,114.99,70500209,2011
138,138,Paul Stankowski,78,110.37,6291.03,57,113.0,250513107,2011
139,139,Spencer Levin,113,110.35,9490.39,86,114.18,20006118,2011
140,140,D.A. Points,89,110.2,7383.5,67,113.46,120008408,2011
141,141,Kent Jones,76,110.17,6279.51,57,113.52,290669118,2011
142,142,Cameron Beckman,71,110.15,6388.93,58,114.43,200698116,2011
143,143,Billy Mayfair,94,110.12,8699.4,79,114.47,330771313,2011
144,144,Jason Dufner,78,110.11,6826.57,62,114.96,290669118,2011
145,145,Ian Poulter,52,110.02,4400.97,40,112.87,140009209,2011
146,146,Greg Chalmers,88,109.98,7368.99,67,112.78,220021211,2011
147,147,Marc Turnesa,54,109.84,3844.42,35,113.22,100734103,2011
148,148,Stephen Ames,69,109.67,5373.86,49,112.76,430775106,2011
149,149,Bryce Molder,82,109.64,6578.25,60,115.25,380444218,2011
150,150,Johnson Wagner,81,109.59,7671.25,70,112.83,200698416,2011
151,151,Nate Smith,66,109.23,4915.3,45,112.35,330771213,2011
152,152,David Mathis,83,109.13,6001.99,55,116.95,40004309,2011
153,153,Tim Petrovic,88,109.11,7310.7,67,112.04,70500109,2011
154,154,Dean Wilson,62,109.08,5453.84,50,112.33,220021411,2011
155,155,Jason Bohn,74,108.98,7083.99,65,113.16,420538413,2011
156,156,Arjun Atwal,91,108.94,7952.49,73,112.61,70500409,2011
157,157,Steve Flesch,88,108.93,6644.67,61,115.34,20006218,2011
158,158,Michael Connell,76,108.92,7406.88,68,112.78,300609414,2011
159,159,Ben Crane,76,108.85,6530.85,60,114.3,420538213,2011
160,160,Jim Furyk,87,108.71,7065.96,65,112.61,380444218,2011
161,161,Vaughn Taylor,89,108.65,8149.09,75,111.84,420538313,2011
162,162,Steve Elkington,50,108.64,3802.34,35,110.71,300609114,2011
163,163,Rich Beem,53,108.61,4561.82,42,111.65,230019416,2011
164,164,Justin Leonard,82,108.38,6828.11,63,111.66,130665309,2011
165,165,Colt Knost,80,108.37,6394.03,59,115.12,250513107,2011
166,166,Matt McQuillan,59,108.36,4009.45,37,113.03,20006318,2011
T167,T167,Chris DiMarco,93,108.29,7904.96,73,110.9,190714415,2011
T167,T167,Justin Hicks,60,108.29,4331.74,40,115.58,100734303,2011
169,169,J.P. Hayes,56,107.95,4318.1,40,110.8,180012218,2011
170,170,Shane Bertsch,62,107.89,4747.27,44,110.64,420538213,2011
171,171,Richard Johnson,64,107.88,5178.47,48,118.07,100734203,2011
172,172,Ben Curtis,66,107.66,6136.77,57,110.31,220021211,2011
173,173,Mark Wilson,89,107.61,8070.65,75,112.15,20006418,2011
174,174,Chris Riley,76,107.56,6130.72,57,110.94,290669218,2011
175,175,Alex Cejka,59,107.55,4624.64,43,112.68,20006218,2011
176,176,Garrett Willis,71,107.03,4923.28,46,109.21,180012318,2011
177,177,Zach Johnson,79,106.92,7163.32,67,109.89,390700118,2011
178,178,Jerry Kelly,85,106.61,7143.01,67,110.27,20006418,2011
179,179,Brian Davis,105,106.4,9256.4,87,110.82,40004409,2011
180,180,David Toms,78,106.24,6162.0,58,110.4,140009409,2011
181,181,Aron Price,58,106.16,4564.7,43,112.54,270503104,2011
182,182,Heath Slocum,89,106.13,7853.57,74,109.89,350036418,2011
183,183,Rocco Mediate,53,106.02,4665.04,44,121.27,20006118,2011
184,184,Paul Goydos,81,105.7,6764.73,64,109.66,200698216,2011
185,185,Nick O'Hern,89,104.55,6377.78,61,107.38,150729208,2011
186,186,Brian Gay,90,103.39,7340.91,71,109.34,380444118,2011
1,1,Bubba Watson,68,124.69,6608.67,53,129.43,410688410,2012
2,2,Gary Woodland,70,123.85,5449.44,44,127.94,70500309,2012
3,3,Charlie Beljan,61,122.83,4667.39,38,127.93,450776114,2012
