RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,Year
T101,T101,Michael Putnam,87,288.8,46210,160,2015
103,103,Blayne Barber,76,288.6,42718,148,2015
104,104,Matt Kuchar,97,288.5,53658,186,2015
T105,T105,Erik Compton,86,288.4,49020,170,2015
T105,T105,Brandt Snedeker,98,288.4,51920,180,2015
107,107,Steve Wheatcroft,87,288.3,47276,164,2015
T108,T108,Scott Brown,97,288.2,55336,192,2015
T108,T108,Adam Hadwin,95,288.2,53029,184,2015
T110,T110,Ben Martin,93,288.1,51851,180,2015
T110,T110,John Peterson,84,288.1,48402,168,2015
112,112,Kyle Reifers,96,288.0,52407,182,2015
113,113,Brian Harman,90,287.9,51255,178,2015
114,114,Kevin Kisner,104,287.8,59862,208,2015
115,115,Bill Lunde,50,287.7,25893,90,2015
116,116,Jonas Blixt,78,287.6,37389,130,2015
117,117,Jonathan Byrd,69,287.5,34782,121,2015
118,118,Jonathan Randolph,72,287.2,40203,140,2015
T119,T119,Brice Garnett,81,287.1,43070,150,2015
T119,T119,Andrew Svoboda,80,287.1,44207,154,2015
T121,T121,Jason Dufner,76,286.7,36692,128,2015
T121,T121,Ian Poulter,68,286.7,34978,122,2015
123,123,Matt Every,73,286.6,35534,124,2015
124,124,Eric Axley,57,286.4,30932,108,2015
125,125,Chez Reavie,56,286.3,31494,110,2015
126,126,George McNeill,93,286.2,53225,186,2015
127,127,Nicholas Thompson,90,286.0,46912,164,2015
128,128,Chris Kirk,76,285.8,39439,138,2015
129,129,Tyrone Van Aswegen,58,285.6,30277,106,2015
130,130,Brendon de Jonge,106,285.3,57635,202,2015
T131,T131,Chad Campbell,97,285.2,55327,194,2015
T131,T131,Troy Merritt,91,285.2,49623,174,2015
133,133,John Merrick,78,285.0,41606,146,2015
134,134,Jeff Overton,94,284.8,49554,174,2015
135,135,Pat Perez,96,284.6,52364,184,2015
136,136,Russell Knox,96,284.4,54605,192,2015
137,137,Daniel Summerhays,101,284.0,57365,202,2015
138,138,Luke Guthrie,84,283.9,43727,154,2015
T139,T139,Spencer Levin,99,283.7,54461,192,2015
T139,T139,Sung Joon Park,79,283.7,43126,152,2015
T141,T141,Ricky Barnes,82,283.3,41926,148,2015
T141,T141,Alex Cejka,94,283.3,52119,184,2015
T141,T141,Jim Renner,68,283.3,36827,130,2015
144,144,Fabián Gómez,83,283.2,46448,164,2015
145,145,Danny Lee,120,283.1,65103,230,2015
146,146,Chris Stroud,84,283.0,45275,160,2015
147,147,Robert Allenby,63,282.7,30534,108,2015
T148,T148,Zach Johnson,90,282.6,48615,172,2015
T148,T148,Ryan Moore,81,282.6,39568,140,2015
150,150,Whee Kim,71,282.4,38976,138,2015
151,151,Jim Furyk,71,281.9,36084,128,2015
152,152,Cameron Tringale,96,281.8,54114,192,2015
153,153,Francesco Molinari,56,281.6,29849,106,2015
154,154,Greg Chalmers,58,281.5,27583,98,2015
155,155,D.A. Points,72,280.8,38744,138,2015
156,156,David Hearn,97,280.6,54445,194,2015
157,157,Scott Langley,94,280.5,51323,183,2015
158,158,William McGirt,103,280.4,57762,206,2015
159,159,Kevin Na,98,280.1,48732,174,2015
T160,T160,Roberto Castro,54,279.8,25185,90,2015
T160,T160,John Huh,102,279.8,56527,202,2015
162,162,Mark Wilson,89,279.2,47456,170,2015
163,163,Tim Wilkinson,73,279.1,36840,132,2015
164,164,Andrew Putnam,68,278.7,35114,126,2015
165,165,Mark Hubbard,79,278.5,42325,152,2015
166,166,Chad Collins,79,278.4,43438,156,2015
167,167,Steven Alker,62,278.3,33396,120,2015
168,168,Ken Duke,93,278.1,48946,176,2015
169,169,Bryce Molder,91,277.9,48359,174,2015
170,170,Jerry Kelly,79,277.2,43515,157,2015
171,171,Jason Bohn,95,277.1,52655,190,2015
172,172,Luke Donald,71,277.0,37123,134,2015
173,173,Colt Knost,90,276.6,47030,170,2015
T174,T174,K.J. Choi,66,276.5,32070,116,2015
T174,T174,Brian Stuard,97,276.5,48666,176,2015
176,176,Brendon Todd,96,276.4,48638,176,2015
177,177,Heath Slocum,57,275.8,26480,96,2015
178,178,Brian Davis,86,275.5,42983,156,2015
179,179,Jon Curran,83,273.5,43209,158,2015
180,180,Zac Blair,108,273.1,56528,207,2015
181,181,Billy Hurley III,83,271.9,40778,150,2015
182,182,Justin Leonard,61,271.6,33131,122,2015
183,183,Ben Crane,62,271.0,30893,114,2015
184,184,David Toms,62,270.0,31315,116,2015
1,1,J.B. Holmes,77,314.5,46541,148,2016
2,2,Dustin Johnson,87,313.6,48921,156,2016
3,3,Tony Finau,95,312.2,56820,182,2016
4,4,Bubba Watson,72,310.6,40382,130,2016
5,5,Andrew Loupe,75,309.3,46084,149,2016
6,6,Jason Kokrak,89,307.4,54711,178,2016
T7,T7,Luke List,79,306.9,47257,154,2016
T7,T7,Hudson Swafford,104,306.9,61380,200,2016
9,9,Rory McIlroy,69,306.8,35585,116,2016
10,10,Gary Woodland,95,306.1,50811,166,2016
11,11,Jamie Lovemark,91,304.8,55160,181,2016
12,12,Ryan Palmer,86,304.7,52410,172,2016
13,13,Adam Scott,79,304.6,41422,136,2016
14,14,Jhonattan Vegas,97,304.4,56616,186,2016
15,15,Jason Day,76,304.2,41973,138,2016
16,16,Justin Rose,65,303.9,37687,124,2016
17,17,Charles Howell III,91,303.4,52788,174,2016
18,18,Robert Garrigus,69,303.3,39128,129,2016
19,19,Brooks Koepka,75,302.6,42359,140,2016
T20,T20,Sean O'Hair,89,302.2,53787,178,2016
T20,T20,Brendan Steele,88,302.2,48355,160,2016
22,22,Harold Varner III,92,302.0,54967,182,2016
23,23,Rickie Fowler,80,301.6,44029,146,2016
T24,T24,Justin Thomas,99,301.3,53034,176,2016
T24,T24,Jimmy Walker,85,301.3,49410,164,2016
26,26,Patrick Rodgers,89,300.5,51088,170,2016
27,27,Keegan Bradley,82,300.0,46794,156,2016
28,28,Sergio Garcia,54,299.9,25792,86,2016
29,29,Harris English,97,299.2,52951,177,2016
30,30,Smylie Kaufman,91,299.0,52632,176,2016
31,31,Carlos Ortiz,79,298.9,42439,142,2016
32,32,Shane Lowry,57,298.7,29869,100,2016
33,33,Martin Laird,82,298.5,46569,156,2016
34,34,Daniel Berger,92,298.4,48337,162,2016
35,35,Lucas Glover,75,298.3,44751,150,2016
36,36,Charley Hoffman,91,298.2,52477,176,2016
T37,T37,Graham DeLaet,70,297.9,38728,130,2016
T37,T37,Scott Piercy,87,297.9,44680,150,2016
39,39,Greg Owen,85,297.7,45851,154,2016
40,40,Rhein Gibson,58,297.5,32126,108,2016
41,41,Patrick Reed,105,297.4,55324,186,2016
42,42,Stewart Cink,61,296.9,33842,114,2016
43,43,Scott Pinckney,87,296.8,48085,162,2016
44,44,Charl Schwartzel,73,296.7,39161,132,2016
45,45,Chesson Hadley,81,296.5,44174,149,2016
46,46,Kevin Chappell,93,296.3,52737,178,2016
47,47,Nick Taylor,83,296.2,44429,150,2016
T48,T48,Branden Grace,63,295.6,30742,104,2016
T48,T48,Russell Henley,76,295.6,44929,152,2016
50,50,Scott Stallings,74,295.5,41368,140,2016
51,51,Jordan Spieth,80,295.4,42543,144,2016
T52,T52,Seung-Yul Noh,85,295.3,47834,162,2016
T52,T52,Brett Stegmaier,87,295.3,49902,169,2016
54,54,Paul Casey,77,295.2,38966,132,2016
55,55,Marc Leishman,89,295.0,46020,156,2016
T56,T56,Matt Jones,83,294.8,42153,143,2016
T56,T56,Hunter Mahan,61,294.8,33612,114,2016
T56,T56,Phil Mickelson,75,294.8,42456,144,2016
T59,T59,Andres Gonzales,80,294.7,45980,156,2016
T59,T59,Andrew Landry,53,294.7,28876,98,2016
T59,T59,Wes Roach,59,294.7,32415,110,2016
T59,T59,Robert Streb,87,294.7,44496,151,2016
T63,T63,Ángel Cabrera,62,294.6,36530,124,2016
T63,T63,Derek Ernst,59,294.6,33585,114,2016
65,65,Hideki Matsuyama,76,294.5,39467,134,2016
66,66,Morgan Hoffmann,71,294.4,37100,126,2016
67,67,Emiliano Grillo,93,294.3,50626,172,2016
68,68,Louis Oosthuizen,63,294.0,30571,104,2016
69,69,Si Woo Kim,113,293.5,63684,217,2016
70,70,Jason Dufner,105,293.2,57471,196,2016
71,71,Bronson Burgoon,83,293.1,46018,157,2016
72,72,Billy Horschel,73,293.0,41020,140,2016
73,73,Will Wilcox,67,292.9,38080,130,2016
74,74,Ernie Els,66,292.8,36310,124,2016
75,75,Brandt Snedeker,93,292.6,52078,178,2016
76,76,Scott Brown,88,292.5,49144,168,2016
77,77,Sung Kang,89,292.4,50873,174,2016
78,78,Shawn Stefani,91,292.1,50817,174,2016
79,79,Steve Marino,72,292.0,39415,135,2016
80,80,Geoff Ogilvy,63,291.9,34439,118,2016
81,81,Sam Saunders,69,291.8,37940,130,2016
T82,T82,Aaron Baddeley,93,291.7,51925,178,2016
T82,T82,Anirban Lahiri,72,291.7,35587,122,2016
84,84,Boo Weekley,83,291.5,48383,166,2016
85,85,Michael Thompson,71,291.4,39340,135,2016
86,86,Patton Kizzire,93,291.3,51848,178,2016
87,87,Jim Herman,93,291.1,51815,178,2016
88,88,James Hahn,85,290.9,46543,160,2016
89,89,Thomas Aiken,70,290.5,36016,124,2016
90,90,Jonas Blixt,79,290.3,44126,152,2016
91,91,Dawie van der Walt,72,290.2,40622,140,2016
92,92,Adam Hadwin,93,290.1,53672,185,2016
T93,T93,Kelly Kraft,63,289.8,33906,117,2016
T93,T93,Vijay Singh,72,289.8,41732,144,2016
T95,T95,Brian Harman,104,289.7,57648,199,2016
T95,T95,John Senden,88,289.7,47215,163,2016
T97,T97,Blayne Barber,84,289.6,46331,160,2016
T97,T97,Bill Haas,86,289.6,47495,164,2016
T97,T97,Padraig Harrington,54,289.6,28960,100,2016
100,100,Tom Hoge,81,289.5,44584,154,2016
101,101,Johnson Wagner,86,289.4,49779,172,2016
102,102,Luke Guthrie,57,289.3,31822,110,2016
103,103,Jason Gore,78,289.2,40486,140,2016
104,104,Kevin Streelman,82,289.1,47406,164,2016
T105,T105,Fabián Gómez,82,289.0,45664,158,2016
T105,T105,Kevin Kisner,97,289.0,49704,172,2016
107,107,Steven Bowditch,71,288.9,36398,126,2016
T108,T108,Retief Goosen,55,288.8,31764,110,2016
T108,T108,Hiroshi Iwata,85,288.8,45339,157,2016
T108,T108,Ben Martin,92,288.8,48520,168,2016
111,111,Derek Fathauer,94,288.2,54190,188,2016
T112,T112,Henrik Norlander,71,288.1,38316,133,2016
T112,T112,Kyle Stanley,92,288.1,51001,177,2016
T114,T114,Daniel Summerhays,99,288.0,52423,182,2016
T114,T114,Tyrone Van Aswegen,105,288.0,58178,202,2016
116,116,Chad Campbell,90,287.9,49522,172,2016
117,117,Rod Pampling,54,287.7,28768,100,2016
T118,T118,Ricky Barnes,97,287.6,53488,186,2016
T118,T118,Whee Kim,82,287.6,44870,156,2016
T118,T118,William McGirt,98,287.6,56373,196,2016
T118,T118,Rory Sabbatini,57,287.6,28762,100,2016
122,122,Brendon de Jonge,83,287.5,44273,154,2016
T123,T123,J.J. Henry,68,287.3,37930,132,2016
T123,T123,Chez Reavie,90,287.3,49411,172,2016
T123,T123,Kyle Reifers,115,287.3,61187,213,2016
126,126,Troy Merritt,77,287.2,41924,146,2016
T127,T127,Vaughn Taylor,72,287.0,41325,144,2016
T127,T127,Camilo Villegas,83,287.0,45349,158,2016
129,129,Francesco Molinari,64,286.7,36692,128,2016
T130,T130,Danny Lee,93,286.6,48149,168,2016
T130,T130,Martin Piller,59,286.6,32388,113,2016
T132,T132,Webb Simpson,70,286.3,40075,140,2016
T132,T132,Cameron Smith,73,286.3,34930,122,2016
T132,T132,Chris Stroud,82,286.3,45813,160,2016
135,135,Steve Wheatcroft,85,286.2,46371,162,2016
136,136,Chris Kirk,90,285.9,46313,162,2016
T137,T137,Russell Knox,92,285.8,46292,162,2016
T137,T137,Matt Kuchar,100,285.8,54876,192,2016
139,139,Scott Langley,65,285.7,35999,126,2016
140,140,Will MacKenzie,84,285.6,45699,160,2016
141,141,Tyler Aldridge,83,285.2,45059,158,2016
142,142,Cameron Tringale,81,285.1,41621,146,2016
143,143,Jeff Overton,69,285.0,37050,130,2016
144,144,David Lingmerth,84,284.8,41580,146,2016
T145,T145,Erik Compton,65,284.7,35868,126,2016
T145,T145,John Huh,86,284.7,48394,170,2016
147,147,George McNeill,51,284.5,29022,102,2016
148,148,Michael Kim,100,284.3,54595,192,2016
149,149,Roberto Castro,97,284.2,55136,194,2016
150,150,Ryan Moore,86,283.2,43615,154,2016
151,151,Luke Donald,81,282.9,41306,146,2016
152,152,Stuart Appleby,71,282.7,39010,138,2016
153,153,D.A. Points,55,282.3,28791,102,2016
154,154,Robert Allenby,51,282.2,28782,102,2016
155,155,Alex Cejka,71,281.5,35475,126,2016
156,156,Graeme McDowell,63,281.4,33773,120,2016
157,157,Spencer Levin,104,281.3,54019,192,2016
T158,T158,David Hearn,95,281.2,51186,182,2016
T158,T158,Rob Oppenheim,67,281.2,35156,125,2016
160,160,Jim Furyk,52,280.8,29203,104,2016
161,161,D.H. Lee,61,280.4,31971,114,2016
T162,T162,Ben Crane,80,280.3,40362,144,2016
T162,T162,Freddie Jacobson,86,280.3,48219,172,2016
T164,T164,Ken Duke,58,280.2,30257,108,2016
T164,T164,Mark Hubbard,101,280.2,54354,194,2016
T164,T164,Bryce Molder,80,280.2,43709,156,2016
T167,T167,Zach Johnson,90,280.1,48185,172,2016
T167,T167,Brendon Todd,66,280.1,35290,126,2016
169,169,Peter Malnati,85,279.7,47549,170,2016
170,170,Kevin Na,96,279.6,47531,170,2016
T171,T171,Chad Collins,73,279.3,40776,146,2016
T171,T171,Tim Wilkinson,72,279.3,37981,136,2016
173,173,Dicky Pride,55,278.9,29561,106,2016
174,174,Jerry Kelly,76,278.2,40063,144,2016
175,175,Steve Stricker,53,278.0,29471,106,2016
T176,T176,Billy Hurley III,66,277.7,36657,132,2016
T176,T176,Brian Stuard,66,277.7,36657,132,2016
178,178,Abraham Ancer,51,276.4,26534,96,2016
179,179,Jason Bohn,67,276.3,37020,134,2016
T180,T180,Zac Blair,99,275.3,50113,182,2016
T180,T180,K.J. Choi,73,275.3,40190,146,2016
182,182,Mark Wilson,66,274.7,34063,124,2016
183,183,Jon Curran,99,271.9,51654,190,2016
T184,T184,Colt Knost,90,269.7,44236,164,2016
T184,T184,David Toms,62,269.7,33439,124,2016
1,1,Rory McIlroy,51,317.2,27917,88,2017
2,2,Dustin Johnson,77,315.0,41576,132,2017
3,3,Brandon Hagy,85,312.7,48162,154,2017
T4,T4,Ryan Brehm,83,311.5,47965,154,2017
T4,T4,Luke List,102,311.5,61046,196,2017
6,6,Andrew Loupe,55,311.3,32371,104,2017
7,7,Brooks Koepka,88,311.1,47293,152,2017
8,8,Justin Thomas,86,309.7,43977,142,2017
9,9,Trey Mullinax,88,309.6,50778,164,2017
T10,T10,Tony Finau,106,309.2,61842,200,2017
T10,T10,Kevin Tway,96,309.2,54421,176,2017
12,12,Grayson Murray,94,308.2,55483,180,2017
13,13,Gary Woodland,94,307.6,49827,162,2017
14,14,J.B. Holmes,83,307.5,44286,144,2017
15,15,Adam Scott,58,307.0,30697,100,2017
16,16,Xander Schauffele,96,306.8,56449,184,2017
17,17,Jason Kokrak,95,306.4,55771,182,2017
18,18,Patrick Rodgers,76,306.3,42884,140,2017
19,19,Jason Day,71,306.2,40421,132,2017
T20,T20,Jon Rahm,90,305.8,50767,166,2017
T20,T20,Bubba Watson,71,305.8,36086,118,2017
22,22,Hudson Swafford,94,305.1,52477,172,2017
23,23,Kevin Chappell,95,305.0,50022,164,2017
24,24,Jamie Lovemark,98,304.9,56102,184,2017
25,25,Smylie Kaufman,76,304.8,40842,134,2017
26,26,Hideki Matsuyama,83,303.3,41247,136,2017
27,27,Ryan Palmer,61,303.2,32140,106,2017
28,28,Matt Jones,64,302.6,33891,112,2017
29,29,Harold Varner III,101,302.4,57462,190,2017
T30,T30,Harris English,84,301.9,45890,152,2017
T30,T30,Sergio Garcia,65,301.9,32604,108,2017
32,32,Tag Ridings,67,301.6,35583,118,2017
33,33,Jhonattan Vegas,95,301.3,49414,164,2017
34,34,Graham DeLaet,82,301.1,45769,152,2017
T35,T35,Justin Rose,66,300.9,38517,128,2017
T35,T35,Nick Watney,75,300.9,41521,138,2017
T37,T37,Robert Garrigus,78,300.7,43307,144,2017
T37,T37,Ollie Schniederjans,92,300.7,52321,174,2017
39,39,Martin Flores,88,300.6,48705,162,2017
40,40,Brendan Steele,89,300.4,48061,160,2017
T41,T41,Byeong Hun An,77,300.3,38443,128,2017
T41,T41,Rickie Fowler,78,300.3,43245,144,2017
43,43,Billy Horschel,88,300.1,51610,172,2017
44,44,Keegan Bradley,104,299.8,58759,196,2017
45,45,Bryson DeChambeau,91,299.4,53302,178,2017
46,46,Andres Gonzales,73,299.2,41289,138,2017
47,47,Charl Schwartzel,63,299.1,33499,112,2017
48,48,Patrick Cantlay,52,298.9,28699,96,2017
49,49,Charley Hoffman,112,298.7,64521,216,2017
T50,T50,Lucas Glover,93,298.6,53752,180,2017
T50,T50,Marc Leishman,94,298.6,51354,172,2017
52,52,Seung-Yul Noh,91,298.5,51943,174,2017
53,53,Seamus Power,86,298.1,47702,160,2017
T54,T54,Russell Henley,99,298.0,57811,194,2017
T54,T54,Rick Lamb,54,298.0,29798,100,2017
56,56,Matt Every,76,297.7,41672,140,2017
57,57,Scott Stallings,81,297.6,45832,154,2017
T58,T58,Paul Casey,94,297.5,48794,164,2017
T58,T58,Sean O'Hair,84,297.5,47604,160,2017
60,60,Cody Gribble,79,297.2,45770,154,2017
61,61,Anirban Lahiri,72,297.0,40391,136,2017
T62,T62,Daniel Berger,91,296.9,46319,156,2017
T62,T62,Charles Howell III,86,296.9,46318,156,2017
T62,T62,Martin Laird,83,296.9,49291,166,2017
65,65,Stewart Cink,93,296.7,55185,186,2017
66,66,Kyle Stanley,104,296.5,59304,200,2017
T67,T67,Sung Kang,104,296.4,58094,196,2017
T67,T67,Shane Lowry,52,296.4,26680,90,2017
69,69,Louis Oosthuizen,69,296.3,34376,116,2017
T70,T70,Brian Campbell,55,296.0,30188,102,2017
T70,T70,Sebastián Muñoz,51,296.0,29004,98,2017
T72,T72,Bud Cauley,92,295.9,52083,176,2017
T72,T72,Scott Piercy,70,295.9,34911,118,2017
74,74,Jimmy Walker,68,295.7,36073,122,2017
T75,T75,Patrick Reed,107,295.6,54383,184,2017
T75,T75,Jordan Spieth,85,295.6,46114,156,2017
77,77,J.T. Poston,95,295.5,51412,174,2017
78,78,Jason Dufner,89,294.6,48311,164,2017
79,79,Hunter Mahan,73,294.5,41814,142,2017
80,80,Dominic Bozzelli,69,294.4,38278,130,2017
T81,T81,Mackenzie Hughes,106,294.3,61211,208,2017
T81,T81,Robert Streb,98,294.3,52980,180,2017
83,83,J.J. Henry,92,294.1,50585,172,2017
T84,T84,Shawn Stefani,72,294.0,39985,136,2017
T84,T84,Kevin Streelman,90,294.0,51736,176,2017
T86,T86,James Hahn,96,293.9,54083,184,2017
T86,T86,Morgan Hoffmann,92,293.9,51728,176,2017
88,88,Sam Saunders,76,293.6,41097,140,2017
T89,T89,Julián Etulain,68,293.5,36978,126,2017
T89,T89,Phil Mickelson,85,293.5,46956,160,2017
91,91,Emiliano Grillo,90,293.3,46342,158,2017
T92,T92,Bill Haas,92,293.0,47460,162,2017
T92,T92,Patton Kizzire,84,293.0,44531,152,2017
T94,T94,Aaron Baddeley,61,292.6,31014,106,2017
T94,T94,Cameron Smith,86,292.6,47989,164,2017
T96,T96,Jim Herman,77,292.5,41536,142,2017
T96,T96,Cameron Percy,71,292.5,38027,130,2017
98,98,Francesco Molinari,75,292.4,39762,136,2017
99,99,Gonzalo Fernandez-Castaño,63,292.1,32720,112,2017
100,100,Branden Grace,70,292.0,32115,110,2017
101,101,Kelly Kraft,75,291.9,41453,142,2017
102,102,Retief Goosen,52,291.8,26843,92,2017
T103,T103,Rafa Cabrera Bello,63,291.7,30341,104,2017
T103,T103,Ben Martin,86,291.7,46087,158,2017
T105,T105,Rory Sabbatini,71,291.6,37911,130,2017
T105,T105,Nick Taylor,97,291.6,55408,190,2017
107,107,J.J. Spaun,92,291.5,50146,172,2017
108,108,Adam Hadwin,98,291.3,54762,188,2017
T109,T109,Blayne Barber,77,291.2,41355,142,2017
T109,T109,Richy Werenski,81,291.2,43102,148,2017
111,111,Danny Lee,93,291.1,49486,170,2017
112,112,Pat Perez,93,290.9,50036,172,2017
113,113,David Lingmerth,79,290.6,41269,142,2017
114,114,Troy Merritt,82,290.2,44111,152,2017
115,115,Whee Kim,74,290.0,41767,144,2017
T116,T116,Brian Harman,104,289.9,55653,192,2017
T116,T116,Boo Weekley,75,289.9,42332,146,2017
118,118,Si Woo Kim,80,289.8,38827,134,2017
119,119,Michael Kim,94,289.6,52130,180,2017
120,120,Kevin Kisner,105,289.5,52101,180,2017
121,121,Scott Brown,95,289.0,52591,182,2017
T122,T122,Jonas Blixt,74,288.8,40435,140,2017
T122,T122,Ryo Ishikawa,56,288.8,30035,104,2017
T124,T124,Brett Stegmaier,78,288.7,41573,144,2017
T124,T124,Camilo Villegas,76,288.7,41579,144,2017
126,126,Russell Knox,75,288.6,35784,124,2017
127,127,Brad Fritsch,56,288.3,29988,104,2017
T128,T128,Miguel Angel Carballo,63,288.1,32849,114,2017
T128,T128,Johnson Wagner,71,288.1,36299,126,2017
130,130,Ryan Moore,82,288.0,40894,142,2017
131,131,Rod Pampling,71,287.8,40864,142,2017
132,132,Jonathan Randolph,68,287.7,36252,126,2017
133,133,Steven Bowditch,59,287.3,31608,110,2017
T134,T134,C.T. Pan,88,287.2,49405,172,2017
T134,T134,Tyrone Van Aswegen,105,287.2,53412,186,2017
T136,T136,John Huh,92,287.1,48229,168,2017
T136,T136,Nicholas Lindheim,58,287.1,32151,112,2017
T136,T136,Daniel Summerhays,100,287.1,51675,180,2017
139,139,Chris Kirk,89,287.0,47637,166,2017
140,140,Zach Johnson,81,286.9,44178,154,2017
141,141,Chris Stroud,67,286.8,33847,118,2017
T142,T142,Derek Fathauer,81,286.5,40684,142,2017
T142,T142,Geoff Ogilvy,80,286.5,41261,144,2017
T142,T142,Webb Simpson,102,286.5,56735,198,2017
145,145,Brett Drewitt,57,286.4,30356,106,2017
146,146,Kyle Reifers,96,286.1,48062,168,2017
147,147,Chad Campbell,97,285.6,53121,186,2017
148,148,Matt Kuchar,95,285.4,50231,176,2017
T149,T149,William McGirt,89,285.2,47349,166,2017
T149,T149,Chez Reavie,98,285.2,51905,182,2017
T151,T151,Fabián Gómez,61,285.1,33638,118,2017
T151,T151,Tom Hoge,54,285.1,26226,92,2017
153,153,Ricky Barnes,100,284.9,50148,176,2017
154,154,Michael Thompson,60,284.8,31903,112,2017
155,155,Ernie Els,52,284.7,27329,96,2017
156,156,Ryan Blaum,100,284.1,54539,192,2017
157,157,Mark Anderson,54,283.8,29512,104,2017
158,158,Kevin Na,86,283.7,41991,148,2017
159,159,Ian Poulter,72,283.5,36282,128,2017
160,160,Mark Hubbard,81,282.7,39581,140,2017
161,161,Vaughn Taylor,90,282.4,47446,168,2017
162,162,Peter Malnati,91,282.3,45737,162,2017
163,163,K.J. Choi,72,282.2,34993,124,2017
164,164,Alex Cejka,85,282.1,41184,146,2017
165,165,Brandt Snedeker,53,281.6,28156,100,2017
166,166,Chad Collins,66,281.4,34898,124,2017
167,167,David Hearn,93,281.0,45517,162,2017
168,168,Cameron Tringale,89,280.9,44390,158,2017
T169,T169,Roberto Castro,70,280.5,35906,128,2017
T169,T169,Steve Wheatcroft,51,280.5,26370,94,2017
171,171,Carl Pettersson,63,280.2,33066,118,2017
172,172,Wesley Bryan,95,279.8,50917,182,2017
T173,T173,Graeme McDowell,56,279.5,31307,112,2017
T173,T173,Tim Wilkinson,64,279.5,32427,116,2017
175,175,Spencer Levin,89,279.0,45191,162,2017
176,176,Ryan Armour,63,278.8,32898,118,2017
177,177,Brian Gay,82,278.7,43483,156,2017
T178,T178,Ben Crane,86,278.5,44000,158,2017
T178,T178,Luke Donald,50,278.5,26732,96,2017
180,180,D.A. Points,68,278.1,37816,136,2017
181,181,Greg Chalmers,75,278.0,39470,142,2017
182,182,Bryce Molder,74,277.0,40994,148,2017
T183,T183,Steven Alker,69,276.9,34884,126,2017
T183,T183,Billy Hurley III,80,276.9,42083,152,2017
185,185,Jason Bohn,75,275.9,39180,142,2017
186,186,Ken Duke,77,274.2,38939,142,2017
187,187,Søren Kjeldsen,58,273.6,24621,90,2017
188,188,Zac Blair,105,272.7,51820,190,2017
189,189,Brian Stuard,93,272.6,45246,166,2017
190,190,Jim Furyk,54,271.4,27687,102,2017
1,1,Rory McIlroy,64,319.7,39000,122,2018
2,2,Trey Mullinax,75,318.3,43929,138,2018
3,3,Tom Lovelady,87,315.9,51168,162,2018
4,4,Tony Finau,105,315.1,56721,180,2018
5,5,Luke List,98,314.6,54746,174,2018
6,6,Dustin Johnson,77,314.0,43953,140,2018
7,7,Gary Woodland,96,313.5,52042,166,2018
8,8,Brooks Koepka,64,313.4,36350,116,2018
9,9,Bubba Watson,90,313.1,49470,158,2018
10,10,Keith Mitchell,99,312.6,60646,194,2018
11,11,Justin Thomas,91,311.8,46153,148,2018
12,12,Brendan Steele,74,310.3,39103,126,2018
13,13,Kevin Tway,110,310.1,59535,192,2018
14,14,Jason Day,75,310.0,37195,120,2018
15,15,Jason Kokrak,99,309.5,61277,198,2018
16,16,Jon Rahm,71,308.9,38298,124,2018
17,17,Kevin Chappell,77,308.6,45670,148,2018
18,18,Harold Varner III,91,308.2,49935,162,2018
T19,T19,Byeong Hun An,86,307.9,49257,160,2018
T19,T19,Robert Garrigus,80,307.9,46803,152,2018
21,21,Nick Watney,94,307.5,55353,180,2018
22,22,Grayson Murray,72,307.3,39331,128,2018
23,23,Tommy Fleetwood,73,306.9,38059,124,2018
24,24,J.B. Holmes,77,306.1,43466,142,2018
25,25,Bryson DeChambeau,93,305.7,56854,186,2018
26,26,Adam Schenk,86,305.5,48881,160,2018
27,27,Ryan Palmer,69,305.2,38459,126,2018
28,28,Xander Schauffele,96,304.9,49388,162,2018
29,29,Adam Scott,78,304.6,42649,140,2018
30,30,Matt Jones,70,304.5,37757,124,2018
31,31,Paul Casey,74,304.3,35909,118,2018
T32,T32,Jhonattan Vegas,92,303.6,46756,154,2018
T32,T32,Tiger Woods,68,303.6,41286,136,2018
T34,T34,Patrick Rodgers,97,303.5,51601,170,2018
T34,T34,Justin Rose,70,303.5,37630,124,2018
36,36,Corey Conners,97,303.3,56421,186,2018
37,37,Jamie Lovemark,92,303.2,48514,160,2018
T38,T38,Patrick Cantlay,87,303.1,46078,152,2018
T38,T38,Brandon Harkins,101,303.1,57591,190,2018
40,40,Aaron Wise,90,302.9,53314,176,2018
T41,T41,Bronson Burgoon,69,302.8,41785,138,2018
T41,T41,Sam Saunders,80,302.8,44817,148,2018
T41,T41,Hudson Swafford,73,302.8,33307,110,2018
44,44,Sean O'Hair,67,302.7,38139,126,2018
45,45,Seamus Power,86,302.6,47212,156,2018
46,46,Lanto Griffin,80,302.5,44773,148,2018
47,47,Harris English,84,302.4,47182,156,2018
48,48,Peter Uihlein,83,302.2,42313,140,2018
49,49,Hideki Matsuyama,75,302.0,38657,128,2018
T50,T50,Matt Atkins,56,301.4,31346,104,2018
T50,T50,Ollie Schniederjans,91,301.4,47622,158,2018
T52,T52,Cody Gribble,71,301.0,34319,114,2018
T52,T52,Francesco Molinari,73,301.0,39730,132,2018
54,54,Charles Howell III,104,300.9,52953,176,2018
T55,T55,Shane Lowry,64,300.7,33674,112,2018
